NODE_ID,NODE_TYPE,SOURCE_ID,LABEL,PROPERTIES,DEGREE_IN,DEGREE_OUT,DEGREE_TOTAL,COMPONENT_ID,PAGERANK,HUB_SCORE,AUTHORITY_SCORE,BETWEENNESS
20,SUPPLIER,20,BLUEFORGE MANUFACTURING,"{
  ""code"": ""SUP-00020"",
  ""commodity_id"": 10,
  ""country_id"": 6,
  ""is_problem"": false,
  ""reliability"": 0.86
}",0,13,13,1,1.9703139366872458e-05,0.038456373095874116,2.6387117912161313e-30,0.0
21,SUPPLIER,21,PENTAWAVE SEMICONDUCTORS,"{
  ""code"": ""SUP-00021"",
  ""commodity_id"": 7,
  ""country_id"": 4,
  ""is_problem"": false,
  ""reliability"": 0.9
}",0,12,12,1,1.9703139366872458e-05,0.03845441443601449,2.6387117912161313e-30,0.0
22,SUPPLIER,22,PENTAWAVE COMPONENTS,"{
  ""code"": ""SUP-00022"",
  ""commodity_id"": 12,
  ""country_id"": 6,
  ""is_problem"": false,
  ""reliability"": 0.99
}",0,14,14,1,1.9703139366872458e-05,0.04227736035442005,2.6387117912161313e-30,0.0
23,SUPPLIER,23,PENTAWAVE MATERIALS,"{
  ""code"": ""SUP-00023"",
  ""commodity_id"": 6,
  ""country_id"": 4,
  ""is_problem"": true,
  ""reliability"": 0.75
}",0,14,14,1,1.9703139366872458e-05,0.046082841334311585,2.6387117912161313e-30,0.0
24,SUPPLIER,24,PENTAWAVE ELECTRONICS,"{
  ""code"": ""SUP-00024"",
  ""commodity_id"": 1,
  ""country_id"": 11,
  ""is_problem"": false,
  ""reliability"": 0.62
}",0,20,20,1,1.9703139366872458e-05,0.046155729812646006,2.6387117912161313e-30,0.0
25,SUPPLIER,25,PENTAWAVE TECHNOLOGIES,"{
  ""code"": ""SUP-00025"",
  ""commodity_id"": 4,
  ""country_id"": 8,
  ""is_problem"": false,
  ""reliability"": 0.6
}",0,15,15,1,1.9703139366872458e-05,0.042293108044571794,2.6387117912161313e-30,0.0
26,SUPPLIER,26,PENTAWAVE PRECISION,"{
  ""code"": ""SUP-00026"",
  ""commodity_id"": 11,
  ""country_id"": 24,
  ""is_problem"": false,
  ""reliability"": 0.68
}",0,15,15,1,1.9703139366872458e-05,0.04609636711759744,2.6387117912161313e-30,0.0
27,SUPPLIER,27,PENTAWAVE SYSTEMS,"{
  ""code"": ""SUP-00027"",
  ""commodity_id"": 1,
  ""country_id"": 24,
  ""is_problem"": false,
  ""reliability"": 0.8
}",0,16,16,1,1.9703139366872458e-05,0.04610450524660226,2.6387117912161313e-30,0.0
28,SUPPLIER,28,PENTAWAVE SOLUTIONS,"{
  ""code"": ""SUP-00028"",
  ""commodity_id"": 3,
  ""country_id"": 2,
  ""is_problem"": false,
  ""reliability"": 0.78
}",0,17,17,1,1.9703139366872458e-05,0.04610785022264168,2.6387117912161313e-30,0.0
29,SUPPLIER,29,PENTAWAVE INDUSTRIES,"{
  ""code"": ""SUP-00029"",
  ""commodity_id"": 1,
  ""country_id"": 19,
  ""is_problem"": false,
  ""reliability"": 0.83
}",0,15,15,1,1.9703139366872458e-05,0.042341582097521126,2.6387117912161313e-30,0.0
30,SUPPLIER,30,PENTAWAVE MANUFACTURING,"{
  ""code"": ""SUP-00030"",
  ""commodity_id"": 8,
  ""country_id"": 17,
  ""is_problem"": false,
  ""reliability"": 0.71
}",0,17,17,1,1.9703139366872458e-05,0.04608206985328316,2.6387117912161313e-30,0.0
31,SUPPLIER,31,VERTEX SEMICONDUCTORS,"{
  ""code"": ""SUP-00031"",
  ""commodity_id"": 6,
  ""country_id"": 8,
  ""is_problem"": false,
  ""reliability"": 0.73
}",0,17,17,1,1.9703139366872458e-05,0.04227123553794149,2.6387117912161313e-30,0.0
32,SUPPLIER,32,VERTEX COMPONENTS,"{
  ""code"": ""SUP-00032"",
  ""commodity_id"": 9,
  ""country_id"": 16,
  ""is_problem"": false,
  ""reliability"": 0.78
}",0,15,15,1,1.9703139366872458e-05,0.04232568059876521,2.6387117912161313e-30,0.0
33,SUPPLIER,33,VERTEX MATERIALS,"{
  ""code"": ""SUP-00033"",
  ""commodity_id"": 2,
  ""country_id"": 22,
  ""is_problem"": false,
  ""reliability"": 0.83
}",0,13,13,1,1.9703139366872458e-05,0.042333978691494106,2.6387117912161313e-30,0.0
34,SUPPLIER,34,VERTEX ELECTRONICS,"{
  ""code"": ""SUP-00034"",
  ""commodity_id"": 9,
  ""country_id"": 11,
  ""is_problem"": false,
  ""reliability"": 0.65
}",0,14,14,1,1.9703139366872458e-05,0.046106855414236175,2.6387117912161313e-30,0.0
35,SUPPLIER,35,VERTEX TECHNOLOGIES,"{
  ""code"": ""SUP-00035"",
  ""commodity_id"": 9,
  ""country_id"": 8,
  ""is_problem"": false,
  ""reliability"": 0.66
}",0,17,17,1,1.9703139366872458e-05,0.046091596432575155,2.6387117912161313e-30,0.0
36,SUPPLIER,36,VERTEX PRECISION,"{
  ""code"": ""SUP-00036"",
  ""commodity_id"": 5,
  ""country_id"": 17,
  ""is_problem"": false,
  ""reliability"": 0.91
}",0,12,12,1,1.9703139366872458e-05,0.03837009543623391,2.6387117912161313e-30,0.0
37,SUPPLIER,37,VERTEX SYSTEMS,"{
  ""code"": ""SUP-00037"",
  ""commodity_id"": 3,
  ""country_id"": 8,
  ""is_problem"": false,
  ""reliability"": 0.85
}",0,17,17,1,1.9703139366872458e-05,0.046091596432575155,2.6387117912161313e-30,0.0
38,SUPPLIER,38,VERTEX SOLUTIONS,"{
  ""code"": ""SUP-00038"",
  ""commodity_id"": 1,
  ""country_id"": 20,
  ""is_problem"": false,
  ""reliability"": 0.94
}",0,17,17,1,1.9703139366872458e-05,0.042271915011946964,2.6387117912161313e-30,0.0
39,SUPPLIER,39,VERTEX INDUSTRIES,"{
  ""code"": ""SUP-00039"",
  ""commodity_id"": 1,
  ""country_id"": 19,
  ""is_problem"": false,
  ""reliability"": 0.74
}",0,15,15,1,1.9703139366872458e-05,0.04612379022831979,2.6387117912161313e-30,0.0
40,SUPPLIER,40,VERTEX MANUFACTURING,"{
  ""code"": ""SUP-00040"",
  ""commodity_id"": 8,
  ""country_id"": 2,
  ""is_problem"": false,
  ""reliability"": 0.74
}",0,19,19,1,1.9703139366872458e-05,0.04612413916248503,2.6387117912161313e-30,0.0
41,SUPPLIER,41,SOLARIS SEMICONDUCTORS,"{
  ""code"": ""SUP-00041"",
  ""commodity_id"": 5,
  ""country_id"": 17,
  ""is_problem"": false,
  ""reliability"": 0.93
}",0,16,16,1,1.9703139366872458e-05,0.04607393424840308,2.6387117912161313e-30,0.0
42,SUPPLIER,42,SOLARIS COMPONENTS,"{
  ""code"": ""SUP-00042"",
  ""commodity_id"": 1,
  ""country_id"": 19,
  ""is_problem"": false,
  ""reliability"": 0.9
}",0,17,17,1,1.9703139366872458e-05,0.04614007904493552,2.6387117912161313e-30,0.0
43,SUPPLIER,43,SOLARIS MATERIALS,"{
  ""code"": ""SUP-00043"",
  ""commodity_id"": 4,
  ""country_id"": 2,
  ""is_problem"": false,
  ""reliability"": 0.76
}",0,16,16,1,1.9703139366872458e-05,0.04609971006634065,2.6387117912161313e-30,0.0
44,SUPPLIER,44,SOLARIS ELECTRONICS,"{
  ""code"": ""SUP-00044"",
  ""commodity_id"": 4,
  ""country_id"": 1,
  ""is_problem"": false,
  ""reliability"": 0.95
}",0,15,15,1,1.9703139366872458e-05,0.046033259344803054,2.6387117912161313e-30,0.0
45,SUPPLIER,45,SOLARIS TECHNOLOGIES,"{
  ""code"": ""SUP-00045"",
  ""commodity_id"": 10,
  ""country_id"": 19,
  ""is_problem"": false,
  ""reliability"": 0.98
}",0,14,14,1,1.9703139366872458e-05,0.04611565013207738,2.6387117912161313e-30,0.0
46,SUPPLIER,46,SOLARIS PRECISION,"{
  ""code"": ""SUP-00046"",
  ""commodity_id"": 8,
  ""country_id"": 10,
  ""is_problem"": false,
  ""reliability"": 0.95
}",0,15,15,1,1.9703139366872458e-05,0.04234001486448327,2.6387117912161313e-30,0.0
47,SUPPLIER,47,SOLARIS SYSTEMS,"{
  ""code"": ""SUP-00047"",
  ""commodity_id"": 7,
  ""country_id"": 7,
  ""is_problem"": false,
  ""reliability"": 0.77
}",0,17,17,1,1.9703139366872458e-05,0.0423387205481834,2.6387117912161313e-30,0.0
48,SUPPLIER,48,SOLARIS SOLUTIONS,"{
  ""code"": ""SUP-00048"",
  ""commodity_id"": 6,
  ""country_id"": 13,
  ""is_problem"": false,
  ""reliability"": 0.62
}",0,15,15,1,1.9703139366872458e-05,0.04610855921754684,2.6387117912161313e-30,0.0
49,SUPPLIER,49,SOLARIS INDUSTRIES,"{
  ""code"": ""SUP-00049"",
  ""commodity_id"": 8,
  ""country_id"": 6,
  ""is_problem"": false,
  ""reliability"": 0.85
}",0,12,12,1,1.9703139366872458e-05,0.04226177822074076,2.6387117912161313e-30,0.0
50,SUPPLIER,50,SOLARIS MANUFACTURING,"{
  ""code"": ""SUP-00050"",
  ""commodity_id"": 8,
  ""country_id"": 19,
  ""is_problem"": false,
  ""reliability"": 0.94
}",0,14,14,1,1.9703139366872458e-05,0.04611565013207738,2.6387117912161313e-30,0.0
51,SUPPLIER,51,QUANTUM SEMICONDUCTORS,"{
  ""code"": ""SUP-00051"",
  ""commodity_id"": 11,
  ""country_id"": 14,
  ""is_problem"": false,
  ""reliability"": 0.78
}",0,17,17,1,1.9703139366872458e-05,0.046127582610479605,2.6387117912161313e-30,0.0
52,SUPPLIER,52,QUANTUM COMPONENTS,"{
  ""code"": ""SUP-00052"",
  ""commodity_id"": 6,
  ""country_id"": 1,
  ""is_problem"": false,
  ""reliability"": 0.72
}",0,16,16,1,1.9703139366872458e-05,0.04604138633239642,2.6387117912161313e-30,0.0
53,SUPPLIER,53,QUANTUM MATERIALS,"{
  ""code"": ""SUP-00053"",
  ""commodity_id"": 2,
  ""country_id"": 23,
  ""is_problem"": false,
  ""reliability"": 0.89
}",0,13,13,1,1.9703139366872458e-05,0.04611476977484748,2.6387117912161313e-30,0.0
54,SUPPLIER,54,QUANTUM ELECTRONICS,"{
  ""code"": ""SUP-00054"",
  ""commodity_id"": 3,
  ""country_id"": 23,
  ""is_problem"": false,
  ""reliability"": 0.64
}",0,17,17,1,1.9703139366872458e-05,0.046147341036854396,2.6387117912161313e-30,0.0
55,SUPPLIER,55,QUANTUM TECHNOLOGIES,"{
  ""code"": ""SUP-00055"",
  ""commodity_id"": 4,
  ""country_id"": 15,
  ""is_problem"": false,
  ""reliability"": 0.67
}",0,14,14,1,1.9703139366872458e-05,0.04610871298554511,2.6387117912161313e-30,0.0
56,SUPPLIER,56,QUANTUM PRECISION,"{
  ""code"": ""SUP-00056"",
  ""commodity_id"": 9,
  ""country_id"": 17,
  ""is_problem"": false,
  ""reliability"": 0.94
}",0,13,13,1,1.9703139366872458e-05,0.042268658422430896,2.6387117912161313e-30,0.0
57,SUPPLIER,57,QUANTUM SYSTEMS,"{
  ""code"": ""SUP-00057"",
  ""commodity_id"": 9,
  ""country_id"": 16,
  ""is_problem"": false,
  ""reliability"": 0.68
}",0,15,15,1,1.9703139366872458e-05,0.04612150922319424,2.6387117912161313e-30,0.0
58,SUPPLIER,58,QUANTUM SOLUTIONS,"{
  ""code"": ""SUP-00058"",
  ""commodity_id"": 6,
  ""country_id"": 4,
  ""is_problem"": false,
  ""reliability"": 0.75
}",0,15,15,1,1.9703139366872458e-05,0.042310090092007716,2.6387117912161313e-30,0.0
59,SUPPLIER,59,QUANTUM INDUSTRIES,"{
  ""code"": ""SUP-00059"",
  ""commodity_id"": 12,
  ""country_id"": 10,
  ""is_problem"": false,
  ""reliability"": 0.66
}",0,15,15,1,1.9703139366872458e-05,0.04612155760192211,2.6387117912161313e-30,0.0
60,SUPPLIER,60,QUANTUM MANUFACTURING,"{
  ""code"": ""SUP-00060"",
  ""commodity_id"": 10,
  ""country_id"": 9,
  ""is_problem"": false,
  ""reliability"": 0.61
}",0,18,18,1,1.9703139366872458e-05,0.04609080718661403,2.6387117912161313e-30,0.0
61,SUPPLIER,61,APEX SEMICONDUCTORS,"{
  ""code"": ""SUP-00061"",
  ""commodity_id"": 6,
  ""country_id"": 19,
  ""is_problem"": false,
  ""reliability"": 0.86
}",0,15,15,1,1.9703139366872458e-05,0.04612379022831979,2.6387117912161313e-30,0.0
62,SUPPLIER,62,APEX COMPONENTS,"{
  ""code"": ""SUP-00062"",
  ""commodity_id"": 2,
  ""country_id"": 7,
  ""is_problem"": false,
  ""reliability"": 0.9
}",0,16,16,1,1.9703139366872458e-05,0.046114122186299095,2.6387117912161313e-30,0.0
63,SUPPLIER,63,APEX MATERIALS,"{
  ""code"": ""SUP-00063"",
  ""commodity_id"": 2,
  ""country_id"": 15,
  ""is_problem"": false,
  ""reliability"": 0.91
}",0,18,18,1,1.9703139366872458e-05,0.046141285721208944,2.6387117912161313e-30,0.0
64,SUPPLIER,64,APEX ELECTRONICS,"{
  ""code"": ""SUP-00064"",
  ""commodity_id"": 10,
  ""country_id"": 3,
  ""is_problem"": false,
  ""reliability"": 0.98
}",0,20,20,1,1.9703139366872458e-05,0.04237284690661212,2.6387117912161313e-30,0.0
65,SUPPLIER,65,APEX TECHNOLOGIES,"{
  ""code"": ""SUP-00065"",
  ""commodity_id"": 12,
  ""country_id"": 22,
  ""is_problem"": false,
  ""reliability"": 0.64
}",0,15,15,1,1.9703139366872458e-05,0.04613113331470075,2.6387117912161313e-30,0.0
66,SUPPLIER,66,APEX PRECISION,"{
  ""code"": ""SUP-00066"",
  ""commodity_id"": 8,
  ""country_id"": 24,
  ""is_problem"": false,
  ""reliability"": 0.99
}",0,17,17,1,1.9703139366872458e-05,0.046112646249622656,2.6387117912161313e-30,0.0
67,SUPPLIER,67,APEX SYSTEMS,"{
  ""code"": ""SUP-00067"",
  ""commodity_id"": 3,
  ""country_id"": 9,
  ""is_problem"": false,
  ""reliability"": 0.67
}",0,15,15,1,1.9703139366872458e-05,0.04606640005333181,2.6387117912161313e-30,0.0
68,SUPPLIER,68,APEX SOLUTIONS,"{
  ""code"": ""SUP-00068"",
  ""commodity_id"": 3,
  ""country_id"": 7,
  ""is_problem"": false,
  ""reliability"": 0.83
}",0,15,15,1,1.9703139366872458e-05,0.04610598235974957,2.6387117912161313e-30,0.0
69,SUPPLIER,69,APEX INDUSTRIES,"{
  ""code"": ""SUP-00069"",
  ""commodity_id"": 5,
  ""country_id"": 13,
  ""is_problem"": false,
  ""reliability"": 0.86
}",0,17,17,1,1.9703139366872458e-05,0.0461248426552786,2.6387117912161313e-30,0.0
70,SUPPLIER,70,APEX MANUFACTURING,"{
  ""code"": ""SUP-00070"",
  ""commodity_id"": 2,
  ""country_id"": 4,
  ""is_problem"": false,
  ""reliability"": 0.65
}",0,16,16,1,1.9703139366872458e-05,0.04609911281647552,2.6387117912161313e-30,0.0
71,SUPPLIER,71,ORION SEMICONDUCTORS,"{
  ""code"": ""SUP-00071"",
  ""commodity_id"": 1,
  ""country_id"": 11,
  ""is_problem"": false,
  ""reliability"": 0.78
}",0,15,15,1,1.9703139366872458e-05,0.04611499395809094,2.6387117912161313e-30,0.0
72,SUPPLIER,72,ORION COMPONENTS,"{
  ""code"": ""SUP-00072"",
  ""commodity_id"": 10,
  ""country_id"": 12,
  ""is_problem"": false,
  ""reliability"": 0.64
}",0,15,15,1,1.9703139366872458e-05,0.04616118967395158,2.6387117912161313e-30,0.0
73,SUPPLIER,73,ORION MATERIALS,"{
  ""code"": ""SUP-00073"",
  ""commodity_id"": 1,
  ""country_id"": 9,
  ""is_problem"": false,
  ""reliability"": 0.98
}",0,12,12,1,1.9703139366872458e-05,0.04223116641258601,2.6387117912161313e-30,0.0
74,SUPPLIER,74,ORION ELECTRONICS,"{
  ""code"": ""SUP-00074"",
  ""commodity_id"": 11,
  ""country_id"": 15,
  ""is_problem"": false,
  ""reliability"": 0.78
}",0,15,15,1,1.9703139366872458e-05,0.04611685185728284,2.6387117912161313e-30,0.0
75,SUPPLIER,75,ORION TECHNOLOGIES,"{
  ""code"": ""SUP-00075"",
  ""commodity_id"": 6,
  ""country_id"": 18,
  ""is_problem"": false,
  ""reliability"": 0.74
}",0,16,16,1,1.9703139366872458e-05,0.04608946670474836,2.6387117912161313e-30,0.0
76,SUPPLIER,76,ORION PRECISION,"{
  ""code"": ""SUP-00076"",
  ""commodity_id"": 11,
  ""country_id"": 19,
  ""is_problem"": false,
  ""reliability"": 0.78
}",0,15,15,1,1.9703139366872458e-05,0.04612379022831979,2.6387117912161313e-30,0.0
77,SUPPLIER,77,ORION SYSTEMS,"{
  ""code"": ""SUP-00077"",
  ""commodity_id"": 11,
  ""country_id"": 1,
  ""is_problem"": false,
  ""reliability"": 0.7
}",0,15,15,1,1.9703139366872458e-05,0.042214237089835085,2.6387117912161313e-30,0.0
78,SUPPLIER,78,ORION SOLUTIONS,"{
  ""code"": ""SUP-00078"",
  ""commodity_id"": 6,
  ""country_id"": 20,
  ""is_problem"": false,
  ""reliability"": 0.95
}",0,16,16,1,1.9703139366872458e-05,0.046084063480219734,2.6387117912161313e-30,0.0
79,SUPPLIER,79,ORION INDUSTRIES,"{
  ""code"": ""SUP-00079"",
  ""commodity_id"": 6,
  ""country_id"": 20,
  ""is_problem"": false,
  ""reliability"": 0.69
}",0,15,15,1,1.9703139366872458e-05,0.046075928959489865,2.6387117912161313e-30,0.0
80,SUPPLIER,80,ORION MANUFACTURING,"{
  ""code"": ""SUP-00080"",
  ""commodity_id"": 3,
  ""country_id"": 1,
  ""is_problem"": false,
  ""reliability"": 0.64
}",0,16,16,1,1.9703139366872458e-05,0.04225916170443998,2.6387117912161313e-30,0.0
81,SUPPLIER,81,TITAN SEMICONDUCTORS,"{
  ""code"": ""SUP-00081"",
  ""commodity_id"": 9,
  ""country_id"": 17,
  ""is_problem"": false,
  ""reliability"": 0.6
}",0,16,16,1,1.9703139366872458e-05,0.042292378073908926,2.6387117912161313e-30,0.0
82,SUPPLIER,82,TITAN COMPONENTS,"{
  ""code"": ""SUP-00082"",
  ""commodity_id"": 4,
  ""country_id"": 15,
  ""is_problem"": false,
  ""reliability"": 0.75
}",0,15,15,1,1.9703139366872458e-05,0.04611685185728284,2.6387117912161313e-30,0.0
83,SUPPLIER,83,TITAN MATERIALS,"{
  ""code"": ""SUP-00083"",
  ""commodity_id"": 9,
  ""country_id"": 9,
  ""is_problem"": false,
  ""reliability"": 0.8
}",0,18,18,1,1.9703139366872458e-05,0.04609080718661403,2.6387117912161313e-30,0.0
84,SUPPLIER,84,TITAN ELECTRONICS,"{
  ""code"": ""SUP-00084"",
  ""commodity_id"": 11,
  ""country_id"": 23,
  ""is_problem"": false,
  ""reliability"": 0.7
}",0,14,14,1,1.9703139366872458e-05,0.04612290827912707,2.6387117912161313e-30,0.0
85,SUPPLIER,85,TITAN TECHNOLOGIES,"{
  ""code"": ""SUP-00085"",
  ""commodity_id"": 12,
  ""country_id"": 9,
  ""is_problem"": false,
  ""reliability"": 0.89
}",0,19,19,1,1.9703139366872458e-05,0.04609894864606148,2.6387117912161313e-30,0.0
86,SUPPLIER,86,TITAN PRECISION,"{
  ""code"": ""SUP-00086"",
  ""commodity_id"": 2,
  ""country_id"": 3,
  ""is_problem"": false,
  ""reliability"": 0.92
}",0,17,17,1,1.9703139366872458e-05,0.046147561483808726,2.6387117912161313e-30,0.0
87,SUPPLIER,87,TITAN SYSTEMS,"{
  ""code"": ""SUP-00087"",
  ""commodity_id"": 11,
  ""country_id"": 14,
  ""is_problem"": false,
  ""reliability"": 0.84
}",0,16,16,1,1.9703139366872458e-05,0.046119438970496265,2.6387117912161313e-30,0.0
88,SUPPLIER,88,TITAN SOLUTIONS,"{
  ""code"": ""SUP-00088"",
  ""commodity_id"": 12,
  ""country_id"": 4,
  ""is_problem"": false,
  ""reliability"": 0.73
}",0,16,16,1,1.9703139366872458e-05,0.04231623247660454,2.6387117912161313e-30,0.0
89,SUPPLIER,89,TITAN INDUSTRIES,"{
  ""code"": ""SUP-00089"",
  ""commodity_id"": 6,
  ""country_id"": 13,
  ""is_problem"": false,
  ""reliability"": 0.96
}",0,16,16,1,1.9703139366872458e-05,0.04611669949902486,2.6387117912161313e-30,0.0
90,SUPPLIER,90,TITAN MANUFACTURING,"{
  ""code"": ""SUP-00090"",
  ""commodity_id"": 3,
  ""country_id"": 23,
  ""is_problem"": false,
  ""reliability"": 0.81
}",0,15,15,1,1.9703139366872458e-05,0.04234884280736441,2.6387117912161313e-30,0.0
91,SUPPLIER,91,ZENITH SEMICONDUCTORS,"{
  ""code"": ""SUP-00091"",
  ""commodity_id"": 12,
  ""country_id"": 10,
  ""is_problem"": false,
  ""reliability"": 0.84
}",0,17,17,1,1.9703139366872458e-05,0.0461378456300829,2.6387117912161313e-30,0.0
92,SUPPLIER,92,ZENITH COMPONENTS,"{
  ""code"": ""SUP-00092"",
  ""commodity_id"": 12,
  ""country_id"": 2,
  ""is_problem"": false,
  ""reliability"": 0.6
}",0,18,18,1,1.9703139366872458e-05,0.046115993254181926,2.6387117912161313e-30,0.0
93,SUPPLIER,93,ZENITH MATERIALS,"{
  ""code"": ""SUP-00093"",
  ""commodity_id"": 10,
  ""country_id"": 5,
  ""is_problem"": false,
  ""reliability"": 0.8
}",0,14,14,1,1.9703139366872458e-05,0.04603446048498422,2.6387117912161313e-30,0.0
94,SUPPLIER,94,ZENITH ELECTRONICS,"{
  ""code"": ""SUP-00094"",
  ""commodity_id"": 5,
  ""country_id"": 7,
  ""is_problem"": false,
  ""reliability"": 0.96
}",0,14,14,1,1.9703139366872458e-05,0.046097845406293136,2.6387117912161313e-30,0.0
95,SUPPLIER,95,ZENITH TECHNOLOGIES,"{
  ""code"": ""SUP-00095"",
  ""commodity_id"": 11,
  ""country_id"": 8,
  ""is_problem"": false,
  ""reliability"": 0.94
}",0,14,14,1,1.9703139366872458e-05,0.04606719318888654,2.6387117912161313e-30,0.0
