EDGE_ID,FROM_NODE_ID,TO_NODE_ID,EDGE_TYPE,WEIGHT,PROPERTIES,BETWEENNESS
71,29,571,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.130662
72,30,572,HAS_SITE,1.0,"{
  ""is_primary"": true
}",0.236934
73,30,573,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.1777
74,30,574,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.118467
75,30,575,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.325784
76,31,576,HAS_SITE,1.0,"{
  ""is_primary"": true
}",0.266551
77,31,577,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.266551
78,31,578,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.08885
79,31,579,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.118467
80,31,580,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.236934
81,32,581,HAS_SITE,1.0,"{
  ""is_primary"": true
}",0.052265
82,32,582,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.10453
83,32,583,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.209059
84,33,584,HAS_SITE,1.0,"{
  ""is_primary"": true
}",0.294425
85,34,585,HAS_SITE,1.0,"{
  ""is_primary"": true
}",0.097561
86,35,586,HAS_SITE,1.0,"{
  ""is_primary"": true
}",0.207317
87,35,587,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.148084
88,35,588,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.1777
89,35,589,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.385017
90,36,590,HAS_SITE,1.0,"{
  ""is_primary"": true
}",0.125436
91,37,591,HAS_SITE,1.0,"{
  ""is_primary"": true
}",0.296167
92,37,592,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.236934
93,37,593,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.118467
94,37,594,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.1777
95,38,595,HAS_SITE,1.0,"{
  ""is_primary"": true
}",0.207317
96,38,596,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.148084
97,38,597,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.118467
98,38,598,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.236934
99,38,599,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.1777
100,39,600,HAS_SITE,1.0,"{
  ""is_primary"": true
}",0.10453
101,39,601,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.261324
102,40,602,HAS_SITE,1.0,"{
  ""is_primary"": true
}",0.132404
103,40,603,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.297909
104,40,604,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.198606
105,40,605,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.132404
106,40,606,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.132404
107,40,607,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.231707
108,41,608,HAS_SITE,1.0,"{
  ""is_primary"": true
}",0.111498
109,41,609,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.083624
110,41,610,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.278746
111,42,611,HAS_SITE,1.0,"{
  ""is_primary"": true
}",0.266551
112,42,612,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.118467
113,42,613,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.118467
114,42,614,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.148084
115,43,615,HAS_SITE,1.0,"{
  ""is_primary"": true
}",0.139373
116,43,616,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.167247
117,43,617,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.195122
118,44,618,HAS_SITE,1.0,"{
  ""is_primary"": true
}",0.156794
119,44,619,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.235192
120,45,620,HAS_SITE,1.0,"{
  ""is_primary"": true
}",0.073171
121,46,621,HAS_SITE,1.0,"{
  ""is_primary"": true
}",0.130662
122,46,622,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.130662
123,46,623,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.235192
124,47,624,HAS_SITE,1.0,"{
  ""is_primary"": true
}",0.207317
125,47,625,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.236934
126,47,626,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.148084
127,47,627,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.236934
128,47,628,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.236934
129,48,629,HAS_SITE,1.0,"{
  ""is_primary"": true
}",0.182927
130,48,630,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.209059
131,50,631,HAS_SITE,1.0,"{
  ""is_primary"": true
}",0.170732
132,51,632,HAS_SITE,1.0,"{
  ""is_primary"": true
}",0.1777
133,51,633,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.1777
134,51,634,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.059233
135,51,635,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.148084
136,52,636,HAS_SITE,1.0,"{
  ""is_primary"": true
}",0.390244
137,52,637,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.167247
138,52,638,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.167247
139,54,639,HAS_SITE,1.0,"{
  ""is_primary"": true
}",0.148084
140,54,640,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.08885
141,54,641,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.236934
142,54,642,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.266551
143,55,643,HAS_SITE,1.0,"{
  ""is_primary"": true
}",0.195122
144,56,644,HAS_SITE,1.0,"{
  ""is_primary"": true
}",0.11324
145,57,645,HAS_SITE,1.0,"{
  ""is_primary"": true
}",0.130662
146,57,646,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.182927
147,58,647,HAS_SITE,1.0,"{
  ""is_primary"": true
}",0.209059
148,58,648,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.182927
149,58,649,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.182927
150,59,650,HAS_SITE,1.0,"{
  ""is_primary"": true
}",0.313589
151,59,651,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.235192
152,60,652,HAS_SITE,1.0,"{
  ""is_primary"": true
}",0.188153
153,60,653,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.188153
154,60,654,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.250871
155,60,655,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.28223
156,60,656,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.188153
157,61,657,HAS_SITE,1.0,"{
  ""is_primary"": true
}",0.182927
158,61,658,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.156794
159,62,659,HAS_SITE,1.0,"{
  ""is_primary"": true
}",0.250871
160,62,660,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.195122
161,62,661,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.195122
162,63,662,HAS_SITE,1.0,"{
  ""is_primary"": true
}",0.28223
163,63,663,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.344948
164,63,664,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.28223
165,63,665,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.125436
166,63,666,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.219512
167,64,667,HAS_SITE,1.0,"{
  ""is_primary"": true
}",0.10453
168,64,668,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.278746
169,64,669,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.383275
170,64,670,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.174216
171,64,671,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.10453
172,64,672,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.243902
173,64,673,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.209059
174,64,674,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.243902
175,65,675,HAS_SITE,1.0,"{
  ""is_primary"": true
}",0.209059
176,65,676,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.182927
177,66,677,HAS_SITE,1.0,"{
  ""is_primary"": true
}",0.207317
178,66,678,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.118467
179,66,679,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.059233
180,66,680,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.148084
181,67,681,HAS_SITE,1.0,"{
  ""is_primary"": true
}",0.078397
182,67,682,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.261324
183,68,683,HAS_SITE,1.0,"{
  ""is_primary"": true
}",0.10453
184,68,684,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.182927
185,69,685,HAS_SITE,1.0,"{
  ""is_primary"": true
}",0.1777
186,69,686,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.148084
187,69,687,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.1777
188,69,688,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.118467
189,70,689,HAS_SITE,1.0,"{
  ""is_primary"": true
}",0.278746
190,70,690,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.195122
191,70,691,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.195122
192,71,692,HAS_SITE,1.0,"{
  ""is_primary"": true
}",0.10453
193,71,693,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.10453
194,72,694,HAS_SITE,1.0,"{
  ""is_primary"": true
}",0.209059
195,72,695,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.10453
196,74,696,HAS_SITE,1.0,"{
  ""is_primary"": true
}",0.261324
197,74,697,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.10453
198,75,698,HAS_SITE,1.0,"{
  ""is_primary"": true
}",0.195122
199,75,699,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.083624
200,75,700,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.195122
201,76,701,HAS_SITE,1.0,"{
  ""is_primary"": true
}",0.078397
202,76,702,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.235192
203,77,703,HAS_SITE,1.0,"{
  ""is_primary"": true
}",0.10453
204,77,704,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.156794
205,77,705,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.235192
206,78,706,HAS_SITE,1.0,"{
  ""is_primary"": true
}",0.195122
207,78,707,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.083624
208,78,708,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.222997
209,79,709,HAS_SITE,1.0,"{
  ""is_primary"": true
}",0.182927
210,79,710,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.209059
211,80,711,HAS_SITE,1.0,"{
  ""is_primary"": true
}",0.222997
212,80,712,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.167247
213,80,713,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.167247
214,80,714,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.083624
215,81,715,HAS_SITE,1.0,"{
  ""is_primary"": true
}",0.111498
216,81,716,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.278746
217,81,717,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.195122
218,81,718,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.167247
219,82,719,HAS_SITE,1.0,"{
  ""is_primary"": true
}",0.052265
220,82,720,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.235192
221,83,721,HAS_SITE,1.0,"{
  ""is_primary"": true
}",0.125436
222,83,722,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.313589
223,83,723,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.188153
224,83,724,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.125436
225,83,725,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.125436
226,84,726,HAS_SITE,1.0,"{
  ""is_primary"": true
}",0.073171
227,85,727,HAS_SITE,1.0,"{
  ""is_primary"": true
}",0.132404
228,85,728,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.33101
229,85,729,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.132404
230,85,730,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.297909
231,85,731,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.231707
232,85,732,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.132404
233,86,733,HAS_SITE,1.0,"{
  ""is_primary"": true
}",0.207317
234,86,734,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.207317
235,86,735,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.118467
236,86,736,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.325784
237,87,737,HAS_SITE,1.0,"{
  ""is_primary"": true
}",0.222997
238,87,738,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.30662
239,87,739,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.167247
240,88,740,HAS_SITE,1.0,"{
  ""is_primary"": true
}",0.167247
241,88,741,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.30662
242,88,742,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.111498
243,88,743,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.30662
244,89,744,HAS_SITE,1.0,"{
  ""is_primary"": true
}",0.083624
245,89,745,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.167247
246,89,746,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.083624
247,90,747,HAS_SITE,1.0,"{
  ""is_primary"": true
}",0.182927
248,90,748,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.287456
249,90,749,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.182927
250,91,750,HAS_SITE,1.0,"{
  ""is_primary"": true
}",0.236934
251,91,751,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.118467
252,91,752,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.1777
253,91,753,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.296167
254,92,754,HAS_SITE,1.0,"{
  ""is_primary"": true
}",0.188153
255,92,755,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.250871
256,92,756,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.156794
257,92,757,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.376307
258,92,758,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.313589
259,93,759,HAS_SITE,1.0,"{
  ""is_primary"": true
}",0.170732
260,94,760,HAS_SITE,1.0,"{
  ""is_primary"": true
}",0.195122
261,95,761,HAS_SITE,1.0,"{
  ""is_primary"": true
}",0.146341
262,96,762,HAS_SITE,1.0,"{
  ""is_primary"": true
}",0.111498
263,96,763,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.167247
264,96,764,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.222997
265,98,765,HAS_SITE,1.0,"{
  ""is_primary"": true
}",0.055749
266,98,766,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.250871
267,98,767,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.167247
268,99,768,HAS_SITE,1.0,"{
  ""is_primary"": true
}",0.170732
269,100,769,HAS_SITE,1.0,"{
  ""is_primary"": true
}",0.250871
270,100,770,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.28223
271,100,771,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.094077
272,100,772,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.188153
273,100,773,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.219512
274,100,774,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.156794
275,101,775,HAS_SITE,1.0,"{
  ""is_primary"": true
}",0.235192
276,101,776,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.130662
277,101,777,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.078397
278,102,778,HAS_SITE,1.0,"{
  ""is_primary"": true
}",0.156794
279,102,779,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.219512
280,102,780,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.125436
281,102,781,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.188153
282,102,782,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.313589
283,103,783,HAS_SITE,1.0,"{
  ""is_primary"": true
}",0.10453
284,103,784,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.156794
285,104,785,HAS_SITE,1.0,"{
  ""is_primary"": true
}",0.195122
286,105,786,HAS_SITE,1.0,"{
  ""is_primary"": true
}",0.195122
287,105,787,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.139373
288,105,788,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.250871
289,106,789,HAS_SITE,1.0,"{
  ""is_primary"": true
}",0.235192
290,106,790,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.156794
291,107,791,HAS_SITE,1.0,"{
  ""is_primary"": true
}",0.146341
292,107,792,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.170732
293,107,793,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.170732
294,108,794,HAS_SITE,1.0,"{
  ""is_primary"": true
}",0.10453
295,108,795,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.209059
296,109,796,HAS_SITE,1.0,"{
  ""is_primary"": true
}",0.209059
297,109,797,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.235192
298,110,798,HAS_SITE,1.0,"{
  ""is_primary"": true
}",0.182927
299,110,799,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.235192
300,110,800,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.078397
301,112,801,HAS_SITE,1.0,"{
  ""is_primary"": true
}",0.111498
302,112,802,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.167247
303,112,803,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.139373
304,113,804,HAS_SITE,1.0,"{
  ""is_primary"": true
}",0.219512
305,113,805,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.243902
306,114,806,HAS_SITE,1.0,"{
  ""is_primary"": true
}",0.334495
307,114,807,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.30662
308,114,808,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.222997
309,115,809,HAS_SITE,1.0,"{
  ""is_primary"": true
}",0.148084
310,115,810,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.266551
311,115,811,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.118467
312,115,812,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.207317
313,116,813,HAS_SITE,1.0,"{
  ""is_primary"": true
}",0.156794
314,116,814,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.130662
315,117,815,HAS_SITE,1.0,"{
  ""is_primary"": true
}",0.1777
316,117,816,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.118467
317,117,817,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.236934
318,117,818,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.207317
319,118,819,HAS_SITE,1.0,"{
  ""is_primary"": true
}",0.158537
320,119,820,HAS_SITE,1.0,"{
  ""is_primary"": true
}",0.170732
321,120,821,HAS_SITE,1.0,"{
  ""is_primary"": true
}",0.10453
322,120,822,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.130662
323,121,823,HAS_SITE,1.0,"{
  ""is_primary"": true
}",0.10453
324,121,824,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.287456
325,122,825,HAS_SITE,1.0,"{
  ""is_primary"": true
}",0.195122
326,123,826,HAS_SITE,1.0,"{
  ""is_primary"": true
}",0.195122
327,124,827,HAS_SITE,1.0,"{
  ""is_primary"": true
}",0.118467
328,124,828,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.236934
329,124,829,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.1777
330,124,830,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.1777
331,125,831,HAS_SITE,1.0,"{
  ""is_primary"": true
}",0.226481
332,127,832,HAS_SITE,1.0,"{
  ""is_primary"": true
}",0.195122
333,127,833,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.111498
334,127,834,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.250871
335,128,835,HAS_SITE,1.0,"{
  ""is_primary"": true
}",0.195122
336,128,836,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.167247
337,128,837,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.111498
338,129,838,HAS_SITE,1.0,"{
  ""is_primary"": true
}",0.167247
339,129,839,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.139373
340,129,840,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.195122
341,129,841,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.250871
342,130,842,HAS_SITE,1.0,"{
  ""is_primary"": true
}",0.04878
343,132,843,HAS_SITE,1.0,"{
  ""is_primary"": true
}",0.139373
344,132,844,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.278746
345,132,845,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.250871
346,133,846,HAS_SITE,1.0,"{
  ""is_primary"": true
}",0.198606
347,133,847,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.198606
348,133,848,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.264808
349,133,849,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.198606
350,133,850,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.364111
351,133,851,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.397213
352,134,852,HAS_SITE,1.0,"{
  ""is_primary"": true
}",0.182927
353,134,853,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.182927
354,135,854,HAS_SITE,1.0,"{
  ""is_primary"": true
}",0.209059
355,135,855,HAS_SITE,1.0,"{
  ""is_primary"": false
}",0.130662
