WORK_ORDER_ID,PRODUCT_ID,PLANT_ID,START_DATE,END_DATE,QUANTITY,STATUS
172,99,7,2025-10-16,2025-10-24,694.00,ON_HOLD
173,25,3,2025-04-09,2025-04-18,351.00,COMPLETED
174,354,7,2026-09-26,2026-09-30,679.00,IN_PROGRESS
175,6,1,2025-04-28,2025-05-11,215.00,IN_PROGRESS
176,465,2,2023-04-16,2023-05-01,649.00,IN_PROGRESS
177,432,9,2025-07-31,2025-08-11,156.00,COMPLETED
178,45,5,2025-11-05,2025-11-12,746.00,COMPLETED
179,360,12,2024-07-22,2024-07-31,476.00,COMPLETED
180,392,8,2024-11-17,2024-12-01,476.00,ON_HOLD
181,446,10,2026-08-02,2026-08-11,578.00,ON_HOLD
182,475,2,2025-12-16,2025-12-20,830.00,COMPLETED
183,160,5,2026-04-24,2026-04-27,680.00,IN_PROGRESS
184,92,4,2024-04-29,2024-05-04,630.00,IN_PROGRESS
185,390,1,2025-06-18,2025-07-03,835.00,COMPLETED
186,450,10,2023-01-21,2023-01-30,833.00,COMPLETED
187,46,7,2024-06-04,2024-06-20,914.00,COMPLETED
188,392,5,2026-07-06,2026-07-16,505.00,ON_HOLD
189,24,4,2026-07-25,2026-08-09,882.00,ON_HOLD
190,445,4,2023-01-14,2023-01-18,890.00,COMPLETED
191,439,1,2025-01-02,2025-01-12,891.00,COMPLETED
192,359,12,2024-10-16,2024-10-21,705.00,ON_HOLD
193,311,4,2025-07-22,2025-07-28,720.00,COMPLETED
194,201,4,2026-02-16,2026-02-23,187.00,COMPLETED
195,433,9,2023-08-07,2023-08-22,913.00,ON_HOLD
196,279,2,2026-03-18,2026-04-02,973.00,IN_PROGRESS
197,299,3,2023-10-03,2023-10-12,909.00,COMPLETED
198,38,9,2026-09-03,2026-09-10,751.00,IN_PROGRESS
199,290,10,2023-08-26,2023-09-10,963.00,ON_HOLD
200,102,6,2025-09-30,2025-10-13,197.00,COMPLETED
201,70,1,2023-05-17,2023-05-28,757.00,COMPLETED
202,222,9,2024-09-21,2024-10-01,698.00,COMPLETED
203,441,5,2023-06-11,2023-06-15,448.00,COMPLETED
204,37,9,2025-07-27,2025-08-10,834.00,COMPLETED
205,160,7,2024-02-09,2024-02-17,892.00,COMPLETED
206,372,10,2023-05-16,2023-05-24,766.00,ON_HOLD
207,318,12,2023-08-19,2023-08-29,863.00,COMPLETED
208,319,10,2026-03-02,2026-03-10,278.00,COMPLETED
209,359,11,2025-07-09,2025-07-12,605.00,COMPLETED
210,336,12,2024-03-17,2024-03-29,494.00,COMPLETED
211,171,11,2025-02-19,2025-02-23,522.00,COMPLETED
212,378,4,2024-08-18,2024-08-21,206.00,COMPLETED
213,408,5,2023-09-07,2023-09-17,379.00,COMPLETED
214,447,7,2024-03-29,2024-04-14,226.00,COMPLETED
215,94,11,2023-07-23,2023-07-29,834.00,ON_HOLD
216,13,9,2026-07-23,2026-08-06,812.00,ON_HOLD
217,399,8,2025-04-27,2025-05-01,894.00,COMPLETED
218,435,1,2024-11-11,2024-11-22,633.00,COMPLETED
219,339,10,2025-02-07,2025-02-23,96.00,COMPLETED
220,228,10,2023-05-12,2023-05-22,536.00,COMPLETED
221,136,11,2024-03-04,2024-03-17,106.00,ON_HOLD
222,281,6,2024-06-01,2024-06-06,734.00,COMPLETED
223,436,2,2026-04-07,2026-04-18,770.00,IN_PROGRESS
224,352,5,2025-09-24,2025-10-06,97.00,COMPLETED
225,154,7,2023-12-02,2023-12-05,952.00,COMPLETED
226,477,4,2024-10-14,2024-10-23,205.00,COMPLETED
227,120,5,2026-08-06,2026-08-14,197.00,IN_PROGRESS
228,129,5,2025-12-27,2025-12-30,370.00,COMPLETED
229,52,5,2023-06-24,2023-07-02,783.00,COMPLETED
230,198,2,2025-08-18,2025-08-25,236.00,COMPLETED
231,429,6,2023-10-11,2023-10-21,411.00,COMPLETED
232,120,5,2026-03-20,2026-04-04,630.00,IN_PROGRESS
233,248,10,2026-07-21,2026-07-25,667.00,COMPLETED
234,130,8,2025-05-05,2025-05-19,265.00,ON_HOLD
235,467,9,2025-05-24,2025-06-08,493.00,IN_PROGRESS
236,410,8,2025-02-26,2025-03-14,791.00,IN_PROGRESS
237,67,3,2024-11-08,2024-11-20,969.00,ON_HOLD
238,166,11,2025-08-01,2025-08-11,868.00,COMPLETED
239,478,8,2025-08-19,2025-08-27,470.00,IN_PROGRESS
240,409,6,2023-05-01,2023-05-09,450.00,COMPLETED
241,216,12,2025-01-31,2025-02-04,908.00,COMPLETED
242,201,8,2025-09-30,2025-10-05,681.00,COMPLETED
243,385,7,2023-06-25,2023-07-09,230.00,COMPLETED
244,266,2,2025-11-17,2025-11-30,724.00,ON_HOLD
245,359,2,2024-09-01,2024-09-08,367.00,COMPLETED
246,476,2,2023-08-07,2023-08-20,505.00,ON_HOLD
247,310,1,2025-10-10,2025-10-22,748.00,COMPLETED
248,214,7,2026-05-27,2026-06-08,630.00,ON_HOLD
249,279,5,2023-09-03,2023-09-16,658.00,COMPLETED
250,260,2,2025-04-09,2025-04-17,274.00,COMPLETED
251,28,1,2024-09-17,2024-09-26,535.00,ON_HOLD
252,400,12,2023-10-13,2023-10-28,383.00,COMPLETED
253,267,5,2024-09-07,2024-09-12,938.00,IN_PROGRESS
254,95,7,2024-01-04,2024-01-12,530.00,COMPLETED
255,101,3,2025-09-27,2025-10-06,225.00,COMPLETED
256,67,10,2026-03-08,2026-03-15,511.00,COMPLETED
257,444,8,2023-05-13,2023-05-18,773.00,ON_HOLD
258,267,10,2024-10-09,2024-10-15,90.00,COMPLETED
259,396,4,2024-12-15,2024-12-24,839.00,COMPLETED
260,215,5,2026-03-30,2026-04-08,398.00,COMPLETED
261,132,11,2026-07-14,2026-07-18,105.00,ON_HOLD
262,171,12,2023-01-28,2023-02-05,329.00,ON_HOLD
263,426,6,2026-01-02,2026-01-16,147.00,IN_PROGRESS
264,254,5,2023-03-08,2023-03-13,675.00,ON_HOLD
265,274,11,2024-10-29,2024-11-01,87.00,COMPLETED
266,174,4,2023-04-22,2023-05-06,608.00,ON_HOLD
267,179,8,2023-10-07,2023-10-20,162.00,COMPLETED
268,227,4,2025-02-05,2025-02-10,867.00,COMPLETED
269,448,5,2024-01-30,2024-02-04,378.00,COMPLETED
270,323,12,2023-11-10,2023-11-23,669.00,IN_PROGRESS
271,379,9,2026-06-02,2026-06-18,607.00,COMPLETED
272,53,7,2025-04-22,2025-04-28,687.00,COMPLETED
273,309,11,2025-09-18,2025-09-29,461.00,ON_HOLD
274,316,12,2024-07-31,2024-08-16,130.00,IN_PROGRESS
275,361,6,2023-04-13,2023-04-24,334.00,COMPLETED
276,51,5,2025-09-24,2025-10-06,610.00,ON_HOLD
277,59,5,2025-01-29,2025-02-10,489.00,COMPLETED
278,440,8,2023-08-14,2023-08-26,271.00,COMPLETED
279,56,12,2024-03-27,2024-03-31,235.00,ON_HOLD
280,60,5,2025-02-13,2025-02-21,689.00,COMPLETED
281,418,7,2025-10-04,2025-10-16,613.00,COMPLETED
282,296,3,2023-04-24,2023-05-05,349.00,COMPLETED
283,39,11,2023-02-06,2023-02-20,255.00,IN_PROGRESS
284,356,10,2023-02-13,2023-03-01,439.00,ON_HOLD
285,466,9,2023-07-09,2023-07-20,869.00,ON_HOLD
286,62,8,2025-06-23,2025-06-28,758.00,IN_PROGRESS
287,255,3,2026-09-07,2026-09-20,53.00,COMPLETED
288,80,11,2025-04-10,2025-04-15,841.00,COMPLETED
289,407,9,2026-09-25,2026-10-02,994.00,COMPLETED
290,472,3,2025-06-19,2025-06-26,958.00,IN_PROGRESS
291,362,8,2025-11-09,2025-11-13,311.00,COMPLETED
292,81,10,2023-09-04,2023-09-13,599.00,COMPLETED
293,412,1,2026-09-04,2026-09-10,847.00,COMPLETED
294,306,7,2023-12-29,2024-01-07,511.00,COMPLETED
295,60,10,2023-01-06,2023-01-17,754.00,COMPLETED
296,266,4,2026-09-16,2026-09-21,225.00,ON_HOLD
297,133,12,2023-06-05,2023-06-17,260.00,COMPLETED
298,243,8,2023-07-16,2023-07-30,450.00,COMPLETED
299,335,7,2024-04-01,2024-04-04,558.00,COMPLETED
300,118,1,2023-11-12,2023-11-25,690.00,COMPLETED
301,483,1,2023-05-07,2023-05-18,938.00,COMPLETED
302,247,2,2026-03-20,2026-04-01,487.00,COMPLETED
303,56,12,2023-05-16,2023-06-01,889.00,COMPLETED
304,484,6,2026-08-18,2026-08-24,393.00,ON_HOLD
305,303,12,2023-04-04,2023-04-19,956.00,COMPLETED
306,338,1,2023-10-10,2023-10-26,778.00,IN_PROGRESS
307,448,1,2023-02-06,2023-02-17,509.00,COMPLETED
308,154,8,2025-01-14,2025-01-19,457.00,ON_HOLD
309,179,3,2023-10-22,2023-10-31,700.00,COMPLETED
310,494,6,2024-02-16,2024-02-22,976.00,ON_HOLD
311,480,10,2026-06-29,2026-07-03,547.00,COMPLETED
312,357,2,2023-09-09,2023-09-23,318.00,COMPLETED
313,366,2,2023-12-29,2024-01-13,884.00,COMPLETED
314,198,5,2025-01-01,2025-01-14,622.00,IN_PROGRESS
315,495,7,2025-05-25,2025-06-02,806.00,IN_PROGRESS
316,483,5,2026-09-27,2026-10-05,736.00,COMPLETED
317,292,7,2026-09-25,2026-10-01,721.00,ON_HOLD
318,291,8,2026-01-20,2026-01-30,304.00,COMPLETED
319,134,5,2023-02-15,2023-02-27,664.00,ON_HOLD
320,282,6,2025-09-22,2025-09-29,767.00,COMPLETED
321,8,10,2024-05-12,2024-05-21,811.00,IN_PROGRESS
322,159,4,2025-10-26,2025-11-08,243.00,COMPLETED
323,171,3,2025-12-21,2025-12-25,753.00,IN_PROGRESS
324,108,11,2024-04-27,2024-05-01,847.00,ON_HOLD
325,127,9,2023-06-18,2023-07-04,386.00,IN_PROGRESS
326,225,8,2025-11-16,2025-11-20,246.00,ON_HOLD
327,393,8,2024-06-28,2024-07-12,918.00,COMPLETED
328,309,9,2025-10-24,2025-11-01,564.00,IN_PROGRESS
329,338,11,2024-08-24,2024-09-08,495.00,ON_HOLD
330,302,6,2024-09-25,2024-10-09,907.00,ON_HOLD
331,388,1,2025-12-22,2025-12-28,730.00,COMPLETED
332,86,4,2024-02-25,2024-03-11,828.00,COMPLETED
333,404,8,2026-06-19,2026-07-02,738.00,ON_HOLD
334,452,9,2025-06-25,2025-07-02,621.00,COMPLETED
335,26,1,2023-01-31,2023-02-08,344.00,IN_PROGRESS
336,59,11,2025-07-12,2025-07-27,381.00,COMPLETED
337,472,9,2025-04-12,2025-04-21,585.00,COMPLETED
338,487,1,2024-10-31,2024-11-14,108.00,IN_PROGRESS
339,100,10,2025-04-29,2025-05-05,807.00,COMPLETED
340,470,5,2023-03-04,2023-03-14,791.00,COMPLETED
341,126,8,2025-08-05,2025-08-11,317.00,ON_HOLD
342,165,9,2024-09-28,2024-10-03,92.00,IN_PROGRESS
343,125,5,2023-05-05,2023-05-17,437.00,IN_PROGRESS
344,180,4,2024-03-20,2024-03-23,723.00,ON_HOLD
345,4,5,2026-05-05,2026-05-12,550.00,ON_HOLD
346,28,11,2023-09-23,2023-10-06,908.00,COMPLETED
347,117,11,2026-05-05,2026-05-21,470.00,ON_HOLD
348,131,5,2026-05-27,2026-06-02,701.00,IN_PROGRESS
349,338,3,2024-08-25,2024-08-31,607.00,ON_HOLD
350,126,9,2023-08-03,2023-08-13,649.00,IN_PROGRESS
351,424,5,2023-07-01,2023-07-05,147.00,COMPLETED
352,73,5,2025-03-15,2025-03-21,112.00,COMPLETED
353,186,2,2023-03-20,2023-03-30,499.00,IN_PROGRESS
354,412,2,2026-09-17,2026-09-25,475.00,COMPLETED
355,78,5,2024-01-08,2024-01-19,488.00,COMPLETED
356,118,7,2024-01-19,2024-01-28,460.00,COMPLETED
357,232,2,2025-02-10,2025-02-21,526.00,COMPLETED
358,17,6,2024-05-30,2024-06-02,792.00,COMPLETED
359,443,6,2025-01-10,2025-01-21,681.00,COMPLETED
360,395,12,2023-11-11,2023-11-23,222.00,IN_PROGRESS
361,228,8,2024-07-20,2024-08-04,401.00,IN_PROGRESS
362,136,5,2024-09-26,2024-10-11,927.00,IN_PROGRESS
363,24,11,2026-01-27,2026-02-11,923.00,ON_HOLD
364,242,6,2025-05-22,2025-06-07,956.00,ON_HOLD
365,211,3,2025-05-29,2025-06-03,941.00,COMPLETED
366,255,9,2023-08-05,2023-08-13,364.00,COMPLETED
367,372,12,2023-09-05,2023-09-09,998.00,COMPLETED
368,27,11,2025-12-29,2026-01-06,751.00,COMPLETED
369,208,2,2025-02-01,2025-02-04,799.00,ON_HOLD
370,454,2,2023-09-23,2023-10-02,122.00,ON_HOLD
371,283,8,2025-08-21,2025-08-28,834.00,COMPLETED
372,332,3,2025-07-30,2025-08-08,685.00,ON_HOLD
373,188,2,2023-05-27,2023-06-09,797.00,COMPLETED
374,364,12,2023-06-23,2023-07-01,831.00,COMPLETED
375,394,3,2025-03-31,2025-04-16,460.00,COMPLETED
376,175,5,2026-01-10,2026-01-18,226.00,COMPLETED
377,406,1,2023-01-27,2023-01-31,143.00,IN_PROGRESS
378,208,2,2025-02-03,2025-02-07,670.00,COMPLETED
379,177,3,2023-01-26,2023-02-03,255.00,ON_HOLD
380,89,10,2023-04-10,2023-04-22,376.00,COMPLETED
381,145,12,2024-11-16,2024-11-30,514.00,ON_HOLD
382,21,9,2024-01-01,2024-01-07,826.00,COMPLETED
383,463,2,2025-03-07,2025-03-23,510.00,COMPLETED
384,95,7,2024-10-01,2024-10-09,587.00,COMPLETED
385,36,1,2023-12-27,2024-01-04,673.00,IN_PROGRESS
386,24,8,2025-06-21,2025-06-27,866.00,COMPLETED
387,121,8,2023-07-11,2023-07-15,92.00,COMPLETED
388,178,11,2023-12-02,2023-12-11,591.00,COMPLETED
389,379,6,2024-01-26,2024-01-30,173.00,COMPLETED
390,460,7,2026-07-06,2026-07-20,476.00,COMPLETED
391,495,9,2025-02-05,2025-02-13,579.00,IN_PROGRESS
392,404,2,2025-07-21,2025-07-31,449.00,COMPLETED
393,206,6,2025-02-06,2025-02-11,948.00,IN_PROGRESS
394,284,1,2025-09-08,2025-09-14,690.00,COMPLETED
395,10,11,2025-10-12,2025-10-26,905.00,COMPLETED
396,471,10,2023-01-28,2023-02-08,271.00,ON_HOLD
397,18,1,2023-03-28,2023-04-01,390.00,IN_PROGRESS
398,156,5,2023-05-14,2023-05-22,102.00,IN_PROGRESS
399,233,6,2023-05-31,2023-06-16,674.00,COMPLETED
400,144,9,2023-02-10,2023-02-14,719.00,IN_PROGRESS
401,247,4,2023-10-30,2023-11-08,142.00,IN_PROGRESS
402,257,9,2024-04-13,2024-04-23,673.00,IN_PROGRESS
403,42,9,2023-12-01,2023-12-16,370.00,COMPLETED
404,450,6,2023-11-20,2023-12-02,354.00,COMPLETED
405,435,11,2023-01-26,2023-01-31,872.00,IN_PROGRESS
406,51,2,2023-07-19,2023-07-23,664.00,COMPLETED
407,270,7,2025-07-16,2025-07-31,283.00,ON_HOLD
408,477,6,2024-01-02,2024-01-12,594.00,ON_HOLD
409,37,11,2025-04-20,2025-04-24,288.00,ON_HOLD
410,487,9,2024-01-12,2024-01-17,572.00,IN_PROGRESS
411,170,1,2024-02-20,2024-03-07,367.00,ON_HOLD
412,253,4,2024-01-22,2024-01-28,451.00,COMPLETED
413,486,1,2026-02-08,2026-02-11,372.00,COMPLETED
414,125,11,2026-05-06,2026-05-11,278.00,IN_PROGRESS
415,262,11,2025-02-12,2025-02-25,822.00,COMPLETED
416,64,5,2023-10-30,2023-11-13,731.00,IN_PROGRESS
417,308,4,2025-12-11,2025-12-18,762.00,IN_PROGRESS
418,446,10,2023-08-06,2023-08-13,588.00,COMPLETED
419,408,11,2023-11-23,2023-12-04,301.00,ON_HOLD
420,282,2,2026-06-03,2026-06-12,861.00,IN_PROGRESS
421,46,4,2024-12-19,2024-12-30,594.00,COMPLETED
422,100,6,2026-07-02,2026-07-07,841.00,COMPLETED
423,153,5,2024-12-29,2025-01-14,215.00,COMPLETED
424,76,2,2026-05-22,2026-05-31,537.00,ON_HOLD
425,234,1,2025-04-11,2025-04-23,322.00,COMPLETED
426,187,3,2025-11-25,2025-12-02,76.00,ON_HOLD
427,376,10,2026-01-19,2026-01-26,149.00,COMPLETED
428,474,8,2025-10-28,2025-11-08,393.00,COMPLETED
429,6,12,2025-09-06,2025-09-13,966.00,IN_PROGRESS
430,310,8,2024-11-08,2024-11-14,713.00,COMPLETED
431,109,4,2023-01-29,2023-02-07,729.00,COMPLETED
432,105,2,2023-08-10,2023-08-21,346.00,IN_PROGRESS
433,448,2,2025-08-07,2025-08-15,173.00,COMPLETED
434,359,4,2025-08-13,2025-08-17,671.00,COMPLETED
435,42,6,2025-10-27,2025-11-10,300.00,COMPLETED
