EVENT_ID,SHIPMENT_ID,MILESTONE,EVENT_TS,LOCATION
44,4,PICKED_UP,2026-06-11 18:00:00,Mumbai
45,4,GATE_IN,2023-03-19 08:00:00,Shanghai
46,4,LOADED,2024-02-16 03:00:00,Hamburg
47,4,DEPARTED,2023-06-09 15:00:00,Singapore
48,4,IN_TRANSIT,2026-04-07 10:00:00,Houston
49,4,TRANSSHIPMENT,2025-04-08 08:00:00,Hamburg
50,4,ARRIVED_PORT,2024-12-13 01:00:00,Hamburg
51,4,CUSTOMS_CLEARANCE,2025-05-22 11:00:00,Los Angeles
52,4,GATE_OUT,2024-10-29 04:00:00,Houston
53,4,OUT_FOR_DELIVERY,2023-08-31 03:00:00,Rotterdam
54,4,DELIVERED,2024-12-31 14:00:00,Long Beach
55,4,POD_SIGNED,2024-06-30 01:00:00,Guadalajara
56,4,INVOICE_SENT,2023-02-20 08:00:00,Savannah
57,5,BOOKING_CONFIRMED,2025-10-11 06:00:00,Shenzhen
58,5,PICKED_UP,2024-10-31 16:00:00,Penang
59,5,GATE_IN,2026-04-12 12:00:00,Shenzhen
60,5,LOADED,2026-10-01 15:00:00,Shanghai
61,5,DEPARTED,2024-08-18 19:00:00,Mumbai
62,5,IN_TRANSIT,2023-09-19 09:00:00,Guadalajara
63,5,TRANSSHIPMENT,2024-05-11 20:00:00,Tokyo
64,5,ARRIVED_PORT,2024-02-03 11:00:00,Busan
65,5,CUSTOMS_CLEARANCE,2025-11-22 08:00:00,Tokyo
66,5,GATE_OUT,2024-11-04 18:00:00,Rotterdam
67,5,OUT_FOR_DELIVERY,2024-09-21 12:00:00,Tokyo
68,5,DELIVERED,2024-05-03 23:00:00,Savannah
69,5,POD_SIGNED,2025-05-05 05:00:00,Shenzhen
70,5,INVOICE_SENT,2024-08-12 14:00:00,Savannah
71,6,BOOKING_CONFIRMED,2023-03-17 19:00:00,Rotterdam
72,6,PICKED_UP,2023-04-20 05:00:00,Houston
73,6,GATE_IN,2025-07-05 04:00:00,Guadalajara
74,6,LOADED,2025-08-29 18:00:00,Hamburg
75,6,DEPARTED,2023-10-20 03:00:00,Mumbai
76,6,IN_TRANSIT,2026-01-24 22:00:00,Long Beach
77,6,TRANSSHIPMENT,2026-03-30 16:00:00,Los Angeles
78,6,ARRIVED_PORT,2023-08-06 09:00:00,Los Angeles
79,6,CUSTOMS_CLEARANCE,2026-07-17 16:00:00,Busan
80,6,GATE_OUT,2023-04-29 16:00:00,Long Beach
81,6,OUT_FOR_DELIVERY,2023-08-03 09:00:00,Los Angeles
82,6,DELIVERED,2023-12-08 06:00:00,Guadalajara
83,6,POD_SIGNED,2025-02-16 03:00:00,Long Beach
84,6,INVOICE_SENT,2024-12-14 10:00:00,Shanghai
85,7,BOOKING_CONFIRMED,2026-04-25 18:00:00,Long Beach
86,7,PICKED_UP,2023-03-02 07:00:00,Shanghai
87,7,GATE_IN,2023-09-12 10:00:00,Tokyo
88,7,LOADED,2023-07-27 07:00:00,Shenzhen
89,7,DEPARTED,2026-03-23 05:00:00,Shenzhen
90,7,IN_TRANSIT,2024-05-26 07:00:00,Hamburg
91,7,TRANSSHIPMENT,2025-04-17 20:00:00,Tokyo
92,7,ARRIVED_PORT,2025-10-28 20:00:00,Hamburg
93,7,CUSTOMS_CLEARANCE,2023-10-06 17:00:00,Shanghai
94,7,GATE_OUT,2025-06-18 05:00:00,Mumbai
95,7,OUT_FOR_DELIVERY,2025-01-16 02:00:00,Shanghai
96,7,DELIVERED,2024-08-28 12:00:00,Guadalajara
97,7,POD_SIGNED,2026-08-02 23:00:00,Rotterdam
98,7,INVOICE_SENT,2023-12-18 13:00:00,Rotterdam
99,8,BOOKING_CONFIRMED,2023-04-19 15:00:00,Guadalajara
100,8,PICKED_UP,2025-11-30 05:00:00,Shenzhen
101,8,GATE_IN,2025-09-09 16:00:00,Houston
102,8,LOADED,2023-02-20 18:00:00,Penang
103,8,DEPARTED,2023-02-08 12:00:00,Singapore
104,8,IN_TRANSIT,2025-07-14 14:00:00,Rotterdam
105,8,TRANSSHIPMENT,2025-04-14 01:00:00,Los Angeles
106,8,ARRIVED_PORT,2023-08-22 09:00:00,Hamburg
107,8,CUSTOMS_CLEARANCE,2023-03-10 04:00:00,Busan
108,8,GATE_OUT,2023-09-17 17:00:00,Hamburg
109,8,OUT_FOR_DELIVERY,2023-10-21 21:00:00,Hamburg
110,8,DELIVERED,2025-03-10 22:00:00,Los Angeles
111,8,POD_SIGNED,2023-12-05 20:00:00,Shanghai
112,8,INVOICE_SENT,2026-08-10 02:00:00,Hamburg
113,9,BOOKING_CONFIRMED,2026-01-20 11:00:00,Shenzhen
114,9,PICKED_UP,2024-04-04 14:00:00,Busan
115,9,GATE_IN,2026-05-27 14:00:00,Rotterdam
116,9,LOADED,2024-09-29 14:00:00,Shenzhen
117,9,DEPARTED,2025-03-18 03:00:00,Singapore
118,9,IN_TRANSIT,2025-02-10 12:00:00,Tokyo
119,9,TRANSSHIPMENT,2024-11-25 16:00:00,Busan
120,9,ARRIVED_PORT,2024-09-14 08:00:00,Singapore
121,9,CUSTOMS_CLEARANCE,2024-12-23 12:00:00,Tokyo
122,9,GATE_OUT,2025-04-08 20:00:00,Busan
123,9,OUT_FOR_DELIVERY,2026-01-01 18:00:00,Houston
124,9,DELIVERED,2023-08-11 20:00:00,Shenzhen
125,9,POD_SIGNED,2025-12-11 11:00:00,Penang
126,9,INVOICE_SENT,2025-06-17 11:00:00,Shanghai
127,10,BOOKING_CONFIRMED,2024-12-25 15:00:00,Penang
128,10,PICKED_UP,2024-04-07 17:00:00,Penang
129,10,GATE_IN,2023-06-13 03:00:00,Savannah
130,10,LOADED,2026-08-26 15:00:00,Long Beach
131,10,DEPARTED,2024-03-06 02:00:00,Long Beach
132,10,IN_TRANSIT,2024-12-26 09:00:00,Singapore
133,10,TRANSSHIPMENT,2023-10-22 10:00:00,Guadalajara
134,10,ARRIVED_PORT,2024-07-30 04:00:00,Busan
135,10,CUSTOMS_CLEARANCE,2024-04-05 13:00:00,Penang
136,10,GATE_OUT,2024-02-11 13:00:00,Guadalajara
137,10,OUT_FOR_DELIVERY,2026-03-06 08:00:00,Savannah
138,10,DELIVERED,2023-11-27 08:00:00,Shenzhen
139,10,POD_SIGNED,2023-06-05 22:00:00,Houston
140,10,INVOICE_SENT,2025-07-01 17:00:00,Savannah
141,11,BOOKING_CONFIRMED,2024-09-14 10:00:00,Mumbai
142,11,PICKED_UP,2024-10-19 09:00:00,Shanghai
143,11,GATE_IN,2026-01-22 01:00:00,Houston
144,11,LOADED,2025-04-25 09:00:00,Shenzhen
145,11,DEPARTED,2023-12-15 08:00:00,Los Angeles
146,11,IN_TRANSIT,2025-07-11 18:00:00,Long Beach
147,11,TRANSSHIPMENT,2023-01-25 16:00:00,Savannah
148,11,ARRIVED_PORT,2024-07-31 15:00:00,Houston
149,11,CUSTOMS_CLEARANCE,2024-04-27 14:00:00,Houston
150,11,GATE_OUT,2026-08-10 21:00:00,Houston
151,11,OUT_FOR_DELIVERY,2024-03-16 15:00:00,Mumbai
152,11,DELIVERED,2025-06-30 12:00:00,Penang
153,11,POD_SIGNED,2024-07-19 23:00:00,Guadalajara
154,11,INVOICE_SENT,2023-08-07 19:00:00,Singapore
155,12,BOOKING_CONFIRMED,2024-01-29 16:00:00,Tokyo
156,12,PICKED_UP,2025-01-08 03:00:00,Mumbai
157,12,GATE_IN,2023-10-08 13:00:00,Penang
158,12,LOADED,2024-01-28 07:00:00,Tokyo
159,12,DEPARTED,2023-09-04 14:00:00,Tokyo
160,12,IN_TRANSIT,2025-01-01 20:00:00,Shanghai
161,12,TRANSSHIPMENT,2025-11-18 20:00:00,Singapore
162,12,ARRIVED_PORT,2024-02-19 19:00:00,Guadalajara
163,12,CUSTOMS_CLEARANCE,2023-01-12 21:00:00,Tokyo
164,12,GATE_OUT,2023-11-14 16:00:00,Hamburg
165,12,OUT_FOR_DELIVERY,2023-04-09 14:00:00,Savannah
166,12,DELIVERED,2024-05-26 15:00:00,Tokyo
167,12,POD_SIGNED,2025-03-17 04:00:00,Penang
168,12,INVOICE_SENT,2024-08-25 17:00:00,Singapore
169,13,BOOKING_CONFIRMED,2026-06-18 08:00:00,Hamburg
170,13,PICKED_UP,2023-03-09 18:00:00,Savannah
171,13,GATE_IN,2023-07-28 07:00:00,Penang
172,13,LOADED,2025-10-19 11:00:00,Los Angeles
173,13,DEPARTED,2025-04-13 14:00:00,Savannah
174,13,IN_TRANSIT,2026-10-01 11:00:00,Long Beach
175,13,TRANSSHIPMENT,2025-05-04 02:00:00,Rotterdam
176,13,ARRIVED_PORT,2023-04-23 08:00:00,Rotterdam
177,13,CUSTOMS_CLEARANCE,2025-08-08 04:00:00,Shanghai
178,13,GATE_OUT,2025-11-14 00:00:00,Mumbai
179,13,OUT_FOR_DELIVERY,2024-08-01 08:00:00,Tokyo
180,13,DELIVERED,2024-11-28 01:00:00,Guadalajara
181,13,POD_SIGNED,2026-08-14 04:00:00,Shanghai
182,13,INVOICE_SENT,2025-12-29 19:00:00,Tokyo
183,14,BOOKING_CONFIRMED,2026-04-24 10:00:00,Los Angeles
184,14,PICKED_UP,2024-04-30 00:00:00,Hamburg
185,14,GATE_IN,2025-06-20 04:00:00,Penang
186,14,LOADED,2023-01-24 22:00:00,Penang
187,14,DEPARTED,2024-06-08 15:00:00,Los Angeles
188,14,IN_TRANSIT,2026-07-11 15:00:00,Rotterdam
189,14,TRANSSHIPMENT,2026-07-31 10:00:00,Hamburg
190,14,ARRIVED_PORT,2023-01-21 03:00:00,Los Angeles
191,14,CUSTOMS_CLEARANCE,2025-01-10 21:00:00,Houston
192,14,GATE_OUT,2024-10-25 04:00:00,Long Beach
193,14,OUT_FOR_DELIVERY,2025-08-01 23:00:00,Guadalajara
194,14,DELIVERED,2026-02-27 20:00:00,Rotterdam
195,14,POD_SIGNED,2023-08-19 02:00:00,Shenzhen
196,14,INVOICE_SENT,2026-03-31 10:00:00,Busan
197,15,BOOKING_CONFIRMED,2023-10-03 22:00:00,Houston
198,15,PICKED_UP,2026-09-04 12:00:00,Houston
199,15,GATE_IN,2023-08-28 12:00:00,Long Beach
200,15,LOADED,2025-10-03 04:00:00,Savannah
201,15,DEPARTED,2023-05-21 20:00:00,Long Beach
202,15,IN_TRANSIT,2024-09-26 17:00:00,Hamburg
203,15,TRANSSHIPMENT,2023-06-17 15:00:00,Mumbai
204,15,ARRIVED_PORT,2025-08-03 09:00:00,Guadalajara
205,15,CUSTOMS_CLEARANCE,2024-02-17 05:00:00,Guadalajara
206,15,GATE_OUT,2023-05-25 03:00:00,Guadalajara
207,15,OUT_FOR_DELIVERY,2023-08-29 03:00:00,Savannah
208,15,DELIVERED,2026-03-13 11:00:00,Hamburg
209,15,POD_SIGNED,2025-07-21 16:00:00,Houston
210,15,INVOICE_SENT,2024-03-30 21:00:00,Tokyo
211,16,BOOKING_CONFIRMED,2025-02-19 03:00:00,Guadalajara
212,16,PICKED_UP,2024-08-19 02:00:00,Hamburg
213,16,GATE_IN,2023-09-09 01:00:00,Savannah
214,16,LOADED,2024-04-01 11:00:00,Singapore
215,16,DEPARTED,2023-07-27 07:00:00,Guadalajara
216,16,IN_TRANSIT,2026-07-28 23:00:00,Guadalajara
217,16,TRANSSHIPMENT,2025-05-03 11:00:00,Tokyo
218,16,ARRIVED_PORT,2024-11-18 08:00:00,Busan
219,16,CUSTOMS_CLEARANCE,2025-02-15 19:00:00,Singapore
220,16,GATE_OUT,2023-05-21 01:00:00,Mumbai
221,16,OUT_FOR_DELIVERY,2024-03-14 06:00:00,Mumbai
222,16,DELIVERED,2024-06-12 06:00:00,Mumbai
223,16,POD_SIGNED,2026-04-19 14:00:00,Singapore
224,16,INVOICE_SENT,2025-10-07 17:00:00,Penang
225,17,BOOKING_CONFIRMED,2023-12-02 08:00:00,Guadalajara
226,17,PICKED_UP,2024-10-15 06:00:00,Busan
227,17,GATE_IN,2026-08-08 09:00:00,Busan
228,17,LOADED,2025-12-30 10:00:00,Mumbai
229,17,DEPARTED,2023-06-28 07:00:00,Penang
230,17,IN_TRANSIT,2025-08-23 20:00:00,Hamburg
231,17,TRANSSHIPMENT,2023-10-17 23:00:00,Penang
232,17,ARRIVED_PORT,2026-03-27 04:00:00,Tokyo
233,17,CUSTOMS_CLEARANCE,2026-07-29 17:00:00,Savannah
234,17,GATE_OUT,2025-05-14 19:00:00,Shenzhen
235,17,OUT_FOR_DELIVERY,2025-06-03 14:00:00,Rotterdam
236,17,DELIVERED,2025-03-09 05:00:00,Shenzhen
237,17,POD_SIGNED,2024-11-20 15:00:00,Busan
238,17,INVOICE_SENT,2025-08-14 13:00:00,Hamburg
239,18,BOOKING_CONFIRMED,2025-08-19 01:00:00,Tokyo
240,18,PICKED_UP,2023-05-02 21:00:00,Shanghai
241,18,GATE_IN,2025-02-02 07:00:00,Los Angeles
242,18,LOADED,2025-10-03 14:00:00,Savannah
243,18,DEPARTED,2023-06-29 17:00:00,Tokyo
244,18,IN_TRANSIT,2025-11-22 16:00:00,Tokyo
245,18,TRANSSHIPMENT,2024-09-07 22:00:00,Houston
246,18,ARRIVED_PORT,2023-08-14 06:00:00,Long Beach
247,18,CUSTOMS_CLEARANCE,2025-10-18 01:00:00,Hamburg
248,18,GATE_OUT,2026-06-05 07:00:00,Shanghai
249,18,OUT_FOR_DELIVERY,2023-09-13 18:00:00,Tokyo
250,18,DELIVERED,2025-04-20 11:00:00,Shanghai
251,18,POD_SIGNED,2024-09-29 00:00:00,Rotterdam
252,18,INVOICE_SENT,2023-10-26 12:00:00,Shenzhen
253,19,BOOKING_CONFIRMED,2024-09-07 10:00:00,Hamburg
254,19,PICKED_UP,2024-01-05 17:00:00,Guadalajara
255,19,GATE_IN,2025-09-27 00:00:00,Savannah
256,19,LOADED,2026-03-11 08:00:00,Penang
257,19,DEPARTED,2023-05-17 16:00:00,Penang
258,19,IN_TRANSIT,2024-10-14 15:00:00,Tokyo
259,19,TRANSSHIPMENT,2024-12-21 08:00:00,Shenzhen
260,19,ARRIVED_PORT,2026-04-06 04:00:00,Los Angeles
261,19,CUSTOMS_CLEARANCE,2026-07-22 21:00:00,Rotterdam
262,19,GATE_OUT,2023-02-06 05:00:00,Busan
263,19,OUT_FOR_DELIVERY,2026-01-12 17:00:00,Shenzhen
264,19,DELIVERED,2023-03-19 08:00:00,Savannah
265,19,POD_SIGNED,2024-11-10 00:00:00,Shenzhen
266,19,INVOICE_SENT,2023-05-05 15:00:00,Tokyo
267,20,BOOKING_CONFIRMED,2023-10-07 22:00:00,Mumbai
268,20,PICKED_UP,2025-02-06 12:00:00,Houston
269,20,GATE_IN,2024-02-01 02:00:00,Mumbai
270,20,LOADED,2023-11-13 08:00:00,Long Beach
271,20,DEPARTED,2026-06-06 05:00:00,Houston
272,20,IN_TRANSIT,2025-04-27 23:00:00,Rotterdam
273,20,TRANSSHIPMENT,2025-09-24 10:00:00,Long Beach
274,20,ARRIVED_PORT,2024-08-07 03:00:00,Hamburg
275,20,CUSTOMS_CLEARANCE,2023-04-21 16:00:00,Shanghai
276,20,GATE_OUT,2025-10-03 07:00:00,Singapore
277,20,OUT_FOR_DELIVERY,2025-02-08 19:00:00,Savannah
278,20,DELIVERED,2023-08-25 05:00:00,Busan
279,20,POD_SIGNED,2024-04-08 09:00:00,Shenzhen
280,20,INVOICE_SENT,2025-02-26 07:00:00,Rotterdam
281,21,BOOKING_CONFIRMED,2025-10-04 21:00:00,Busan
282,21,PICKED_UP,2023-04-25 14:00:00,Houston
283,21,GATE_IN,2023-02-08 11:00:00,Savannah
284,21,LOADED,2023-02-16 23:00:00,Busan
285,21,DEPARTED,2023-07-13 10:00:00,Savannah
286,21,IN_TRANSIT,2025-06-28 22:00:00,Los Angeles
287,21,TRANSSHIPMENT,2026-09-13 06:00:00,Busan
288,21,ARRIVED_PORT,2025-04-17 10:00:00,Rotterdam
289,21,CUSTOMS_CLEARANCE,2026-10-03 12:00:00,Guadalajara
290,21,GATE_OUT,2025-06-28 06:00:00,Guadalajara
291,21,OUT_FOR_DELIVERY,2025-11-19 09:00:00,Busan
292,21,DELIVERED,2023-09-15 10:00:00,Rotterdam
293,21,POD_SIGNED,2026-09-16 17:00:00,Houston
294,21,INVOICE_SENT,2024-01-11 10:00:00,Savannah
295,22,BOOKING_CONFIRMED,2023-01-06 16:00:00,Singapore
296,22,PICKED_UP,2026-09-17 06:00:00,Houston
297,22,GATE_IN,2023-06-07 13:00:00,Mumbai
298,22,LOADED,2023-07-19 17:00:00,Shanghai
299,22,DEPARTED,2024-04-05 02:00:00,Singapore
300,22,IN_TRANSIT,2023-11-17 22:00:00,Mumbai
301,22,TRANSSHIPMENT,2023-05-13 12:00:00,Hamburg
302,22,ARRIVED_PORT,2026-03-27 15:00:00,Shenzhen
303,22,CUSTOMS_CLEARANCE,2023-05-24 15:00:00,Busan
304,22,GATE_OUT,2026-08-27 09:00:00,Penang
305,22,OUT_FOR_DELIVERY,2023-04-14 22:00:00,Singapore
306,22,DELIVERED,2023-10-21 05:00:00,Hamburg
307,22,POD_SIGNED,2023-02-18 08:00:00,Penang
308,22,INVOICE_SENT,2025-01-27 22:00:00,Penang
309,23,BOOKING_CONFIRMED,2023-10-22 00:00:00,Tokyo
310,23,PICKED_UP,2024-02-17 03:00:00,Singapore
311,23,GATE_IN,2026-07-01 03:00:00,Long Beach
312,23,LOADED,2023-09-12 23:00:00,Tokyo
313,23,DEPARTED,2024-01-02 06:00:00,Los Angeles
314,23,IN_TRANSIT,2025-01-06 00:00:00,Los Angeles
315,23,TRANSSHIPMENT,2025-05-31 21:00:00,Los Angeles
316,23,ARRIVED_PORT,2026-10-04 01:00:00,Shanghai
317,23,CUSTOMS_CLEARANCE,2026-10-03 11:00:00,Houston
318,23,GATE_OUT,2026-01-29 07:00:00,Singapore
319,23,OUT_FOR_DELIVERY,2023-02-25 19:00:00,Los Angeles
320,23,DELIVERED,2025-10-03 20:00:00,Houston
321,23,POD_SIGNED,2024-05-24 12:00:00,Busan
322,23,INVOICE_SENT,2025-11-08 22:00:00,Penang
323,24,BOOKING_CONFIRMED,2025-12-21 09:00:00,Busan
324,24,PICKED_UP,2024-04-28 21:00:00,Long Beach
325,24,GATE_IN,2023-06-20 21:00:00,Hamburg
326,24,LOADED,2025-11-19 05:00:00,Hamburg
327,24,DEPARTED,2024-07-02 01:00:00,Shanghai
328,24,IN_TRANSIT,2025-10-29 21:00:00,Los Angeles
329,24,TRANSSHIPMENT,2024-08-30 06:00:00,Penang
330,24,ARRIVED_PORT,2024-09-30 21:00:00,Busan
331,24,CUSTOMS_CLEARANCE,2025-12-30 13:00:00,Singapore
332,24,GATE_OUT,2024-03-05 16:00:00,Los Angeles
333,24,OUT_FOR_DELIVERY,2026-06-29 12:00:00,Singapore
334,24,DELIVERED,2025-07-06 04:00:00,Penang
335,24,POD_SIGNED,2023-02-12 03:00:00,Singapore
336,24,INVOICE_SENT,2025-07-25 18:00:00,Houston
337,25,BOOKING_CONFIRMED,2025-04-12 22:00:00,Savannah
338,25,PICKED_UP,2024-11-01 07:00:00,Tokyo
339,25,GATE_IN,2025-05-01 21:00:00,Penang
340,25,LOADED,2023-03-07 13:00:00,Shenzhen
341,25,DEPARTED,2025-08-09 05:00:00,Long Beach
342,25,IN_TRANSIT,2024-10-03 12:00:00,Tokyo
343,25,TRANSSHIPMENT,2023-05-11 11:00:00,Long Beach
344,25,ARRIVED_PORT,2024-03-27 10:00:00,Long Beach
345,25,CUSTOMS_CLEARANCE,2026-05-13 12:00:00,Shanghai
346,25,GATE_OUT,2023-10-02 08:00:00,Tokyo
347,25,OUT_FOR_DELIVERY,2026-05-15 05:00:00,Mumbai
348,25,DELIVERED,2026-06-07 09:00:00,Busan
349,25,POD_SIGNED,2024-09-06 19:00:00,Rotterdam
350,25,INVOICE_SENT,2023-08-16 19:00:00,Shenzhen
351,26,BOOKING_CONFIRMED,2023-07-01 19:00:00,Busan
352,26,PICKED_UP,2025-03-16 15:00:00,Hamburg
353,26,GATE_IN,2023-03-22 13:00:00,Savannah
354,26,LOADED,2026-09-20 09:00:00,Busan
355,26,DEPARTED,2024-01-12 08:00:00,Guadalajara
356,26,IN_TRANSIT,2024-01-24 10:00:00,Singapore
357,26,TRANSSHIPMENT,2025-02-16 14:00:00,Shanghai
358,26,ARRIVED_PORT,2024-06-06 22:00:00,Tokyo
359,26,CUSTOMS_CLEARANCE,2025-01-18 14:00:00,Savannah
360,26,GATE_OUT,2023-11-20 05:00:00,Singapore
361,26,OUT_FOR_DELIVERY,2024-07-30 16:00:00,Rotterdam
362,26,DELIVERED,2024-10-07 18:00:00,Shenzhen
363,26,POD_SIGNED,2026-02-08 04:00:00,Savannah
364,26,INVOICE_SENT,2025-06-04 05:00:00,Los Angeles
365,27,BOOKING_CONFIRMED,2025-05-29 14:00:00,Houston
366,27,PICKED_UP,2023-08-06 13:00:00,Shanghai
367,27,GATE_IN,2023-09-07 21:00:00,Los Angeles
368,27,LOADED,2026-01-01 03:00:00,Penang
369,27,DEPARTED,2025-02-05 16:00:00,Rotterdam
370,27,IN_TRANSIT,2023-09-28 06:00:00,Guadalajara
371,27,TRANSSHIPMENT,2025-08-27 12:00:00,Guadalajara
372,27,ARRIVED_PORT,2025-08-06 20:00:00,Houston
373,27,CUSTOMS_CLEARANCE,2023-06-04 02:00:00,Houston
374,27,GATE_OUT,2023-07-02 11:00:00,Rotterdam
375,27,OUT_FOR_DELIVERY,2025-04-10 03:00:00,Hamburg
376,27,DELIVERED,2026-01-19 03:00:00,Guadalajara
377,27,POD_SIGNED,2023-02-08 23:00:00,Penang
378,27,INVOICE_SENT,2025-02-16 11:00:00,Guadalajara
379,28,BOOKING_CONFIRMED,2023-01-26 05:00:00,Houston
380,28,PICKED_UP,2023-04-11 03:00:00,Hamburg
381,28,GATE_IN,2024-11-18 13:00:00,Tokyo
382,28,LOADED,2024-01-04 09:00:00,Shanghai
383,28,DEPARTED,2025-03-11 01:00:00,Shanghai
384,28,IN_TRANSIT,2024-10-06 01:00:00,Long Beach
385,28,TRANSSHIPMENT,2024-01-02 11:00:00,Long Beach
386,28,ARRIVED_PORT,2025-06-28 09:00:00,Tokyo
387,28,CUSTOMS_CLEARANCE,2023-07-19 03:00:00,Los Angeles
388,28,GATE_OUT,2023-12-11 04:00:00,Rotterdam
389,28,OUT_FOR_DELIVERY,2024-02-05 09:00:00,Savannah
390,28,DELIVERED,2026-07-17 05:00:00,Guadalajara
391,28,POD_SIGNED,2025-02-17 01:00:00,Penang
392,28,INVOICE_SENT,2025-08-03 05:00:00,Rotterdam
393,29,BOOKING_CONFIRMED,2025-02-06 00:00:00,Hamburg
394,29,PICKED_UP,2025-09-09 21:00:00,Mumbai
395,29,GATE_IN,2025-10-14 05:00:00,Houston
396,29,LOADED,2023-01-31 14:00:00,Savannah
397,29,DEPARTED,2023-04-01 11:00:00,Guadalajara
398,29,IN_TRANSIT,2023-05-19 21:00:00,Mumbai
399,29,TRANSSHIPMENT,2023-06-06 07:00:00,Hamburg
400,29,ARRIVED_PORT,2023-02-17 17:00:00,Savannah
401,29,CUSTOMS_CLEARANCE,2023-11-07 08:00:00,Shanghai
402,29,GATE_OUT,2024-04-22 11:00:00,Busan
403,29,OUT_FOR_DELIVERY,2023-12-11 10:00:00,Singapore
404,29,DELIVERED,2023-12-01 15:00:00,Shanghai
405,29,POD_SIGNED,2023-02-07 22:00:00,Mumbai
406,29,INVOICE_SENT,2023-08-01 17:00:00,Los Angeles
407,30,BOOKING_CONFIRMED,2025-07-16 12:00:00,Busan
408,30,PICKED_UP,2024-01-03 13:00:00,Mumbai
409,30,GATE_IN,2025-04-22 03:00:00,Tokyo
410,30,LOADED,2024-01-15 16:00:00,Guadalajara
411,30,DEPARTED,2024-02-24 07:00:00,Rotterdam
412,30,IN_TRANSIT,2024-01-27 03:00:00,Savannah
413,30,TRANSSHIPMENT,2026-02-14 14:00:00,Shanghai
414,30,ARRIVED_PORT,2026-05-13 22:00:00,Shanghai
415,30,CUSTOMS_CLEARANCE,2025-02-20 14:00:00,Singapore
416,30,GATE_OUT,2023-11-08 11:00:00,Savannah
417,30,OUT_FOR_DELIVERY,2025-12-21 22:00:00,Los Angeles
418,30,DELIVERED,2023-08-17 10:00:00,Singapore
419,30,POD_SIGNED,2023-12-05 20:00:00,Penang
420,30,INVOICE_SENT,2026-06-16 06:00:00,Busan
421,31,BOOKING_CONFIRMED,2024-12-17 12:00:00,Hamburg
422,31,PICKED_UP,2026-07-03 22:00:00,Shenzhen
423,31,GATE_IN,2024-12-31 03:00:00,Busan
424,31,LOADED,2026-05-25 18:00:00,Rotterdam
425,31,DEPARTED,2025-04-15 09:00:00,Tokyo
426,31,IN_TRANSIT,2025-11-30 14:00:00,Hamburg
427,31,TRANSSHIPMENT,2026-01-25 10:00:00,Long Beach
