SITE_ID,SUPPLIER_ID,SITE_NAME,CITY,COUNTRY_ID,LEAD_TIME_DAYS,IS_PRIMARY,ACTIVE
524,196,STELLAR PRECISION - Suzhou,Suzhou,11,64,False,True
525,196,STELLAR PRECISION - Hsinchu,Hsinchu,14,42,False,True
526,196,STELLAR PRECISION - Bogota,Bogota,23,26,False,True
527,196,STELLAR PRECISION - Santiago,Santiago,24,63,False,True
983,363,BETA MATERIALS - Stuttgart,Stuttgart,5,26,True,True
909,342,THETA COMPONENTS - Milan,Milan,9,39,True,True
910,342,THETA COMPONENTS - Shenzhen,Shenzhen,11,29,False,True
1106,408,TORUS SOLUTIONS - London,London,7,20,True,True
803,296,SIGMA PRECISION - Paris,Paris,6,64,True,True
804,296,SIGMA PRECISION - Shanghai,Shanghai,11,19,False,True
805,296,SIGMA PRECISION - Jakarta,Jakarta,20,23,False,True
411,156,HELIX PRECISION - Penang,Penang,15,58,True,True
412,156,HELIX PRECISION - Jakarta,Jakarta,20,22,False,True
413,156,HELIX PRECISION - Pune,Pune,21,20,False,True
472,180,IONIC MANUFACTURING - Shanghai,Shanghai,11,30,True,True
473,180,IONIC MANUFACTURING - Kuala Lumpur,Kuala Lumpur,15,36,False,True
26,11,BLUEFORGE SEMICONDUCTORS - Pune,Pune,21,70,True,True
883,332,KAPPA COMPONENTS - Dongguan,Dongguan,11,26,True,True
884,332,KAPPA COMPONENTS - Tokyo,Tokyo,12,38,False,True
1100,405,TORUS TECHNOLOGIES - Hsinchu,Hsinchu,14,42,True,True
1076,395,IOTA TECHNOLOGIES - Monterrey,Monterrey,3,45,True,True
1077,395,IOTA TECHNOLOGIES - Stuttgart,Stuttgart,5,40,False,True
1078,395,IOTA TECHNOLOGIES - Paris,Paris,6,67,False,True
1079,395,IOTA TECHNOLOGIES - Penang,Penang,15,23,False,True
932,348,THETA SOLUTIONS - Detroit,Detroit,1,19,True,True
933,348,THETA SOLUTIONS - Paris,Paris,6,35,False,True
934,348,THETA SOLUTIONS - Shanghai,Shanghai,11,38,False,True
935,348,THETA SOLUTIONS - Seoul,Seoul,13,55,False,True
936,348,THETA SOLUTIONS - Jakarta,Jakarta,20,65,False,True
150,59,QUANTUM INDUSTRIES - Beijing,Beijing,11,67,True,True
151,59,QUANTUM INDUSTRIES - Tokyo,Tokyo,12,38,False,True
278,102,NOVA COMPONENTS - Austin,Austin,1,67,True,True
279,102,NOVA COMPONENTS - Warsaw,Warsaw,10,52,False,True
280,102,NOVA COMPONENTS - Singapore,Singapore,18,16,False,True
281,102,NOVA COMPONENTS - Bangalore,Bangalore,21,46,False,True
282,102,NOVA COMPONENTS - Pune,Pune,21,45,False,True
306,114,PRISM ELECTRONICS - London,London,7,16,True,True
307,114,PRISM ELECTRONICS - Chennai,Chennai,21,64,False,True
308,114,PRISM ELECTRONICS - Santiago,Santiago,24,52,False,True
1080,396,IOTA PRECISION - Austin,Austin,1,43,True,True
1081,396,IOTA PRECISION - Munich,Munich,5,20,False,True
843,313,GAMMA MATERIALS - Beijing,Beijing,11,49,True,True
844,313,GAMMA MATERIALS - Bangalore,Bangalore,21,63,False,True
381,146,CIPHER PRECISION - Paris,Paris,6,45,True,True
382,146,CIPHER PRECISION - Ho Chi Minh City,Ho Chi Minh City,16,24,False,True
460,176,IONIC PRECISION - Paris,Paris,6,27,True,True
461,176,IONIC PRECISION - Shanghai,Shanghai,11,43,False,True
462,176,IONIC PRECISION - Manila,Manila,19,23,False,True
463,176,IONIC PRECISION - Jakarta,Jakarta,20,68,False,True
1098,404,TORUS ELECTRONICS - Amsterdam,Amsterdam,8,36,True,True
1099,404,TORUS ELECTRONICS - Hanoi,Hanoi,16,41,False,True
1024,378,EPSILON SOLUTIONS - Detroit,Detroit,1,52,True,True
1025,378,EPSILON SOLUTIONS - Bangalore,Bangalore,21,53,False,True
1026,378,EPSILON SOLUTIONS - Buenos Aires,Buenos Aires,22,19,False,True
1027,378,EPSILON SOLUTIONS - Bogota,Bogota,23,15,False,True
1028,378,EPSILON SOLUTIONS - Santiago,Santiago,24,39,False,True
286,105,NOVA TECHNOLOGIES - Austin,Austin,1,18,True,True
287,105,NOVA TECHNOLOGIES - Bangkok,Bangkok,17,36,False,True
288,105,NOVA TECHNOLOGIES - Singapore,Singapore,18,26,False,True
976,361,BETA SEMICONDUCTORS - Shanghai,Shanghai,11,45,True,True
977,361,BETA SEMICONDUCTORS - Kuala Lumpur,Kuala Lumpur,15,31,False,True
978,361,BETA SEMICONDUCTORS - Ho Chi Minh City,Ho Chi Minh City,16,16,False,True
979,361,BETA SEMICONDUCTORS - Santiago,Santiago,24,27,False,True
975,360,ALPHA MANUFACTURING - Dongguan,Dongguan,11,24,True,True
192,71,ORION SEMICONDUCTORS - Hanoi,Hanoi,16,40,True,True
193,71,ORION SEMICONDUCTORS - Bangkok,Bangkok,17,54,False,True
583,217,LUNAR SYSTEMS - Austin,Austin,1,40,True,True
584,217,LUNAR SYSTEMS - Kuala Lumpur,Kuala Lumpur,15,14,False,True
585,217,LUNAR SYSTEMS - Singapore,Singapore,18,65,False,True
586,217,LUNAR SYSTEMS - Bangalore,Bangalore,21,20,False,True
261,95,ZENITH TECHNOLOGIES - Bangkok,Bangkok,17,18,True,True
724,268,PULSE SOLUTIONS - Beijing,Beijing,11,62,True,True
725,268,PULSE SOLUTIONS - Osaka,Osaka,12,38,False,True
726,268,PULSE SOLUTIONS - Taichung,Taichung,14,15,False,True
657,245,MATRIX TECHNOLOGIES - Santiago,Santiago,24,23,True,True
878,330,ZETA MANUFACTURING - Monterrey,Monterrey,3,54,True,True
879,330,ZETA MANUFACTURING - Sao Paulo,Sao Paulo,4,21,False,True
880,330,ZETA MANUFACTURING - Milan,Milan,9,68,False,True
881,330,ZETA MANUFACTURING - Singapore,Singapore,18,14,False,True
1156,426,PYRO PRECISION - Austin,Austin,1,39,True,True
687,255,SYNTH TECHNOLOGIES - Detroit,Detroit,1,33,True,True
688,255,SYNTH TECHNOLOGIES - Toronto,Toronto,2,17,False,True
689,255,SYNTH TECHNOLOGIES - Shanghai,Shanghai,11,21,False,True
690,255,SYNTH TECHNOLOGIES - Manila,Manila,19,41,False,True
813,299,SIGMA INDUSTRIES - Suzhou,Suzhou,11,47,True,True
814,299,SIGMA INDUSTRIES - Tokyo,Tokyo,12,22,False,True
815,299,SIGMA INDUSTRIES - Kuala Lumpur,Kuala Lumpur,15,14,False,True
816,299,SIGMA INDUSTRIES - Singapore,Singapore,18,15,False,True
1062,390,LAMBDA MANUFACTURING - Shenzhen,Shenzhen,11,16,True,True
670,250,MATRIX MANUFACTURING - Austin,Austin,1,65,True,True
671,250,MATRIX MANUFACTURING - Toronto,Toronto,2,50,False,True
84,33,VERTEX MATERIALS - Beijing,Beijing,11,45,True,True
745,274,DRIFT ELECTRONICS - Amsterdam,Amsterdam,8,32,True,True
746,274,DRIFT ELECTRONICS - Tokyo,Tokyo,12,46,False,True
652,243,MATRIX MATERIALS - San Jose,San Jose,1,33,True,True
653,243,MATRIX MATERIALS - Shenzhen,Shenzhen,11,58,False,True
654,243,MATRIX MATERIALS - Seoul,Seoul,13,61,False,True
490,186,VORTEX PRECISION - Monterrey,Monterrey,3,17,True,True
491,186,VORTEX PRECISION - Paris,Paris,6,37,False,True
492,186,VORTEX PRECISION - Beijing,Beijing,11,14,False,True
493,186,VORTEX PRECISION - Buenos Aires,Buenos Aires,22,17,False,True
444,167,FLUX SYSTEMS - Paris,Paris,6,66,True,True
445,167,FLUX SYSTEMS - Jakarta,Jakarta,20,49,False,True
821,304,DELTA ELECTRONICS - Suzhou,Suzhou,11,44,True,True
822,304,DELTA ELECTRONICS - Kuala Lumpur,Kuala Lumpur,15,70,False,True
823,304,DELTA ELECTRONICS - Santiago,Santiago,24,40,False,True
1150,425,PYRO TECHNOLOGIES - Austin,Austin,1,62,True,True
1151,425,PYRO TECHNOLOGIES - Paris,Paris,6,30,False,True
1152,425,PYRO TECHNOLOGIES - Milan,Milan,9,19,False,True
1153,425,PYRO TECHNOLOGIES - Ho Chi Minh City,Ho Chi Minh City,16,48,False,True
1154,425,PYRO TECHNOLOGIES - Jakarta,Jakarta,20,19,False,True
1155,425,PYRO TECHNOLOGIES - Buenos Aires,Buenos Aires,22,19,False,True
741,273,DRIFT MATERIALS - London,London,7,64,True,True
742,273,DRIFT MATERIALS - Warsaw,Warsaw,10,27,False,True
743,273,DRIFT MATERIALS - Beijing,Beijing,11,51,False,True
744,273,DRIFT MATERIALS - Chennai,Chennai,21,55,False,True
115,43,SOLARIS MATERIALS - San Jose,San Jose,1,21,True,True
116,43,SOLARIS MATERIALS - Toronto,Toronto,2,72,False,True
117,43,SOLARIS MATERIALS - Chennai,Chennai,21,51,False,True
157,61,APEX SEMICONDUCTORS - Munich,Munich,5,33,True,True
158,61,APEX SEMICONDUCTORS - Hanoi,Hanoi,16,16,False,True
885,333,KAPPA MATERIALS - San Jose,San Jose,1,43,True,True
951,351,ALPHA SEMICONDUCTORS - Monterrey,Monterrey,3,19,True,True
952,351,ALPHA SEMICONDUCTORS - Guadalajara,Guadalajara,3,51,False,True
953,351,ALPHA SEMICONDUCTORS - Hsinchu,Hsinchu,14,72,False,True
954,351,ALPHA SEMICONDUCTORS - Bangkok,Bangkok,17,30,False,True
999,369,BETA INDUSTRIES - Sao Paulo,Sao Paulo,4,68,True,True
1000,369,BETA INDUSTRIES - Shenzhen,Shenzhen,11,31,False,True
1001,369,BETA INDUSTRIES - Buenos Aires,Buenos Aires,22,24,False,True
400,153,HELIX MATERIALS - Shanghai,Shanghai,11,35,True,True
401,153,HELIX MATERIALS - Hsinchu,Hsinchu,14,19,False,True
194,72,ORION COMPONENTS - Stuttgart,Stuttgart,5,36,True,True
195,72,ORION COMPONENTS - Manila,Manila,19,29,False,True
736,272,DRIFT COMPONENTS - Toronto,Toronto,2,63,True,True
737,272,DRIFT COMPONENTS - Beijing,Beijing,11,51,False,True
738,272,DRIFT COMPONENTS - Osaka,Osaka,12,64,False,True
739,272,DRIFT COMPONENTS - Hsinchu,Hsinchu,14,24,False,True
740,272,DRIFT COMPONENTS - Santiago,Santiago,24,66,False,True
275,101,NOVA SEMICONDUCTORS - Tokyo,Tokyo,12,46,True,True
276,101,NOVA SEMICONDUCTORS - Ho Chi Minh City,Ho Chi Minh City,16,54,False,True
277,101,NOVA SEMICONDUCTORS - Bogota,Bogota,23,50,False,True
1124,414,NEXUS ELECTRONICS - Toronto,Toronto,2,51,True,True
1125,414,NEXUS ELECTRONICS - Warsaw,Warsaw,10,56,False,True
1126,414,NEXUS ELECTRONICS - Beijing,Beijing,11,64,False,True
1127,414,NEXUS ELECTRONICS - Seoul,Seoul,13,46,False,True
1128,414,NEXUS ELECTRONICS - Manila,Manila,19,60,False,True
676,252,SYNTH COMPONENTS - Paris,Paris,6,32,True,True
677,252,SYNTH COMPONENTS - Milan,Milan,9,44,False,True
678,252,SYNTH COMPONENTS - Dongguan,Dongguan,11,28,False,True
679,252,SYNTH COMPONENTS - Osaka,Osaka,12,67,False,True
680,252,SYNTH COMPONENTS - Kuala Lumpur,Kuala Lumpur,15,16,False,True
1101,406,TORUS PRECISION - Stuttgart,Stuttgart,5,62,True,True
1102,406,TORUS PRECISION - London,London,7,64,False,True
1103,406,TORUS PRECISION - Shenzhen,Shenzhen,11,20,False,True
1104,406,TORUS PRECISION - Santiago,Santiago,24,21,False,True
291,107,NOVA SYSTEMS - San Jose,San Jose,1,36,True,True
292,107,NOVA SYSTEMS - Seoul,Seoul,13,35,False,True
293,107,NOVA SYSTEMS - Bangalore,Bangalore,21,55,False,True
91,37,VERTEX SYSTEMS - Tokyo,Tokyo,12,61,True,True
92,37,VERTEX SYSTEMS - Kuala Lumpur,Kuala Lumpur,15,63,False,True
93,37,VERTEX SYSTEMS - Ho Chi Minh City,Ho Chi Minh City,16,73,False,True
94,37,VERTEX SYSTEMS - Pune,Pune,21,44,False,True
1010,373,EPSILON MATERIALS - Austin,Austin,1,27,True,True
1011,373,EPSILON MATERIALS - Hsinchu,Hsinchu,14,55,False,True
1012,373,EPSILON MATERIALS - Taichung,Taichung,14,44,False,True
1013,373,EPSILON MATERIALS - Chennai,Chennai,21,36,False,True
18,5,NEXORA TECHNOLOGIES - Tokyo,Tokyo,12,35,True,True
1,1,NEXORA SEMICONDUCTORS - Monterrey,Monterrey,3,55,True,True
2,1,NEXORA SEMICONDUCTORS - Sao Paulo,Sao Paulo,4,35,False,True
3,1,NEXORA SEMICONDUCTORS - Kuala Lumpur,Kuala Lumpur,15,47,False,True
4,1,NEXORA SEMICONDUCTORS - Bangalore,Bangalore,21,32,False,True
732,270,PULSE MANUFACTURING - Austin,Austin,1,28,True,True
733,270,PULSE MANUFACTURING - Stuttgart,Stuttgart,5,29,False,True
630,234,AETHER ELECTRONICS - Suzhou,Suzhou,11,67,True,True
631,234,AETHER ELECTRONICS - Bangkok,Bangkok,17,42,False,True
375,144,CIPHER ELECTRONICS - Detroit,Detroit,1,17,True,True
376,144,CIPHER ELECTRONICS - Paris,Paris,6,51,False,True
377,144,CIPHER ELECTRONICS - Suzhou,Suzhou,11,14,False,True
378,144,CIPHER ELECTRONICS - Dongguan,Dongguan,11,65,False,True
858,321,ZETA SEMICONDUCTORS - Shenzhen,Shenzhen,11,44,True,True
859,321,ZETA SEMICONDUCTORS - Pune,Pune,21,61,False,True
327,124,ATLAS ELECTRONICS - Toronto,Toronto,2,58,True,True
328,124,ATLAS ELECTRONICS - Seoul,Seoul,13,69,False,True
329,124,ATLAS ELECTRONICS - Penang,Penang,15,69,False,True
330,124,ATLAS ELECTRONICS - Hanoi,Hanoi,16,20,False,True
582,216,LUNAR PRECISION - Bangkok,Bangkok,17,30,True,True
608,226,COBALT PRECISION - Milan,Milan,9,40,True,True
609,226,COBALT PRECISION - Shenzhen,Shenzhen,11,52,False,True
86,35,VERTEX TECHNOLOGIES - Toronto,Toronto,2,64,True,True
87,35,VERTEX TECHNOLOGIES - Paris,Paris,6,30,False,True
88,35,VERTEX TECHNOLOGIES - Seoul,Seoul,13,14,False,True
89,35,VERTEX TECHNOLOGIES - Chennai,Chennai,21,34,False,True
335,128,ATLAS SOLUTIONS - Tokyo,Tokyo,12,66,True,True
336,128,ATLAS SOLUTIONS - Hanoi,Hanoi,16,26,False,True
337,128,ATLAS SOLUTIONS - Bangalore,Bangalore,21,14,False,True
429,162,FLUX COMPONENTS - Bogota,Bogota,23,46,True,True
426,160,HELIX MANUFACTURING - Warsaw,Warsaw,10,57,True,True
929,347,THETA SYSTEMS - San Jose,San Jose,1,32,True,True
930,347,THETA SYSTEMS - Guadalajara,Guadalajara,3,52,False,True
931,347,THETA SYSTEMS - Tokyo,Tokyo,12,57,False,True
635,236,AETHER PRECISION - Dongguan,Dongguan,11,15,True,True
636,236,AETHER PRECISION - Hanoi,Hanoi,16,66,False,True
637,236,AETHER PRECISION - Jakarta,Jakarta,20,70,False,True
638,236,AETHER PRECISION - Pune,Pune,21,60,False,True
905,340,KAPPA MANUFACTURING - Toronto,Toronto,2,60,True,True
906,340,KAPPA MANUFACTURING - Suzhou,Suzhou,11,68,False,True
1179,434,CRYO ELECTRONICS - Tokyo,Tokyo,12,47,True,True
1180,434,CRYO ELECTRONICS - Kuala Lumpur,Kuala Lumpur,15,38,False,True
641,239,AETHER INDUSTRIES - Santiago,Santiago,24,36,True,True
720,267,PULSE SYSTEMS - Toronto,Toronto,2,66,True,True
721,267,PULSE SYSTEMS - Warsaw,Warsaw,10,21,False,True
722,267,PULSE SYSTEMS - Bangalore,Bangalore,21,46,False,True
723,267,PULSE SYSTEMS - Bogota,Bogota,23,63,False,True
620,231,AETHER SEMICONDUCTORS - Monterrey,Monterrey,3,66,True,True
621,231,AETHER SEMICONDUCTORS - Dongguan,Dongguan,11,57,False,True
622,231,AETHER SEMICONDUCTORS - Hsinchu,Hsinchu,14,65,False,True
623,231,AETHER SEMICONDUCTORS - Bangalore,Bangalore,21,25,False,True
577,215,LUNAR TECHNOLOGIES - Guadalajara,Guadalajara,3,27,True,True
578,215,LUNAR TECHNOLOGIES - Sao Paulo,Sao Paulo,4,54,False,True
579,215,LUNAR TECHNOLOGIES - Paris,Paris,6,17,False,True
580,215,LUNAR TECHNOLOGIES - Warsaw,Warsaw,10,43,False,True
581,215,LUNAR TECHNOLOGIES - Shenzhen,Shenzhen,11,20,False,True
554,208,CREST SOLUTIONS - Guadalajara,Guadalajara,3,14,True,True
555,208,CREST SOLUTIONS - Dongguan,Dongguan,11,50,False,True
556,208,CREST SOLUTIONS - Hsinchu,Hsinchu,14,25,False,True
557,208,CREST SOLUTIONS - Bangkok,Bangkok,17,31,False,True
1160,428,PYRO SOLUTIONS - Taichung,Taichung,14,29,True,True
1161,428,PYRO SOLUTIONS - Bangalore,Bangalore,21,32,False,True
268,99,ZENITH INDUSTRIES - Milan,Milan,9,68,True,True
570,212,LUNAR COMPONENTS - San Jose,San Jose,1,71,True,True
571,212,LUNAR COMPONENTS - Milan,Milan,9,58,False,True
572,212,LUNAR COMPONENTS - Hanoi,Hanoi,16,33,False,True
806,297,SIGMA SYSTEMS - Stuttgart,Stuttgart,5,63,True,True
807,297,SIGMA SYSTEMS - Amsterdam,Amsterdam,8,19,False,True
808,297,SIGMA SYSTEMS - Milan,Milan,9,30,False,True
809,297,SIGMA SYSTEMS - Beijing,Beijing,11,44,False,True
498,189,VORTEX INDUSTRIES - Warsaw,Warsaw,10,58,True,True
499,189,VORTEX INDUSTRIES - Osaka,Osaka,12,48,False,True
500,189,VORTEX INDUSTRIES - Penang,Penang,15,26,False,True
501,189,VORTEX INDUSTRIES - Buenos Aires,Buenos Aires,22,45,False,True
698,259,SYNTH INDUSTRIES - Stuttgart,Stuttgart,5,57,True,True
699,259,SYNTH INDUSTRIES - Tokyo,Tokyo,12,28,False,True
700,259,SYNTH INDUSTRIES - Osaka,Osaka,12,60,False,True
701,259,SYNTH INDUSTRIES - Ho Chi Minh City,Ho Chi Minh City,16,38,False,True
702,259,SYNTH INDUSTRIES - Chennai,Chennai,21,33,False,True
703,259,SYNTH INDUSTRIES - Santiago,Santiago,24,26,False,True
672,251,SYNTH SEMICONDUCTORS - San Jose,San Jose,1,44,True,True
673,251,SYNTH SEMICONDUCTORS - Monterrey,Monterrey,3,69,False,True
674,251,SYNTH SEMICONDUCTORS - Bangkok,Bangkok,17,42,False,True
675,251,SYNTH SEMICONDUCTORS - Santiago,Santiago,24,63,False,True
619,230,COBALT MANUFACTURING - Suzhou,Suzhou,11,40,True,True
639,238,AETHER SOLUTIONS - Amsterdam,Amsterdam,8,44,True,True
640,238,AETHER SOLUTIONS - Bangalore,Bangalore,21,54,False,True
189,70,APEX MANUFACTURING - Munich,Munich,5,69,True,True
190,70,APEX MANUFACTURING - Amsterdam,Amsterdam,8,22,False,True
191,70,APEX MANUFACTURING - Bangalore,Bangalore,21,24,False,True
389,149,CIPHER INDUSTRIES - Monterrey,Monterrey,3,55,True,True
616,229,COBALT INDUSTRIES - Suzhou,Suzhou,11,50,True,True
617,229,COBALT INDUSTRIES - Taichung,Taichung,14,64,False,True
618,229,COBALT INDUSTRIES - Penang,Penang,15,32,False,True
874,327,ZETA SYSTEMS - Chennai,Chennai,21,29,True,True
494,188,VORTEX SOLUTIONS - Stuttgart,Stuttgart,5,46,True,True
495,188,VORTEX SOLUTIONS - Amsterdam,Amsterdam,8,65,False,True
496,188,VORTEX SOLUTIONS - Milan,Milan,9,61,False,True
497,188,VORTEX SOLUTIONS - Santiago,Santiago,24,47,False,True
309,115,PRISM TECHNOLOGIES - Austin,Austin,1,41,True,True
310,115,PRISM TECHNOLOGIES - San Jose,San Jose,1,27,False,True
311,115,PRISM TECHNOLOGIES - London,London,7,45,False,True
312,115,PRISM TECHNOLOGIES - Dongguan,Dongguan,11,64,False,True
1039,383,LAMBDA MATERIALS - San Jose,San Jose,1,19,True,True
1040,383,LAMBDA MATERIALS - Milan,Milan,9,33,False,True
1041,383,LAMBDA MATERIALS - Shanghai,Shanghai,11,49,False,True
1042,383,LAMBDA MATERIALS - Dongguan,Dongguan,11,27,False,True
28,13,BLUEFORGE MATERIALS - Warsaw,Warsaw,10,24,True,True
29,13,BLUEFORGE MATERIALS - Beijing,Beijing,11,68,False,True
30,13,BLUEFORGE MATERIALS - Hsinchu,Hsinchu,14,72,False,True
31,13,BLUEFORGE MATERIALS - Hanoi,Hanoi,16,54,False,True
85,34,VERTEX ELECTRONICS - Buenos Aires,Buenos Aires,22,44,True,True
661,247,MATRIX SYSTEMS - Shanghai,Shanghai,11,36,True,True
662,247,MATRIX SYSTEMS - Shenzhen,Shenzhen,11,31,False,True
663,247,MATRIX SYSTEMS - Bangkok,Bangkok,17,33,False,True
792,292,SIGMA COMPONENTS - Guadalajara,Guadalajara,3,15,True,True
793,292,SIGMA COMPONENTS - Amsterdam,Amsterdam,8,53,False,True
794,292,SIGMA COMPONENTS - Seoul,Seoul,13,47,False,True
795,292,SIGMA COMPONENTS - Buenos Aires,Buenos Aires,22,39,False,True
988,366,BETA PRECISION - Paris,Paris,6,33,True,True
989,366,BETA PRECISION - Warsaw,Warsaw,10,68,False,True
990,366,BETA PRECISION - Ho Chi Minh City,Ho Chi Minh City,16,65,False,True
385,148,CIPHER SOLUTIONS - Austin,Austin,1,16,True,True
386,148,CIPHER SOLUTIONS - Monterrey,Monterrey,3,54,False,True
387,148,CIPHER SOLUTIONS - Ho Chi Minh City,Ho Chi Minh City,16,62,False,True
388,148,CIPHER SOLUTIONS - Bangalore,Bangalore,21,47,False,True
869,325,ZETA TECHNOLOGIES - San Jose,San Jose,1,63,True,True
870,325,ZETA TECHNOLOGIES - Singapore,Singapore,18,17,False,True
871,325,ZETA TECHNOLOGIES - Buenos Aires,Buenos Aires,22,33,False,True
383,147,CIPHER SYSTEMS - Detroit,Detroit,1,70,True,True
384,147,CIPHER SYSTEMS - Manila,Manila,19,69,False,True
853,319,GAMMA INDUSTRIES - Amsterdam,Amsterdam,8,16,True,True
854,319,GAMMA INDUSTRIES - Milan,Milan,9,65,False,True
250,91,ZENITH SEMICONDUCTORS - Austin,Austin,1,15,True,True
251,91,ZENITH SEMICONDUCTORS - Detroit,Detroit,1,28,False,True
252,91,ZENITH SEMICONDUCTORS - Beijing,Beijing,11,58,False,True
253,91,ZENITH SEMICONDUCTORS - Singapore,Singapore,18,52,False,True
755,279,DRIFT INDUSTRIES - Stuttgart,Stuttgart,5,45,True,True
756,279,DRIFT INDUSTRIES - Osaka,Osaka,12,59,False,True
