SHIPMENT_ID,CARRIER_ID,LANE_ID,SHIP_DATE,DELIVERY_DATE,STATUS
303,16,408,2023-05-16,2023-06-17,DELIVERED
304,4,70,2026-08-18,2026-09-16,DELIVERED
305,3,400,2023-04-04,2023-04-28,DELIVERED
306,18,437,2023-10-10,2023-10-28,DELIVERED
307,8,173,2023-02-06,2023-03-12,DELIVERED
308,14,320,2025-01-14,2025-01-28,DELIVERED
309,19,7,2023-10-22,2023-11-16,IN_TRANSIT
310,14,46,2024-02-16,2024-03-16,DELIVERED
311,20,302,2026-06-29,2026-07-26,DELIVERED
312,17,218,2023-09-09,2023-10-16,DELIVERED
313,6,394,2023-12-29,2024-01-29,DELIVERED
314,18,25,2025-01-01,2025-01-30,DELIVERED
315,15,415,2025-05-25,2025-06-04,DELIVERED
316,3,45,2026-09-27,2026-10-07,DELIVERED
317,12,459,2026-09-25,2026-10-17,DELAYED
318,11,388,2026-01-20,2026-02-01,DELIVERED
319,14,193,2023-02-15,2023-03-08,DELIVERED
320,2,318,2025-09-22,2025-10-15,DELIVERED
321,8,30,2024-05-12,2024-06-06,DELAYED
322,19,276,2025-10-26,2025-11-17,DELIVERED
323,11,451,2025-12-21,2026-01-10,DELIVERED
324,8,291,2024-04-27,2024-05-31,DELIVERED
325,7,45,2023-06-18,2023-07-27,DELIVERED
326,5,396,2025-11-16,2025-11-22,DELIVERED
327,13,460,2024-06-28,2024-07-21,DELIVERED
328,9,49,2025-10-24,2025-11-10,DELIVERED
329,18,275,2024-08-24,2024-10-01,DELIVERED
330,2,306,2024-09-25,2024-11-01,DELIVERED
331,8,401,2025-12-22,2026-01-27,IN_TRANSIT
332,6,184,2024-02-25,2024-03-20,DELIVERED
333,4,496,2026-06-19,2026-07-04,DELIVERED
334,12,197,2025-06-25,2025-07-11,DELAYED
335,6,441,2023-01-31,2023-02-10,DELIVERED
336,19,223,2025-07-12,2025-07-22,DELAYED
337,12,209,2025-04-12,2025-04-23,DELIVERED
338,7,421,2024-10-31,2024-11-16,DELIVERED
339,20,498,2025-04-29,2025-05-14,DELIVERED
340,10,437,2023-03-04,2023-03-16,DELAYED
341,6,64,2025-08-05,2025-08-27,DELIVERED
342,5,377,2024-09-28,2024-10-19,DELIVERED
343,5,185,2023-05-05,2023-06-09,DELIVERED
344,20,340,2024-03-20,2024-04-01,DELIVERED
345,4,177,2026-05-05,2026-05-21,IN_TRANSIT
346,8,487,2023-09-23,2023-10-08,DELIVERED
347,17,271,2026-05-05,2026-05-30,IN_TRANSIT
348,11,229,2026-05-27,2026-07-02,DELAYED
349,18,419,2024-08-25,2024-09-02,DELIVERED
350,6,137,2023-08-03,2023-08-08,DELIVERED
351,4,305,2023-07-01,2023-07-14,DELIVERED
352,13,257,2025-03-15,2025-03-30,DELIVERED
353,6,486,2023-03-20,2023-03-25,DELIVERED
354,12,418,2026-09-17,2026-10-11,DELIVERED
355,18,413,2024-01-08,2024-01-21,DELIVERED
356,18,119,2024-01-19,2024-02-20,IN_TRANSIT
357,12,498,2025-02-10,2025-03-02,DELIVERED
358,17,482,2024-05-30,2024-06-04,DELIVERED
359,3,14,2025-01-10,2025-01-16,DELAYED
360,15,368,2023-11-11,2023-12-16,DELIVERED
361,8,404,2024-07-20,2024-08-06,DELAYED
362,16,81,2024-09-26,2024-10-27,DELIVERED
363,4,55,2026-01-27,2026-02-06,DELIVERED
364,2,474,2025-05-22,2025-06-30,DELIVERED
365,11,175,2025-05-29,2025-06-05,DELAYED
366,15,137,2023-08-05,2023-09-12,DELIVERED
367,12,292,2023-09-05,2023-09-11,DELIVERED
368,7,311,2025-12-29,2026-01-29,DELAYED
369,8,302,2025-02-01,2025-02-13,DELIVERED
370,14,342,2023-09-23,2023-10-18,DELIVERED
371,3,216,2025-08-21,2025-09-27,DELIVERED
372,12,419,2025-07-30,2025-09-07,DELIVERED
373,8,194,2023-05-27,2023-06-04,DELIVERED
374,4,300,2023-06-23,2023-07-10,DELAYED
375,14,299,2025-03-31,2025-04-25,IN_TRANSIT
376,15,157,2026-01-10,2026-02-17,DELIVERED
377,6,17,2023-01-27,2023-03-02,DELIVERED
378,8,430,2025-02-03,2025-02-09,IN_TRANSIT
379,17,283,2023-01-26,2023-03-05,DELIVERED
380,9,250,2023-04-10,2023-04-24,DELIVERED
381,5,268,2024-11-16,2024-12-16,DELIVERED
382,1,241,2024-01-01,2024-01-30,DELIVERED
383,3,442,2025-03-07,2025-03-18,IN_TRANSIT
384,15,187,2024-10-01,2024-10-18,DELIVERED
385,16,289,2023-12-27,2024-01-06,DELIVERED
386,4,60,2025-06-21,2025-07-20,DELIVERED
387,1,492,2023-07-11,2023-08-07,DELIVERED
388,18,291,2023-12-02,2023-12-27,DELAYED
389,19,358,2024-01-26,2024-02-08,DELIVERED
390,20,267,2026-07-06,2026-07-22,DELIVERED
391,15,109,2025-02-05,2025-03-01,DELIVERED
392,4,246,2025-07-21,2025-08-16,DELIVERED
393,6,182,2025-02-06,2025-03-06,DELIVERED
394,4,121,2025-09-08,2025-10-14,IN_TRANSIT
395,10,283,2025-10-12,2025-11-11,DELIVERED
396,11,426,2023-01-28,2023-02-03,DELAYED
397,18,61,2023-03-28,2023-04-17,IN_TRANSIT
398,16,421,2023-05-14,2023-06-21,DELIVERED
399,13,366,2023-05-31,2023-07-09,DELIVERED
400,4,45,2023-02-10,2023-03-09,DELIVERED
401,7,284,2023-10-30,2023-11-24,DELIVERED
402,17,29,2024-04-13,2024-05-09,DELIVERED
403,2,109,2023-12-01,2023-12-25,IN_TRANSIT
404,10,466,2023-11-20,2023-12-25,DELIVERED
405,15,199,2023-01-26,2023-02-16,DELIVERED
406,11,262,2023-07-19,2023-08-08,DELIVERED
407,10,487,2025-07-16,2025-08-16,DELIVERED
408,17,242,2024-01-02,2024-02-04,DELIVERED
409,17,247,2025-04-20,2025-04-26,DELIVERED
410,7,85,2024-01-12,2024-01-19,DELIVERED
411,10,29,2024-02-20,2024-03-30,DELIVERED
412,13,348,2024-01-22,2024-02-27,DELAYED
413,6,165,2026-02-08,2026-02-13,DELIVERED
414,5,299,2026-05-06,2026-05-13,DELIVERED
415,2,367,2025-02-12,2025-03-13,DELIVERED
416,4,129,2023-10-30,2023-11-22,DELAYED
417,8,348,2025-12-11,2026-01-17,DELIVERED
418,6,58,2023-08-06,2023-09-12,DELIVERED
419,8,87,2023-11-23,2023-11-29,DELAYED
420,2,202,2026-06-03,2026-06-28,DELAYED
421,6,172,2024-12-19,2025-01-08,DELIVERED
422,20,402,2026-07-02,2026-07-09,DELAYED
423,13,17,2024-12-29,2025-02-06,DELIVERED
424,16,306,2026-05-22,2026-06-23,DELIVERED
425,14,345,2025-04-11,2025-04-18,DELIVERED
426,7,295,2025-11-25,2025-12-25,DELIVERED
427,16,118,2026-01-19,2026-02-25,DELIVERED
428,14,68,2025-10-28,2025-12-01,DELIVERED
429,6,60,2025-09-06,2025-09-22,DELIVERED
430,10,372,2024-11-08,2024-11-23,DELIVERED
431,9,80,2023-01-29,2023-02-09,DELIVERED
432,5,142,2023-08-10,2023-09-06,DELIVERED
433,8,114,2025-08-07,2025-08-24,DELIVERED
434,19,80,2025-08-13,2025-09-09,DELAYED
435,2,170,2025-10-27,2025-11-26,IN_TRANSIT
436,3,300,2024-07-18,2024-08-24,IN_TRANSIT
437,4,224,2026-07-18,2026-08-09,DELIVERED
438,19,303,2023-01-03,2023-01-30,DELIVERED
439,4,114,2026-03-04,2026-03-11,DELIVERED
440,10,256,2024-02-18,2024-03-13,DELIVERED
441,12,278,2023-07-01,2023-07-16,DELIVERED
442,9,120,2024-04-04,2024-05-12,DELIVERED
443,9,419,2025-12-25,2026-01-10,DELAYED
444,5,135,2025-11-16,2025-11-28,DELIVERED
445,2,489,2026-08-30,2026-09-15,DELIVERED
446,16,204,2024-03-05,2024-03-21,IN_TRANSIT
447,3,182,2025-01-18,2025-02-14,DELAYED
448,6,91,2024-12-31,2025-01-10,DELIVERED
449,14,374,2025-11-09,2025-11-17,DELIVERED
450,13,50,2025-03-30,2025-04-16,DELIVERED
451,15,122,2025-05-27,2025-06-30,DELAYED
452,5,387,2026-05-15,2026-05-28,DELIVERED
453,3,38,2025-12-28,2026-01-25,DELIVERED
454,7,147,2024-04-01,2024-04-20,DELIVERED
455,18,197,2023-10-14,2023-11-18,DELIVERED
456,1,118,2025-04-05,2025-04-16,DELIVERED
457,1,342,2025-03-20,2025-04-19,DELIVERED
458,19,494,2023-10-01,2023-10-15,IN_TRANSIT
459,19,365,2024-12-04,2024-12-24,DELIVERED
460,15,465,2025-04-15,2025-05-04,DELIVERED
461,12,403,2024-06-11,2024-07-01,DELAYED
462,17,355,2025-06-09,2025-07-14,DELIVERED
463,1,363,2023-05-29,2023-07-01,DELIVERED
464,8,134,2025-11-07,2025-12-16,DELIVERED
465,14,453,2024-08-30,2024-09-10,DELAYED
466,12,355,2024-08-14,2024-08-26,DELIVERED
467,11,337,2026-06-09,2026-07-16,DELIVERED
468,18,148,2024-08-01,2024-09-09,DELAYED
469,13,498,2024-12-17,2024-12-31,DELAYED
470,14,58,2026-04-12,2026-05-03,DELIVERED
471,11,159,2025-03-14,2025-04-01,DELIVERED
472,9,413,2025-07-05,2025-08-10,DELIVERED
473,15,53,2024-03-16,2024-04-10,IN_TRANSIT
474,15,490,2026-09-17,2026-10-10,DELIVERED
475,18,54,2024-08-22,2024-09-24,DELIVERED
476,11,63,2024-04-13,2024-05-12,DELIVERED
477,20,423,2026-01-09,2026-01-23,DELIVERED
478,14,215,2024-04-15,2024-04-22,DELIVERED
479,14,41,2023-07-24,2023-07-31,DELIVERED
480,7,293,2025-11-30,2025-12-09,IN_TRANSIT
481,9,288,2024-05-01,2024-05-28,DELIVERED
482,17,484,2026-01-01,2026-01-14,DELAYED
483,11,324,2026-06-16,2026-06-29,DELIVERED
484,4,4,2025-02-11,2025-02-22,DELIVERED
485,1,393,2025-07-21,2025-08-24,DELIVERED
486,6,313,2025-03-06,2025-03-29,DELIVERED
487,9,406,2024-11-23,2024-11-29,DELAYED
488,15,53,2025-11-04,2025-11-16,DELIVERED
489,18,289,2024-08-08,2024-08-19,IN_TRANSIT
490,13,456,2023-03-29,2023-04-24,DELIVERED
491,1,8,2023-12-01,2024-01-08,DELIVERED
492,2,35,2025-01-09,2025-02-10,IN_TRANSIT
493,6,375,2026-04-07,2026-05-15,DELIVERED
494,10,196,2026-03-16,2026-03-21,IN_TRANSIT
495,7,167,2023-04-04,2023-04-09,DELIVERED
496,9,105,2024-07-14,2024-07-19,DELIVERED
497,7,129,2026-08-09,2026-09-17,DELIVERED
498,4,379,2023-08-05,2023-08-18,DELIVERED
499,18,408,2026-09-04,2026-09-20,DELIVERED
500,19,91,2024-04-01,2024-05-06,DELIVERED
501,15,465,2024-05-13,2024-06-18,DELIVERED
502,1,206,2025-09-28,2025-10-19,DELIVERED
503,11,10,2023-02-28,2023-03-10,IN_TRANSIT
504,11,269,2024-09-30,2024-10-14,DELIVERED
505,8,494,2025-04-22,2025-05-22,DELIVERED
506,15,100,2025-04-04,2025-05-12,IN_TRANSIT
507,13,50,2023-03-05,2023-03-26,DELIVERED
508,17,107,2023-11-14,2023-12-03,DELIVERED
509,13,299,2023-08-13,2023-08-21,DELIVERED
510,15,394,2025-10-03,2025-10-29,DELIVERED
