CONTRACT_ID,SUPPLIER_ID,CONTRACT_CODE,START_DATE,END_DATE,CURRENCY_CODE,INCOTERM_CODE,STATUS
137,27,CTR-00137,2023-04-20,2024-08-22,USD,DAP,ACTIVE
138,93,CTR-00138,2023-09-05,2025-06-20,USD,DAP,ACTIVE
139,112,CTR-00139,2023-04-01,2024-06-12,EUR,EXW,ACTIVE
140,259,CTR-00140,2023-02-11,2025-01-30,EUR,DDP,ACTIVE
141,26,CTR-00141,2023-05-21,2024-06-26,CNY,DAP,ACTIVE
142,362,CTR-00142,2024-02-27,2025-06-12,USD,CIF,ACTIVE
143,96,CTR-00143,2024-03-25,2026-03-10,EUR,DAP,ACTIVE
144,438,CTR-00144,2024-10-14,2026-08-27,CNY,EXW,ACTIVE
145,238,CTR-00145,2024-09-01,2025-12-14,EUR,DAP,ACTIVE
146,423,CTR-00146,2023-06-14,2025-03-17,JPY,DDP,ACTIVE
147,207,CTR-00147,2024-07-11,2026-03-16,USD,FOB,ACTIVE
148,247,CTR-00148,2024-10-30,2026-10-05,USD,DDP,ACTIVE
149,167,CTR-00149,2024-05-15,2026-03-05,KRW,DDP,ACTIVE
150,283,CTR-00150,2024-07-28,2025-10-24,JPY,EXW,ACTIVE
151,54,CTR-00151,2023-08-24,2025-08-13,KRW,CIF,ACTIVE
152,45,CTR-00152,2023-11-30,2025-10-10,JPY,EXW,ACTIVE
153,268,CTR-00153,2024-02-07,2025-12-26,JPY,DAP,ACTIVE
154,243,CTR-00154,2023-08-15,2025-03-02,EUR,EXW,ACTIVE
155,496,CTR-00155,2024-03-31,2025-06-17,JPY,FOB,ACTIVE
156,315,CTR-00156,2024-03-10,2025-10-03,USD,CIF,ACTIVE
157,136,CTR-00157,2024-09-03,2025-09-16,JPY,DDP,ACTIVE
158,211,CTR-00158,2023-06-05,2024-11-10,JPY,FOB,ACTIVE
159,439,CTR-00159,2023-01-01,2024-04-12,EUR,FOB,ACTIVE
160,273,CTR-00160,2023-07-20,2025-04-01,CNY,EXW,ACTIVE
161,325,CTR-00161,2023-03-31,2024-08-08,USD,CIF,ACTIVE
162,121,CTR-00162,2024-10-05,2025-12-01,USD,FOB,ACTIVE
163,490,CTR-00163,2023-10-25,2025-04-20,USD,EXW,ACTIVE
164,183,CTR-00164,2024-05-09,2025-10-09,JPY,DAP,ACTIVE
165,162,CTR-00165,2023-08-11,2024-11-26,EUR,EXW,ACTIVE
166,305,CTR-00166,2024-10-10,2026-08-06,EUR,FOB,ACTIVE
167,201,CTR-00167,2024-10-02,2026-04-14,KRW,FOB,ACTIVE
168,180,CTR-00168,2023-08-24,2025-01-24,JPY,CIF,ACTIVE
169,458,CTR-00169,2023-03-03,2024-08-08,KRW,EXW,ACTIVE
170,232,CTR-00170,2023-08-16,2024-08-21,EUR,DAP,ACTIVE
171,363,CTR-00171,2024-11-18,2026-02-02,KRW,DDP,ACTIVE
172,99,CTR-00172,2023-03-10,2024-04-27,USD,DAP,ACTIVE
173,25,CTR-00173,2024-12-17,2026-11-06,KRW,CIF,ACTIVE
174,354,CTR-00174,2024-09-24,2026-03-22,EUR,DAP,ACTIVE
175,6,CTR-00175,2023-10-28,2025-06-27,EUR,FOB,ACTIVE
176,465,CTR-00176,2024-04-18,2025-05-28,KRW,DAP,ACTIVE
177,432,CTR-00177,2023-06-12,2024-11-25,JPY,CIF,ACTIVE
178,45,CTR-00178,2023-10-12,2024-12-14,KRW,CIF,ACTIVE
179,360,CTR-00179,2024-09-25,2026-03-17,JPY,CIF,ACTIVE
180,392,CTR-00180,2023-11-18,2025-11-08,USD,CIF,ACTIVE
181,446,CTR-00181,2023-01-26,2024-11-20,JPY,EXW,ACTIVE
182,475,CTR-00182,2023-10-15,2024-12-23,CNY,FOB,ACTIVE
183,160,CTR-00183,2024-10-14,2026-08-29,USD,FOB,ACTIVE
184,92,CTR-00184,2023-08-10,2024-10-22,JPY,FOB,ACTIVE
185,390,CTR-00185,2024-08-03,2026-02-08,USD,FOB,ACTIVE
186,450,CTR-00186,2023-03-23,2024-04-01,KRW,EXW,ACTIVE
187,46,CTR-00187,2024-08-11,2026-07-17,EUR,DAP,ACTIVE
188,392,CTR-00188,2024-04-09,2025-11-17,JPY,FOB,ACTIVE
189,24,CTR-00189,2024-09-17,2026-08-29,EUR,DDP,ACTIVE
190,445,CTR-00190,2024-12-20,2026-03-23,KRW,FOB,ACTIVE
191,439,CTR-00191,2023-10-24,2024-11-24,EUR,CIF,ACTIVE
192,359,CTR-00192,2024-02-08,2026-01-07,USD,FOB,ACTIVE
193,311,CTR-00193,2023-12-06,2025-08-25,USD,FOB,ACTIVE
194,201,CTR-00194,2023-04-24,2024-11-26,JPY,DDP,ACTIVE
195,433,CTR-00195,2023-11-03,2025-07-28,EUR,EXW,ACTIVE
196,279,CTR-00196,2023-01-22,2024-11-04,USD,EXW,ACTIVE
197,299,CTR-00197,2024-10-16,2026-07-23,KRW,DAP,ACTIVE
198,38,CTR-00198,2023-11-07,2025-08-29,JPY,CIF,ACTIVE
199,290,CTR-00199,2023-04-08,2024-07-18,CNY,EXW,ACTIVE
200,102,CTR-00200,2023-03-17,2025-02-12,KRW,DDP,ACTIVE
201,70,CTR-00201,2024-07-16,2025-11-09,USD,DDP,ACTIVE
202,222,CTR-00202,2023-09-30,2025-05-11,USD,EXW,ACTIVE
203,441,CTR-00203,2024-10-22,2025-11-22,KRW,EXW,ACTIVE
204,37,CTR-00204,2024-05-05,2025-07-07,JPY,DAP,ACTIVE
205,160,CTR-00205,2023-08-23,2024-11-14,EUR,DDP,ACTIVE
206,372,CTR-00206,2023-07-11,2024-10-13,USD,CIF,ACTIVE
207,318,CTR-00207,2023-08-24,2025-02-24,USD,EXW,ACTIVE
208,319,CTR-00208,2024-11-16,2025-12-27,CNY,EXW,ACTIVE
209,359,CTR-00209,2024-10-18,2025-10-28,EUR,FOB,ACTIVE
210,336,CTR-00210,2023-04-12,2024-08-20,JPY,DAP,ACTIVE
211,171,CTR-00211,2024-01-16,2025-03-26,USD,DDP,ACTIVE
212,378,CTR-00212,2024-08-20,2025-11-18,JPY,CIF,ACTIVE
213,408,CTR-00213,2024-01-30,2025-11-19,JPY,DAP,ACTIVE
214,447,CTR-00214,2024-01-14,2025-05-31,KRW,CIF,ACTIVE
215,94,CTR-00215,2024-02-21,2025-09-16,KRW,DAP,ACTIVE
216,13,CTR-00216,2024-04-13,2025-12-08,KRW,DDP,ACTIVE
217,399,CTR-00217,2023-06-13,2025-01-25,EUR,DAP,ACTIVE
218,435,CTR-00218,2023-07-06,2025-04-21,JPY,EXW,ACTIVE
219,339,CTR-00219,2024-12-26,2026-09-25,KRW,CIF,ACTIVE
220,228,CTR-00220,2023-05-18,2025-04-13,KRW,CIF,ACTIVE
221,136,CTR-00221,2024-02-05,2025-08-11,JPY,CIF,ACTIVE
222,281,CTR-00222,2023-11-06,2025-03-07,USD,DAP,ACTIVE
223,436,CTR-00223,2024-04-20,2025-12-18,KRW,FOB,ACTIVE
224,352,CTR-00224,2024-10-02,2026-09-19,JPY,DDP,ACTIVE
225,154,CTR-00225,2023-02-16,2024-11-27,JPY,DDP,ACTIVE
226,477,CTR-00226,2024-05-02,2026-01-14,USD,FOB,ACTIVE
227,120,CTR-00227,2023-06-22,2024-08-13,CNY,DDP,ACTIVE
228,129,CTR-00228,2023-07-24,2025-03-31,USD,FOB,ACTIVE
229,52,CTR-00229,2024-01-30,2025-02-17,USD,EXW,ACTIVE
230,198,CTR-00230,2023-12-16,2025-11-05,CNY,CIF,ACTIVE
231,429,CTR-00231,2024-04-14,2025-04-27,CNY,CIF,ACTIVE
232,120,CTR-00232,2023-03-04,2024-05-01,USD,FOB,ACTIVE
233,248,CTR-00233,2023-11-16,2025-11-02,KRW,DDP,ACTIVE
234,130,CTR-00234,2023-08-24,2025-01-05,KRW,FOB,ACTIVE
235,467,CTR-00235,2024-12-15,2026-02-27,EUR,EXW,ACTIVE
236,410,CTR-00236,2023-11-12,2025-06-11,KRW,CIF,ACTIVE
237,67,CTR-00237,2024-08-07,2026-06-30,CNY,DAP,ACTIVE
238,166,CTR-00238,2024-02-17,2025-07-04,JPY,EXW,ACTIVE
239,478,CTR-00239,2024-03-21,2025-04-06,USD,FOB,ACTIVE
240,409,CTR-00240,2023-05-30,2024-06-08,USD,FOB,ACTIVE
241,216,CTR-00241,2024-07-13,2025-07-24,EUR,EXW,ACTIVE
242,201,CTR-00242,2024-06-25,2026-02-28,CNY,CIF,ACTIVE
243,385,CTR-00243,2023-06-22,2024-11-03,CNY,FOB,ACTIVE
244,266,CTR-00244,2023-07-07,2025-06-07,EUR,DAP,ACTIVE
245,359,CTR-00245,2024-06-11,2025-09-28,CNY,DDP,ACTIVE
246,476,CTR-00246,2024-06-13,2025-07-16,KRW,FOB,ACTIVE
247,310,CTR-00247,2023-06-16,2025-02-08,USD,EXW,ACTIVE
248,214,CTR-00248,2024-07-02,2025-08-08,USD,FOB,ACTIVE
249,279,CTR-00249,2023-02-14,2024-12-25,CNY,EXW,ACTIVE
250,260,CTR-00250,2024-09-23,2026-02-04,JPY,DAP,ACTIVE
251,28,CTR-00251,2024-06-12,2026-03-19,CNY,FOB,ACTIVE
252,400,CTR-00252,2023-11-16,2025-07-08,EUR,EXW,ACTIVE
253,267,CTR-00253,2023-08-01,2025-01-22,KRW,EXW,ACTIVE
254,95,CTR-00254,2024-11-13,2025-12-31,KRW,FOB,ACTIVE
255,101,CTR-00255,2024-12-01,2026-03-16,KRW,FOB,ACTIVE
256,67,CTR-00256,2023-08-28,2025-05-21,USD,CIF,ACTIVE
257,444,CTR-00257,2024-01-23,2025-07-23,EUR,EXW,ACTIVE
258,267,CTR-00258,2023-05-16,2024-05-27,USD,FOB,ACTIVE
259,396,CTR-00259,2023-07-01,2025-01-15,EUR,DAP,ACTIVE
260,215,CTR-00260,2023-06-20,2024-10-16,KRW,EXW,ACTIVE
261,132,CTR-00261,2023-10-22,2024-11-30,KRW,FOB,ACTIVE
262,171,CTR-00262,2024-02-02,2025-05-04,EUR,DAP,ACTIVE
263,426,CTR-00263,2023-03-23,2024-07-22,KRW,DDP,ACTIVE
264,254,CTR-00264,2024-06-22,2025-08-27,JPY,FOB,ACTIVE
265,274,CTR-00265,2023-12-17,2025-06-26,KRW,DDP,ACTIVE
266,174,CTR-00266,2024-01-09,2025-12-20,USD,EXW,ACTIVE
267,179,CTR-00267,2024-07-01,2026-02-05,USD,DDP,ACTIVE
268,227,CTR-00268,2023-08-20,2025-07-26,JPY,DDP,ACTIVE
269,448,CTR-00269,2024-09-08,2026-02-14,JPY,EXW,ACTIVE
270,323,CTR-00270,2023-08-10,2025-07-13,CNY,DAP,ACTIVE
271,379,CTR-00271,2024-02-19,2025-05-12,CNY,DDP,ACTIVE
272,53,CTR-00272,2023-07-22,2025-05-14,KRW,DDP,ACTIVE
273,309,CTR-00273,2024-01-24,2026-01-09,EUR,CIF,ACTIVE
274,316,CTR-00274,2023-03-27,2025-03-23,USD,FOB,ACTIVE
275,361,CTR-00275,2024-02-18,2025-02-19,CNY,DAP,ACTIVE
276,51,CTR-00276,2023-10-28,2025-10-14,JPY,FOB,ACTIVE
277,59,CTR-00277,2024-08-17,2025-10-10,USD,DAP,ACTIVE
278,440,CTR-00278,2024-05-24,2025-07-13,EUR,CIF,ACTIVE
279,56,CTR-00279,2023-11-10,2025-01-29,JPY,FOB,ACTIVE
280,60,CTR-00280,2023-02-20,2024-04-24,CNY,DAP,ACTIVE
281,418,CTR-00281,2023-01-01,2024-07-31,KRW,EXW,ACTIVE
282,296,CTR-00282,2024-02-19,2026-02-06,JPY,DAP,ACTIVE
283,39,CTR-00283,2023-07-10,2025-05-26,JPY,FOB,ACTIVE
284,356,CTR-00284,2023-04-30,2025-02-06,EUR,DAP,ACTIVE
285,466,CTR-00285,2023-05-13,2024-10-28,JPY,DAP,ACTIVE
286,62,CTR-00286,2024-06-27,2025-12-23,EUR,EXW,ACTIVE
287,255,CTR-00287,2023-09-04,2025-08-24,EUR,EXW,ACTIVE
288,80,CTR-00288,2023-05-21,2025-03-11,EUR,CIF,ACTIVE
289,407,CTR-00289,2023-06-16,2024-09-01,EUR,DAP,ACTIVE
290,472,CTR-00290,2024-09-28,2025-12-12,EUR,EXW,ACTIVE
291,362,CTR-00291,2023-07-01,2025-03-25,KRW,CIF,ACTIVE
292,81,CTR-00292,2024-11-14,2026-04-04,KRW,DAP,ACTIVE
293,412,CTR-00293,2024-11-13,2026-07-13,JPY,DDP,ACTIVE
294,306,CTR-00294,2024-11-03,2026-03-30,CNY,CIF,ACTIVE
295,60,CTR-00295,2023-11-24,2025-02-26,KRW,DAP,ACTIVE
296,266,CTR-00296,2023-03-01,2024-10-10,KRW,FOB,ACTIVE
297,133,CTR-00297,2023-07-03,2024-08-16,KRW,FOB,ACTIVE
298,243,CTR-00298,2024-11-02,2026-04-17,KRW,FOB,ACTIVE
299,335,CTR-00299,2023-09-08,2024-12-07,CNY,EXW,ACTIVE
300,118,CTR-00300,2024-02-29,2026-01-24,KRW,FOB,ACTIVE
