RECEIPT_ID,PO_LINE_ID,RECEIPT_DATE,QUANTITY_RECEIVED,WAREHOUSE_ID,DAYS_VARIANCE
470,470,2024-11-01,127.00,7,5
471,471,2024-08-23,738.00,1,-5
472,472,2025-03-05,412.00,15,-4
473,473,2026-04-24,322.00,13,0
474,474,2026-01-25,369.00,24,-4
475,475,2024-02-15,853.00,2,0
476,476,2025-06-07,592.00,8,-3
477,477,2026-10-24,762.00,6,-1
478,478,2023-11-21,994.00,2,-5
479,479,2025-02-09,80.00,11,-4
480,480,2025-07-03,543.00,16,1
481,481,2024-02-13,497.00,11,-2
482,482,2023-05-16,383.00,8,2
483,483,2025-12-15,623.00,8,-4
484,484,2026-05-29,513.00,9,0
485,485,2023-11-01,692.00,5,-4
486,486,2024-07-18,582.00,1,-5
487,487,2023-12-27,155.00,4,-1
488,488,2024-07-07,822.00,16,0
489,489,2025-07-29,998.00,9,0
490,490,2025-06-24,245.00,8,3
491,491,2025-12-19,347.00,13,-1
492,492,2024-11-27,874.00,17,0
493,493,2025-11-25,434.00,23,-2
494,494,2026-01-08,465.00,8,-1
495,495,2023-08-11,916.00,14,-1
496,496,2026-04-22,664.00,8,-2
497,497,2023-06-24,838.00,18,-2
498,498,2023-05-11,18.00,7,7
499,499,2025-06-01,177.00,21,-3
500,500,2026-02-27,900.00,22,-2
501,501,2024-03-08,544.00,9,-4
502,502,2025-06-14,755.00,20,-2
503,503,2024-06-27,389.00,13,-1
504,504,2024-08-24,158.00,5,-4
505,505,2024-06-18,993.00,3,9
506,506,2026-05-12,379.00,21,0
507,507,2024-12-02,979.00,12,-1
508,508,2026-04-26,146.00,14,-1
509,509,2025-11-19,128.00,24,-2
510,510,2024-03-22,783.00,16,-5
511,511,2023-03-17,274.00,10,0
512,512,2025-04-21,217.00,4,0
513,513,2023-08-29,37.00,24,-5
514,514,2023-12-15,837.00,6,-4
515,515,2025-04-02,769.00,4,-4
516,516,2023-05-30,237.00,20,-1
517,517,2025-01-25,466.00,15,-3
518,518,2024-11-04,13.00,6,9
519,519,2024-06-18,583.00,16,-1
520,520,2023-07-28,916.00,8,-1
521,521,2024-09-01,673.00,8,0
522,522,2023-05-24,242.00,19,5
523,523,2024-05-23,618.00,6,-3
524,524,2025-04-20,304.00,14,-4
525,525,2026-06-04,685.00,2,-1
526,526,2024-03-16,32.00,16,1
527,527,2026-07-26,54.00,23,-4
528,528,2025-12-16,837.00,8,7
529,529,2025-05-17,418.00,2,8
530,530,2026-05-08,540.00,12,-3
531,531,2026-04-04,360.00,8,-3
532,532,2025-02-23,656.00,5,-5
533,533,2026-05-04,800.00,25,-2
534,534,2024-06-10,283.00,2,-1
535,535,2024-11-21,993.00,3,-3
536,536,2026-04-18,76.00,18,9
537,537,2026-02-21,597.00,22,8
538,538,2025-09-01,149.00,3,10
539,539,2024-07-28,599.00,24,7
540,540,2026-06-07,406.00,12,-3
541,541,2024-06-09,815.00,12,1
542,542,2024-09-03,797.00,15,-1
543,543,2026-08-15,895.00,13,-3
544,544,2023-03-15,235.00,8,-3
545,545,2023-01-23,473.00,2,-1
546,546,2026-09-22,884.00,1,15
547,547,2025-01-02,153.00,20,10
548,548,2025-11-08,819.00,21,-3
549,549,2025-02-11,408.00,1,-1
550,550,2025-10-15,35.00,5,-5
551,551,2026-11-10,951.00,13,7
552,552,2025-03-12,278.00,22,-1
553,553,2023-09-20,67.00,17,0
554,554,2026-04-19,935.00,24,-2
555,555,2025-08-22,778.00,5,-2
556,556,2025-09-26,622.00,13,-5
557,557,2026-07-05,758.00,2,7
558,558,2024-03-06,63.00,6,0
559,559,2026-08-16,549.00,9,-1
560,560,2024-03-01,1.00,24,8
561,561,2023-10-11,228.00,15,-4
562,562,2026-04-04,430.00,1,-1
563,563,2025-12-06,501.00,1,-2
564,564,2025-06-04,563.00,15,0
565,565,2024-05-06,189.00,4,6
566,566,2023-07-11,59.00,17,-5
567,567,2026-10-18,823.00,21,-1
568,568,2023-12-15,113.00,10,-3
569,569,2025-05-19,837.00,10,-3
570,570,2026-03-07,398.00,10,0
571,571,2026-10-12,648.00,2,-5
572,572,2024-11-17,574.00,13,-2
573,573,2023-07-12,45.00,9,-2
574,574,2024-07-12,363.00,11,-5
575,575,2026-09-19,198.00,8,-3
576,576,2023-11-16,602.00,15,0
577,577,2024-02-02,1.00,16,-5
578,578,2026-09-29,82.00,16,0
579,579,2024-11-23,975.00,3,-2
580,580,2024-11-29,935.00,8,-4
581,581,2025-05-14,938.00,5,-4
582,582,2024-11-14,580.00,13,-1
583,583,2025-10-18,588.00,5,-2
584,584,2026-06-14,290.00,24,-3
585,585,2024-11-06,33.00,22,-2
586,586,2023-07-23,248.00,25,-3
587,587,2025-12-27,263.00,16,-1
588,588,2024-07-20,421.00,9,-5
589,589,2024-08-26,340.00,12,0
590,590,2023-07-06,665.00,1,-5
591,591,2025-02-19,129.00,23,8
592,592,2023-04-19,838.00,11,0
593,593,2024-03-22,351.00,22,-4
594,594,2024-02-18,769.00,2,-1
595,595,2026-04-01,470.00,12,-4
596,596,2025-06-13,98.00,13,-5
597,597,2026-01-08,128.00,16,-1
598,598,2024-08-07,789.00,17,-1
599,599,2023-05-17,717.00,8,-5
600,600,2026-10-12,699.00,10,-2
601,601,2024-08-30,941.00,8,-1
602,602,2024-09-07,64.00,21,-4
603,603,2024-01-07,650.00,9,-5
604,604,2024-02-13,83.00,10,10
605,605,2025-09-21,825.00,14,-2
606,606,2026-02-18,793.00,14,-3
607,607,2025-06-27,903.00,7,0
608,608,2024-10-08,22.00,7,-2
609,609,2025-11-27,131.00,5,-3
610,610,2023-03-18,77.00,13,-5
611,611,2026-08-16,748.00,10,-2
612,612,2026-01-07,280.00,24,-2
613,613,2026-03-12,617.00,22,-1
614,614,2026-02-03,468.00,13,-2
615,615,2026-08-31,956.00,8,-5
616,616,2025-10-12,262.00,17,-4
617,617,2023-06-28,811.00,5,0
618,618,2023-03-26,177.00,7,-3
619,619,2024-02-18,526.00,21,-3
620,620,2025-10-06,343.00,24,-1
621,621,2024-07-18,438.00,9,-2
622,622,2026-03-02,570.00,2,0
623,623,2026-05-23,896.00,1,-5
624,624,2026-08-31,714.00,19,-4
625,625,2024-12-16,570.00,2,10
626,626,2025-11-05,723.00,11,0
627,627,2024-09-26,781.00,11,-2
628,628,2025-07-09,15.00,15,-3
629,629,2025-10-24,400.00,3,-4
630,630,2025-03-26,679.00,25,-4
631,631,2024-10-15,874.00,14,1
632,632,2024-04-06,164.00,25,-4
633,633,2026-07-06,26.00,23,-3
634,634,2026-04-01,260.00,9,-2
635,635,2026-06-20,20.00,18,-4
636,636,2024-09-15,457.00,8,0
637,637,2026-06-22,856.00,23,4
638,638,2023-07-15,689.00,5,0
639,639,2024-10-23,321.00,4,-2
640,640,2026-06-10,337.00,12,-1
641,641,2025-11-24,216.00,2,-4
642,642,2025-08-22,474.00,8,-1
643,643,2024-05-05,695.00,13,0
644,644,2024-10-01,15.00,19,-1
645,645,2024-04-07,379.00,21,-3
646,646,2026-05-12,548.00,7,-1
647,647,2024-05-14,484.00,23,0
648,648,2026-05-28,521.00,19,-3
649,649,2024-07-31,541.00,2,9
650,650,2025-06-28,162.00,1,-3
651,651,2024-02-21,999.00,7,-1
652,652,2025-05-15,831.00,9,-5
653,653,2024-07-13,367.00,15,-2
654,654,2023-11-14,406.00,21,-5
655,655,2025-02-09,203.00,2,-3
656,656,2025-12-09,179.00,22,-3
657,657,2023-06-24,172.00,2,-1
658,658,2023-06-17,446.00,17,-4
659,659,2026-09-05,888.00,25,0
660,660,2024-04-27,831.00,2,-4
661,661,2025-07-16,434.00,6,-5
662,662,2024-04-30,51.00,25,-5
663,663,2024-07-13,612.00,19,-2
664,664,2023-05-11,988.00,13,-1
665,665,2024-10-24,223.00,21,8
666,666,2025-05-14,927.00,1,-4
667,667,2024-12-02,742.00,6,-2
668,668,2024-04-28,474.00,3,-4
669,669,2025-01-13,222.00,5,0
670,670,2023-08-20,769.00,16,-5
671,671,2025-01-30,97.00,12,0
672,672,2023-03-23,668.00,25,-2
673,673,2024-03-08,461.00,24,-4
674,674,2026-02-13,279.00,22,-1
675,675,2026-04-22,28.00,23,0
676,676,2023-11-21,878.00,11,-3
677,677,2024-12-13,997.00,25,-1
678,678,2025-04-06,639.00,10,5
679,679,2025-01-07,105.00,1,1
680,680,2023-06-24,476.00,4,-3
681,681,2023-11-26,939.00,3,0
682,682,2024-08-16,484.00,5,0
683,683,2024-07-21,759.00,1,-4
684,684,2024-08-28,956.00,14,-1
685,685,2026-01-18,106.00,2,-5
686,686,2024-03-31,247.00,5,0
687,687,2026-10-29,508.00,16,7
688,688,2025-01-13,913.00,2,-1
689,689,2023-11-26,578.00,10,-5
690,690,2024-02-29,859.00,1,-4
691,691,2025-01-31,563.00,8,-5
692,692,2025-01-26,827.00,1,-2
693,693,2026-03-30,40.00,1,-5
694,694,2026-05-05,110.00,8,7
695,695,2026-03-15,249.00,7,-4
696,696,2025-08-26,72.00,7,-1
697,697,2024-02-18,435.00,3,-4
698,698,2023-04-29,188.00,5,-5
699,699,2026-03-15,381.00,13,-3
700,700,2026-02-04,306.00,12,6
701,701,2025-04-02,119.00,3,6
702,702,2023-09-08,348.00,21,-3
703,703,2023-06-19,286.00,16,-1
