ORDER_LINE_ID,ORDER_ID,PRODUCT_ID,QUANTITY,UNIT_PRICE,REQUESTED_DATE
59,59,40,85.00,793.75,2024-04-05
60,60,290,244.00,407.66,2024-12-31
61,61,137,143.00,1780.81,2025-05-14
62,62,275,37.00,1581.46,2023-12-11
63,63,131,426.00,1131.50,2026-06-07
64,64,163,492.00,914.71,2025-06-10
65,65,219,344.00,1757.18,2024-07-07
66,66,134,277.00,1767.64,2024-02-23
67,67,144,291.00,2000.39,2023-07-21
68,68,321,157.00,954.47,2023-06-17
69,69,83,238.00,906.63,2026-07-05
70,70,349,318.00,228.66,2026-04-01
71,71,64,456.00,103.25,2026-05-06
72,72,251,116.00,1973.78,2026-09-19
73,73,140,362.00,414.84,2026-02-25
74,74,485,137.00,1103.58,2026-03-23
75,75,67,174.00,1510.58,2023-05-03
76,76,206,460.00,791.34,2025-10-21
77,77,155,9.00,1259.38,2025-04-03
78,78,117,438.00,1278.90,2023-08-07
79,79,384,7.00,1231.95,2023-03-24
80,80,224,436.00,111.29,2025-10-07
81,81,117,28.00,98.44,2023-09-14
82,82,317,256.00,732.00,2024-01-01
83,83,323,470.00,1866.95,2026-02-13
84,84,349,331.00,341.00,2024-06-09
85,85,111,468.00,822.50,2024-11-27
86,86,233,190.00,182.69,2025-04-18
87,87,115,408.00,199.92,2026-10-19
88,88,470,48.00,1397.84,2023-11-06
89,89,88,433.00,1536.13,2026-03-17
90,90,417,226.00,1805.56,2023-06-16
91,91,463,88.00,1294.21,2026-06-23
92,92,498,10.00,1534.64,2025-04-17
93,93,486,478.00,341.20,2024-09-24
94,94,317,56.00,1923.80,2025-10-05
95,95,431,105.00,974.36,2025-03-10
96,96,136,111.00,1508.34,2023-09-25
97,97,24,149.00,815.67,2023-07-29
98,98,163,138.00,584.28,2023-08-10
99,99,459,210.00,499.88,2025-08-10
100,100,210,19.00,1882.83,2026-10-25
101,101,485,467.00,1887.80,2024-09-04
102,102,343,353.00,1671.97,2024-04-03
103,103,127,204.00,1295.84,2023-06-25
104,104,307,338.00,210.00,2025-04-06
105,105,302,68.00,89.78,2024-07-22
106,106,207,194.00,56.58,2024-05-23
107,107,148,445.00,1333.20,2024-09-16
108,108,461,193.00,475.20,2024-08-03
109,109,490,321.00,1670.13,2024-04-05
110,110,423,16.00,944.48,2023-10-31
111,111,197,105.00,259.06,2025-09-04
112,112,412,381.00,1483.94,2025-10-04
113,113,381,29.00,1280.45,2026-07-13
114,114,26,428.00,1788.48,2025-04-26
115,115,240,254.00,364.00,2025-07-25
116,116,400,332.00,558.54,2026-05-19
117,117,169,414.00,1047.93,2025-01-12
118,118,14,158.00,550.76,2024-08-12
119,119,322,288.00,1809.88,2023-02-24
120,120,159,396.00,1758.75,2023-05-04
121,121,116,43.00,606.14,2026-09-01
122,122,56,224.00,1137.39,2023-07-30
123,123,274,238.00,322.16,2024-05-25
124,124,299,161.00,931.81,2025-04-08
125,125,48,329.00,494.83,2023-07-03
126,126,283,407.00,1513.85,2026-09-30
127,127,274,163.00,196.24,2025-11-05
128,128,294,13.00,872.41,2024-04-12
129,129,151,487.00,1967.11,2025-02-04
130,130,180,401.00,1507.30,2026-01-18
131,131,480,5.00,483.76,2024-01-02
132,132,373,266.00,1870.80,2026-01-01
133,133,238,405.00,1319.78,2026-01-08
134,134,396,345.00,1781.39,2024-10-30
135,135,76,454.00,1314.82,2025-07-10
136,136,385,266.00,589.97,2024-03-06
137,137,27,189.00,464.80,2026-08-19
138,138,93,42.00,1940.89,2023-01-27
139,139,112,320.00,774.83,2026-04-21
140,140,259,256.00,1372.59,2025-02-24
141,141,26,95.00,1953.12,2023-10-31
142,142,362,27.00,269.96,2025-05-18
143,143,96,424.00,1854.95,2025-11-13
144,144,438,232.00,901.42,2025-03-08
145,145,238,244.00,1886.74,2023-05-08
146,146,423,409.00,2024.57,2023-11-19
147,147,207,82.00,1958.68,2025-02-21
148,148,247,248.00,392.80,2026-05-04
149,149,167,390.00,680.74,2025-08-26
150,150,283,39.00,1083.98,2025-01-03
151,151,54,185.00,1715.30,2026-03-18
152,152,45,308.00,1431.30,2025-12-04
153,153,268,382.00,1900.33,2024-02-29
154,154,243,226.00,96.25,2023-08-15
155,155,496,390.00,747.33,2024-10-17
156,156,315,124.00,1086.17,2024-11-09
157,157,136,276.00,717.18,2024-02-12
158,158,211,105.00,421.19,2026-07-24
159,159,439,190.00,1049.62,2026-06-07
160,160,273,215.00,1587.96,2023-05-08
161,161,325,439.00,1050.96,2023-04-04
162,162,121,13.00,1035.07,2024-02-27
163,163,490,452.00,1480.73,2025-04-30
164,164,183,144.00,1526.68,2025-11-25
165,165,162,437.00,951.08,2025-08-04
166,166,305,383.00,1587.70,2025-03-09
167,167,201,10.00,1617.24,2024-06-20
168,168,180,75.00,2022.49,2025-08-24
169,169,458,91.00,560.64,2026-03-05
170,170,232,237.00,1162.56,2025-05-22
171,171,363,242.00,1338.46,2024-12-24
172,172,99,218.00,1910.79,2024-05-01
173,173,25,76.00,1629.29,2024-08-15
174,174,354,347.00,1379.54,2023-03-09
175,175,6,65.00,346.58,2024-03-04
176,176,465,138.00,288.55,2025-06-09
177,177,432,157.00,352.62,2023-12-08
178,178,45,459.00,1277.09,2024-03-03
179,179,360,418.00,1603.38,2024-04-26
180,180,392,396.00,1116.36,2024-04-13
181,181,446,440.00,1138.79,2026-07-07
182,182,475,462.00,1612.70,2026-03-30
183,183,160,477.00,325.19,2026-01-02
184,184,92,161.00,638.64,2026-09-17
185,185,390,485.00,1933.39,2023-08-31
186,186,450,326.00,234.00,2023-08-03
187,187,46,263.00,118.50,2023-08-01
188,188,392,114.00,1607.02,2023-10-23
189,189,24,140.00,1873.41,2026-06-19
190,190,445,74.00,486.53,2024-12-17
191,191,439,311.00,484.22,2023-12-16
192,192,359,373.00,2026.14,2024-04-17
193,193,311,314.00,1199.83,2026-04-27
194,194,201,203.00,901.32,2024-12-23
195,195,433,136.00,486.28,2023-03-08
196,196,279,276.00,1276.82,2025-09-07
197,197,299,214.00,1843.45,2025-10-17
198,198,38,340.00,2007.91,2026-07-20
199,199,290,497.00,1499.67,2026-09-04
200,200,102,55.00,1349.93,2023-12-15
201,201,70,422.00,1831.76,2025-03-15
202,202,222,322.00,1166.69,2026-04-15
203,203,441,210.00,76.61,2023-07-14
204,204,37,115.00,302.68,2026-01-19
205,205,160,134.00,478.44,2023-08-29
206,206,372,461.00,1286.45,2024-07-02
207,207,318,355.00,662.10,2024-05-30
208,208,319,155.00,518.76,2025-07-31
209,209,359,36.00,433.50,2024-12-19
210,210,336,106.00,1125.61,2026-05-09
211,211,171,255.00,1640.10,2023-10-22
212,212,378,242.00,475.45,2026-01-16
213,213,408,444.00,1834.69,2026-04-04
214,214,447,473.00,1119.53,2024-10-24
215,215,94,261.00,687.53,2026-06-14
216,216,13,478.00,547.89,2026-01-23
217,217,399,378.00,1022.77,2025-07-21
218,218,435,161.00,1632.90,2023-12-15
219,219,339,5.00,177.08,2026-06-16
220,220,228,317.00,706.71,2025-02-21
221,221,136,135.00,1003.08,2023-07-31
222,222,281,34.00,1427.67,2025-07-10
223,223,436,450.00,1592.52,2026-06-05
224,224,352,150.00,359.77,2023-04-18
225,225,154,41.00,1786.85,2026-05-22
226,226,477,407.00,63.22,2023-07-22
227,227,120,42.00,954.23,2024-01-07
228,228,129,9.00,1578.81,2024-08-30
229,229,52,414.00,613.34,2026-09-17
230,230,198,24.00,800.20,2024-05-30
231,231,429,34.00,551.43,2024-01-21
232,232,120,342.00,1001.04,2023-12-14
233,233,248,344.00,1866.77,2025-09-20
234,234,130,420.00,440.15,2024-01-27
235,235,467,229.00,1782.84,2024-03-22
236,236,410,330.00,1607.77,2024-02-02
237,237,67,319.00,1729.47,2025-11-29
238,238,166,282.00,623.83,2024-06-12
239,239,478,450.00,163.21,2023-04-03
240,240,409,409.00,563.90,2023-05-23
241,241,216,19.00,950.01,2023-10-24
242,242,201,261.00,1192.53,2024-07-24
243,243,385,92.00,455.75,2026-05-09
244,244,266,192.00,116.81,2024-08-10
245,245,359,327.00,599.59,2023-06-26
246,246,476,99.00,1973.08,2023-02-06
247,247,310,476.00,1644.53,2023-08-29
248,248,214,68.00,343.42,2025-10-19
249,249,279,324.00,267.25,2024-02-12
250,250,260,456.00,537.59,2025-06-13
251,251,28,473.00,1515.45,2026-04-19
252,252,400,379.00,1451.05,2026-03-22
253,253,267,417.00,559.85,2025-11-25
254,254,95,482.00,1847.38,2024-08-19
255,255,101,250.00,1653.00,2026-05-21
256,256,67,104.00,1061.42,2023-04-19
257,257,444,327.00,1634.22,2026-08-29
258,258,267,185.00,968.57,2024-07-26
259,259,396,311.00,104.14,2026-08-25
260,260,215,135.00,232.04,2023-04-30
261,261,132,459.00,875.20,2025-05-01
262,262,171,217.00,451.47,2025-03-28
263,263,426,316.00,628.07,2023-04-04
264,264,254,258.00,1952.46,2023-04-11
265,265,274,255.00,311.77,2024-11-09
266,266,174,473.00,933.91,2025-06-09
267,267,179,297.00,1673.29,2025-12-15
268,268,227,416.00,273.96,2026-05-17
269,269,448,411.00,159.34,2024-05-18
270,270,323,241.00,359.73,2026-09-30
271,271,379,409.00,2024.68,2026-01-06
272,272,53,212.00,584.42,2023-03-15
273,273,309,498.00,348.21,2023-03-26
274,274,316,340.00,1580.67,2024-09-14
275,275,361,223.00,525.72,2026-07-27
276,276,51,180.00,386.57,2023-03-12
277,277,59,39.00,1942.39,2024-07-25
278,278,440,459.00,1254.75,2023-03-11
279,279,56,493.00,109.11,2024-07-19
280,280,60,105.00,1572.64,2026-06-17
281,281,418,185.00,1207.97,2025-12-05
282,282,296,34.00,1274.93,2024-04-19
283,283,39,225.00,1703.86,2025-10-12
284,284,356,314.00,1117.33,2025-04-17
285,285,466,172.00,376.89,2023-08-23
286,286,62,438.00,1283.04,2024-07-25
287,287,255,406.00,1459.65,2023-02-26
288,288,80,225.00,1714.80,2023-06-04
289,289,407,271.00,672.03,2026-08-20
290,290,472,421.00,1230.80,2023-09-09
291,291,362,201.00,1482.03,2025-01-07
292,292,81,443.00,610.26,2023-06-30
293,293,412,212.00,453.52,2025-12-13
294,294,306,287.00,567.72,2024-01-26
295,295,60,182.00,1139.35,2025-11-21
296,296,266,164.00,372.64,2023-07-06
297,297,133,163.00,389.45,2025-11-22
298,298,243,81.00,1667.96,2023-06-16
299,299,335,305.00,1391.26,2025-03-18
300,300,118,434.00,1326.55,2023-07-21
301,301,483,23.00,1754.86,2024-11-26
302,302,247,357.00,1615.54,2026-06-05
303,303,56,322.00,996.65,2026-02-07
304,304,484,349.00,1640.75,2025-07-18
305,305,303,454.00,1218.03,2023-04-08
306,306,338,101.00,1666.32,2026-05-13
307,307,448,77.00,386.46,2026-05-05
308,308,154,84.00,1219.04,2023-02-08
309,309,179,376.00,1939.64,2023-10-25
310,310,494,25.00,1304.31,2024-09-04
311,311,480,221.00,379.55,2025-03-02
312,312,357,177.00,1853.21,2023-06-22
313,313,366,108.00,120.52,2025-10-04
314,314,198,339.00,344.41,2024-02-28
315,315,495,239.00,1118.95,2026-10-10
316,316,483,399.00,901.95,2025-11-04
317,317,292,83.00,368.53,2026-10-17
318,318,291,147.00,949.25,2023-08-17
319,319,134,42.00,1170.55,2023-11-09
320,320,282,127.00,1723.55,2025-10-19
321,321,8,404.00,1342.77,2026-10-10
322,322,159,425.00,1234.79,2026-09-04
323,323,171,445.00,1788.75,2025-03-16
324,324,108,165.00,231.32,2026-10-05
325,325,127,244.00,1186.58,2023-08-11
326,326,225,360.00,169.20,2023-08-13
327,327,393,414.00,1326.14,2023-12-05
328,328,309,448.00,136.97,2026-07-02
329,329,338,54.00,1200.91,2023-03-02
330,330,302,100.00,1889.83,2025-08-29
331,331,388,275.00,1132.16,2026-06-22
332,332,86,23.00,941.50,2026-03-05
333,333,404,240.00,1837.15,2023-10-13
334,334,452,406.00,1636.36,2024-11-25
335,335,26,170.00,2006.70,2025-03-27
336,336,59,27.00,602.53,2023-04-09
337,337,472,373.00,1004.32,2025-09-15
338,338,487,50.00,1319.59,2023-04-27
339,339,100,107.00,872.49,2023-09-17
340,340,470,426.00,1512.62,2024-09-27
341,341,126,453.00,1761.07,2025-03-22
342,342,165,361.00,1479.26,2024-05-30
343,343,125,24.00,1545.74,2025-04-29
344,344,180,494.00,1143.14,2025-05-02
345,345,4,111.00,67.40,2026-01-28
346,346,28,396.00,879.55,2024-08-28
347,347,117,120.00,1911.00,2025-04-22
348,348,131,18.00,1004.82,2024-01-25
349,349,338,403.00,419.92,2025-02-16
350,350,126,106.00,1557.84,2026-10-23
351,351,424,159.00,690.91,2025-03-18
352,352,73,471.00,434.34,2023-11-21
353,353,186,285.00,313.58,2024-11-12
354,354,412,42.00,1265.35,2023-09-19
355,355,78,477.00,1079.12,2026-07-17
356,356,118,53.00,697.43,2024-07-13
357,357,232,312.00,1637.41,2025-12-29
358,358,17,406.00,1235.75,2026-01-24
359,359,443,103.00,303.90,2025-03-05
360,360,395,232.00,121.64,2025-10-11
361,361,228,18.00,904.96,2025-02-19
362,362,136,75.00,878.04,2024-09-02
363,363,24,204.00,1402.12,2024-01-06
364,364,242,328.00,1943.52,2026-08-25
365,365,211,34.00,642.69,2024-12-31
366,366,255,496.00,1457.16,2023-10-02
367,367,372,256.00,1360.67,2023-11-03
368,368,27,135.00,1926.53,2026-07-03
369,369,208,141.00,70.12,2025-02-27
370,370,454,321.00,1789.45,2023-07-09
371,371,283,405.00,1088.73,2024-01-19
372,372,332,238.00,1415.51,2024-01-02
373,373,188,333.00,1981.86,2023-08-21
374,374,364,274.00,1170.63,2023-07-15
375,375,394,358.00,408.30,2024-04-17
376,376,175,261.00,1324.25,2026-07-20
377,377,406,236.00,1358.66,2025-02-08
378,378,208,174.00,777.34,2023-12-15
379,379,177,7.00,1150.05,2024-04-20
380,380,89,434.00,1773.69,2026-07-16
381,381,145,352.00,1696.05,2025-08-14
382,382,21,370.00,1953.95,2025-10-29
383,383,463,381.00,172.06,2026-08-11
384,384,95,446.00,1864.29,2023-01-22
385,385,36,323.00,1910.30,2026-07-09
386,386,24,309.00,1345.12,2025-08-10
387,387,121,351.00,622.11,2025-10-23
388,388,178,390.00,71.65,2025-09-05
389,389,379,262.00,1888.40,2025-03-14
390,390,460,491.00,317.52,2024-12-15
391,391,495,478.00,1506.76,2026-09-27
392,392,404,465.00,1330.22,2025-01-27
393,393,206,136.00,1129.77,2024-07-27
394,394,284,155.00,1588.11,2024-02-23
395,395,10,177.00,1169.65,2026-08-20
396,396,471,125.00,1145.77,2025-08-12
397,397,18,410.00,608.16,2026-07-16
398,398,156,60.00,1514.43,2023-02-12
399,399,233,310.00,192.60,2024-11-11
400,400,144,319.00,1797.80,2023-02-23
401,401,247,263.00,1921.12,2024-03-15
402,402,257,478.00,795.98,2023-08-20
403,403,42,28.00,1897.04,2025-06-10
404,404,450,70.00,696.03,2026-03-22
405,405,435,183.00,872.75,2023-07-05
406,406,51,81.00,1336.09,2023-11-23
407,407,270,476.00,1408.77,2026-08-29
408,408,477,211.00,1438.36,2023-04-25
409,409,37,456.00,2015.20,2023-11-13
410,410,487,244.00,1325.46,2026-05-26
411,411,170,68.00,1552.95,2024-04-28
412,412,253,302.00,2030.46,2024-11-10
413,413,486,74.00,876.24,2024-01-15
414,414,125,258.00,843.91,2024-09-29
415,415,262,456.00,393.63,2023-12-20
416,416,64,408.00,1973.72,2023-08-20
417,417,308,212.00,852.15,2023-08-10
418,418,446,377.00,1253.37,2026-07-21
419,419,408,486.00,311.46,2026-07-08
420,420,282,291.00,1098.19,2024-06-22
421,421,46,341.00,1773.48,2023-03-23
422,422,100,241.00,307.08,2024-04-05
423,423,153,381.00,834.98,2024-11-12
424,424,76,315.00,1568.77,2024-05-01
425,425,234,314.00,945.01,2023-12-03
426,426,187,469.00,512.89,2025-06-02
427,427,376,452.00,872.04,2024-06-22
428,428,474,117.00,1657.51,2025-10-31
429,429,6,19.00,1657.59,2025-12-25
430,430,310,201.00,734.77,2025-12-21
431,431,109,44.00,192.58,2023-08-01
432,432,105,216.00,1351.21,2023-06-25
433,433,448,273.00,786.69,2025-01-07
434,434,359,119.00,1574.15,2023-12-12
435,435,42,49.00,1534.50,2023-12-09
436,436,143,449.00,1774.54,2023-02-19
437,437,404,393.00,1889.84,2026-01-25
438,438,459,202.00,1041.62,2026-07-30
439,439,244,223.00,877.48,2026-10-17
440,440,90,155.00,115.73,2023-05-17
441,441,52,257.00,243.31,2023-02-27
442,442,329,254.00,121.89,2025-07-17
443,443,149,288.00,354.19,2024-09-01
444,444,185,59.00,1584.50,2026-01-22
445,445,202,348.00,1553.77,2026-02-10
446,446,496,413.00,124.59,2025-12-09
447,447,283,276.00,259.28,2026-07-29
448,448,226,90.00,1497.40,2024-02-05
449,449,74,233.00,88.93,2025-08-01
450,450,253,104.00,1522.29,2025-04-11
451,451,435,431.00,466.27,2025-10-04
452,452,265,496.00,2043.80,2024-03-08
453,453,203,492.00,1050.02,2025-06-02
454,454,267,406.00,892.86,2025-05-26
455,455,98,291.00,1907.56,2026-03-24
456,456,461,442.00,1278.05,2024-09-08
457,457,361,486.00,1418.19,2023-10-25
458,458,59,228.00,720.93,2024-02-16
459,459,159,29.00,139.73,2025-05-30
460,460,115,274.00,2026.65,2025-05-02
461,461,272,167.00,1597.07,2023-05-14
462,462,237,359.00,1545.10,2023-12-21
463,463,241,227.00,1661.68,2025-01-05
464,464,408,363.00,1503.11,2025-03-09
465,465,54,212.00,1310.57,2024-07-23
466,466,212,314.00,425.31,2025-08-01
467,467,291,106.00,219.35,2024-01-11
468,468,298,422.00,626.88,2024-09-09
469,469,493,97.00,1045.16,2025-07-21
470,470,134,122.00,1443.27,2024-10-20
471,471,11,238.00,375.23,2024-09-05
472,472,469,407.00,1677.86,2025-03-02
473,473,375,317.00,625.00,2026-04-17
474,474,335,364.00,1418.25,2026-01-07
475,475,378,353.00,1975.59,2024-01-24
476,476,291,92.00,605.28,2025-05-19
477,477,200,422.00,492.64,2026-09-18
478,478,494,494.00,867.30,2023-10-20
479,479,34,75.00,1688.24,2025-01-22
480,480,7,192.00,1276.14,2025-07-10
481,481,89,492.00,1556.96,2024-02-08
482,482,37,378.00,632.56,2023-04-22
483,483,431,123.00,468.32,2025-12-12
484,484,144,13.00,784.12,2026-05-22
485,485,61,192.00,437.32,2023-10-14
486,486,486,82.00,1421.05,2024-07-16
487,487,169,150.00,677.42,2023-11-21
488,488,475,322.00,1689.58,2024-06-30
489,489,98,498.00,1000.95,2025-07-07
490,490,433,240.00,165.77,2025-06-14
491,491,241,342.00,657.34,2025-11-13
492,492,382,374.00,643.59,2024-10-21
493,493,6,429.00,284.72,2025-11-20
494,494,290,460.00,435.10,2025-12-18
495,495,27,416.00,1341.73,2023-08-20
496,496,209,164.00,279.60,2026-04-02
497,497,207,338.00,2047.46,2023-06-19
498,498,304,13.00,300.96,2023-04-27
499,499,218,172.00,1792.32,2025-05-13
500,500,179,400.00,1812.56,2026-03-09
501,501,455,44.00,1257.28,2024-03-05
502,502,181,255.00,1196.01,2025-05-25
503,503,351,384.00,1260.48,2024-05-22
504,504,151,153.00,1261.18,2024-08-06
505,505,48,493.00,620.32,2024-06-02
506,506,15,374.00,885.04,2026-04-05
507,507,473,479.00,73.33,2024-10-27
508,508,297,141.00,1067.07,2026-04-05
509,509,53,123.00,1005.04,2025-11-14
510,510,95,283.00,1948.06,2024-04-04
511,511,460,301.00,347.86,2023-03-25
512,512,35,380.00,1413.73,2025-03-30
513,513,190,32.00,1280.36,2023-08-27
514,514,372,337.00,378.87,2023-11-12
515,515,401,269.00,1190.39,2025-03-15
516,516,450,232.00,1279.31,2023-06-08
517,517,94,461.00,371.12,2025-01-06
518,518,459,8.00,902.35,2024-10-19
519,519,339,112.00,445.25,2024-05-28
520,520,227,416.00,1326.16,2023-07-22
521,521,300,173.00,390.95,2024-07-26
522,522,427,237.00,404.07,2023-05-12
523,523,127,118.00,858.80,2024-06-03
524,524,72,299.00,1710.09,2025-04-02
525,525,461,185.00,1948.58,2026-04-29
526,526,360,27.00,1732.62,2024-02-22
527,527,2,49.00,1672.16,2026-06-23
528,528,267,337.00,846.08,2025-12-02
529,529,187,413.00,1718.90,2025-05-02
530,530,327,40.00,1858.66,2026-04-04
531,531,462,355.00,294.09,2026-03-01
532,532,282,156.00,417.71,2025-03-08
533,533,222,300.00,1546.34,2026-04-14
534,534,25,278.00,1854.29,2024-06-04
535,535,18,493.00,269.77,2024-10-18
536,536,179,71.00,627.89,2026-04-17
537,537,336,97.00,1295.21,2026-02-21
538,538,76,144.00,1148.36,2025-08-30
539,539,471,99.00,1741.37,2024-06-14
540,540,16,401.00,1476.78,2026-06-18
541,541,53,315.00,1953.69,2024-05-17
542,542,458,297.00,1660.81,2024-08-13
543,543,74,395.00,631.13,2026-07-27
544,544,160,230.00,277.48,2023-02-24
545,545,404,468.00,926.88,2023-01-17
546,546,3,384.00,1880.54,2026-08-16
547,547,47,148.00,358.37,2024-12-01
548,548,159,319.00,2011.04,2025-11-04
549,549,395,403.00,1122.53,2025-01-06
550,550,413,30.00,1041.13,2025-09-28
551,551,64,451.00,1368.29,2026-10-27
552,552,180,273.00,1253.08,2025-02-19
553,553,182,62.00,1119.68,2023-09-13
554,554,50,435.00,1229.92,2026-03-15
555,555,64,278.00,1247.47,2025-08-02
556,556,433,122.00,1014.73,2025-09-09
557,557,280,258.00,244.78,2026-06-06
558,558,212,58.00,99.71,2024-02-13
559,559,496,49.00,1421.86,2026-07-26
560,560,387,144.00,1706.18,2024-02-15
561,561,441,223.00,1244.13,2023-09-23
562,562,298,425.00,1647.03,2026-03-14
563,563,15,496.00,474.89,2025-12-16
564,564,333,63.00,853.58,2025-05-13
565,565,278,184.00,1393.33,2024-05-08
566,566,169,54.00,1992.92,2023-06-09
567,567,432,323.00,240.26,2026-10-12
568,568,367,108.00,719.20,2023-12-11
569,569,476,337.00,1244.25,2025-05-15
570,570,75,21.00,1470.06,2026-02-13
571,571,435,148.00,370.05,2026-09-25
572,572,273,74.00,1193.33,2024-11-12
573,573,265,40.00,413.85,2023-07-07
574,574,299,358.00,1045.15,2024-07-10
575,575,401,193.00,2032.39,2026-08-16
576,576,255,102.00,422.56,2023-10-25
577,577,345,9.00,858.21,2024-01-16
578,578,74,77.00,1031.85,2026-09-07
579,579,197,475.00,1895.80,2024-11-03
580,580,242,435.00,864.73,2024-11-26
581,581,309,438.00,1317.25,2025-05-26
582,582,179,80.00,879.50,2024-11-23
583,583,180,88.00,280.53,2025-10-28
584,584,154,285.00,1204.53,2026-05-26
585,585,173,28.00,784.40,2024-11-01
586,586,213,243.00,666.47,2023-08-03
587,587,165,258.00,195.72,2025-12-21
588,588,242,416.00,485.91,2024-07-03
589,589,264,335.00,1082.79,2024-08-19
590,590,277,165.00,249.07,2023-06-19
591,591,32,124.00,871.55,2025-01-20
592,592,421,338.00,239.88,2023-03-13
593,593,301,346.00,1389.97,2024-03-19
594,594,123,269.00,1505.38,2024-02-12
595,595,200,465.00,590.18,2026-03-14
596,596,441,93.00,646.45,2025-05-27
597,597,129,123.00,750.68,2025-12-18
598,598,240,289.00,1809.68,2024-08-16
599,599,65,217.00,1839.10,2023-04-30
600,600,79,199.00,894.61,2026-10-07
601,601,99,441.00,801.11,2024-08-09
602,602,45,59.00,1189.94,2024-09-19
603,603,23,150.00,564.32,2023-12-21
604,604,390,78.00,1344.05,2024-01-27
605,605,431,325.00,1524.31,2025-09-01
606,606,464,293.00,919.78,2026-03-01
607,607,49,403.00,587.46,2025-05-21
608,608,275,17.00,1288.26,2024-10-18
609,609,446,126.00,634.75,2025-11-23
610,610,490,72.00,1765.08,2023-03-16
611,611,192,248.00,2025.01,2026-07-27
612,612,498,275.00,197.14,2025-12-18
613,613,487,117.00,498.74,2026-03-06
614,614,42,463.00,178.64,2026-01-14
615,615,328,456.00,1717.34,2026-08-14
616,616,336,257.00,1166.75,2025-09-24
617,617,120,372.00,165.35,2023-06-06
618,618,230,172.00,2011.01,2023-04-06
619,619,121,26.00,1244.42,2024-01-30
620,620,30,338.00,1314.74,2025-09-15
621,621,455,433.00,739.72,2024-06-28
622,622,151,138.00,650.97,2026-01-24
623,623,29,396.00,1684.38,2026-05-21
624,624,28,214.00,1044.03,2026-09-12
625,625,122,70.00,2028.13,2024-11-29
626,626,40,223.00,698.63,2025-10-14
627,627,196,281.00,1201.56,2024-08-22
628,628,69,10.00,2047.01,2025-07-05
629,629,236,395.00,1573.33,2025-11-05
630,630,399,179.00,288.60,2025-03-23
631,631,99,374.00,292.44,2024-09-07
632,632,313,159.00,1981.62,2024-04-03
633,633,345,21.00,923.63,2026-06-17
634,634,154,255.00,766.36,2026-03-12
635,635,95,15.00,1949.33,2026-07-02
636,636,281,452.00,387.44,2024-09-08
637,637,296,356.00,1228.94,2026-05-27
638,638,408,189.00,1768.23,2023-07-08
639,639,240,316.00,1349.87,2024-10-03
640,640,80,332.00,353.44,2026-05-20
641,641,277,211.00,755.41,2025-12-06
642,642,380,469.00,796.84,2025-08-16
643,643,419,195.00,434.22,2024-04-13
644,644,298,10.00,1760.01,2024-09-10
