SUPPLIER_ID,SUPPLIER_NAME,SUPPLIER_CODE,COUNTRY_ID,COMMODITY_ID,RELIABILITY_RATING,IS_PROBLEM,ACTIVE,IS_SYNTHETIC
137,ECHO SYSTEMS,SUP-00137,1,8,0.69,False,True,True
138,ECHO SOLUTIONS,SUP-00138,4,1,0.63,False,True,True
139,ECHO INDUSTRIES,SUP-00139,11,6,0.79,False,True,True
140,ECHO MANUFACTURING,SUP-00140,14,1,0.92,False,True,True
141,CIPHER SEMICONDUCTORS,SUP-00141,22,11,0.96,False,True,True
142,CIPHER COMPONENTS,SUP-00142,8,6,0.75,False,True,True
143,CIPHER MATERIALS,SUP-00143,14,9,0.82,False,True,True
144,CIPHER ELECTRONICS,SUP-00144,14,6,0.94,False,True,True
145,CIPHER TECHNOLOGIES,SUP-00145,11,9,0.77,False,True,True
146,CIPHER PRECISION,SUP-00146,11,12,0.88,False,True,True
147,CIPHER SYSTEMS,SUP-00147,11,7,0.60,False,True,True
148,CIPHER SOLUTIONS,SUP-00148,15,5,0.94,False,True,True
149,CIPHER INDUSTRIES,SUP-00149,19,5,0.98,False,True,True
150,CIPHER MANUFACTURING,SUP-00150,2,10,0.70,False,True,True
151,HELIX SEMICONDUCTORS,SUP-00151,9,10,0.70,False,True,True
152,HELIX COMPONENTS,SUP-00152,20,9,0.93,False,True,True
153,HELIX MATERIALS,SUP-00153,15,3,0.85,False,True,True
154,HELIX ELECTRONICS,SUP-00154,24,2,0.73,False,True,True
155,HELIX TECHNOLOGIES,SUP-00155,19,9,0.77,False,True,True
156,HELIX PRECISION,SUP-00156,4,8,0.98,False,True,True
157,HELIX SYSTEMS,SUP-00157,19,2,0.99,False,True,True
158,HELIX SOLUTIONS,SUP-00158,3,9,0.62,False,True,True
159,HELIX INDUSTRIES,SUP-00159,13,1,0.96,False,True,True
160,HELIX MANUFACTURING,SUP-00160,13,6,0.76,False,True,True
161,FLUX SEMICONDUCTORS,SUP-00161,13,6,0.87,False,True,True
162,FLUX COMPONENTS,SUP-00162,22,4,0.93,False,True,True
163,FLUX MATERIALS,SUP-00163,15,5,0.88,False,True,True
164,FLUX ELECTRONICS,SUP-00164,6,7,0.88,False,True,True
165,FLUX TECHNOLOGIES,SUP-00165,21,1,0.70,False,True,True
166,FLUX PRECISION,SUP-00166,9,3,0.64,False,True,True
167,FLUX SYSTEMS,SUP-00167,20,2,0.69,False,True,True
168,FLUX SOLUTIONS,SUP-00168,18,12,0.84,False,True,True
169,FLUX INDUSTRIES,SUP-00169,20,2,0.76,False,True,True
170,FLUX MANUFACTURING,SUP-00170,11,4,0.66,False,True,True
171,IONIC SEMICONDUCTORS,SUP-00171,7,7,0.99,False,True,True
172,IONIC COMPONENTS,SUP-00172,5,3,0.69,False,True,True
173,IONIC MATERIALS,SUP-00173,10,7,0.94,False,True,True
174,IONIC ELECTRONICS,SUP-00174,18,1,0.78,False,True,True
175,IONIC TECHNOLOGIES,SUP-00175,21,2,0.75,False,True,True
176,IONIC PRECISION,SUP-00176,12,9,0.82,False,True,True
177,IONIC SYSTEMS,SUP-00177,1,5,0.89,False,True,True
178,IONIC SOLUTIONS,SUP-00178,8,12,0.78,False,True,True
179,IONIC INDUSTRIES,SUP-00179,20,8,0.96,False,True,True
180,IONIC MANUFACTURING,SUP-00180,6,10,0.99,False,True,True
181,VORTEX SEMICONDUCTORS,SUP-00181,7,2,0.90,False,True,True
182,VORTEX COMPONENTS,SUP-00182,12,5,0.99,False,True,True
183,VORTEX MATERIALS,SUP-00183,16,4,0.84,False,True,True
184,VORTEX ELECTRONICS,SUP-00184,2,1,0.79,False,True,True
185,VORTEX TECHNOLOGIES,SUP-00185,22,10,0.60,False,True,True
186,VORTEX PRECISION,SUP-00186,10,7,0.70,False,True,True
187,VORTEX SYSTEMS,SUP-00187,4,5,0.82,False,True,True
188,VORTEX SOLUTIONS,SUP-00188,20,4,0.81,False,True,True
189,VORTEX INDUSTRIES,SUP-00189,9,4,0.73,False,True,True
190,VORTEX MANUFACTURING,SUP-00190,15,1,0.82,False,True,True
191,STELLAR SEMICONDUCTORS,SUP-00191,7,12,0.74,False,True,True
192,STELLAR COMPONENTS,SUP-00192,3,4,0.83,False,True,True
193,STELLAR MATERIALS,SUP-00193,13,4,0.72,False,True,True
194,STELLAR ELECTRONICS,SUP-00194,9,9,0.88,False,True,True
195,STELLAR TECHNOLOGIES,SUP-00195,19,2,0.62,False,True,True
196,STELLAR PRECISION,SUP-00196,7,3,0.85,False,True,True
197,STELLAR SYSTEMS,SUP-00197,14,9,0.91,False,True,True
198,STELLAR SOLUTIONS,SUP-00198,10,10,0.67,False,True,True
199,STELLAR INDUSTRIES,SUP-00199,18,6,0.93,False,True,True
200,STELLAR MANUFACTURING,SUP-00200,2,1,0.76,False,True,True
201,CREST SEMICONDUCTORS,SUP-00201,2,9,0.89,False,True,True
202,CREST COMPONENTS,SUP-00202,1,5,0.81,False,True,True
203,CREST MATERIALS,SUP-00203,17,9,0.88,False,True,True
204,CREST ELECTRONICS,SUP-00204,12,7,0.64,False,True,True
205,CREST TECHNOLOGIES,SUP-00205,4,10,0.65,False,True,True
206,CREST PRECISION,SUP-00206,18,12,0.70,False,True,True
207,CREST SYSTEMS,SUP-00207,11,10,0.96,False,True,True
208,CREST SOLUTIONS,SUP-00208,19,11,0.90,False,True,True
209,CREST INDUSTRIES,SUP-00209,8,12,0.61,False,True,True
210,CREST MANUFACTURING,SUP-00210,23,11,0.70,False,True,True
211,LUNAR SEMICONDUCTORS,SUP-00211,10,4,0.85,False,True,True
212,LUNAR COMPONENTS,SUP-00212,16,5,0.89,False,True,True
213,LUNAR MATERIALS,SUP-00213,15,7,0.93,False,True,True
214,LUNAR ELECTRONICS,SUP-00214,18,11,0.93,False,True,True
215,LUNAR TECHNOLOGIES,SUP-00215,13,9,0.89,False,True,True
216,LUNAR PRECISION,SUP-00216,15,8,0.97,False,True,True
217,LUNAR SYSTEMS,SUP-00217,3,1,0.70,False,True,True
218,LUNAR SOLUTIONS,SUP-00218,11,10,0.88,False,True,True
219,LUNAR INDUSTRIES,SUP-00219,12,10,0.91,False,True,True
220,LUNAR MANUFACTURING,SUP-00220,12,11,0.88,False,True,True
221,COBALT SEMICONDUCTORS,SUP-00221,9,6,0.67,False,True,True
222,COBALT COMPONENTS,SUP-00222,16,2,0.72,False,True,True
223,COBALT MATERIALS,SUP-00223,16,5,0.77,False,True,True
224,COBALT ELECTRONICS,SUP-00224,10,7,0.65,False,True,True
225,COBALT TECHNOLOGIES,SUP-00225,17,4,0.62,False,True,True
226,COBALT PRECISION,SUP-00226,4,5,0.83,False,True,True
227,COBALT SYSTEMS,SUP-00227,5,5,0.61,False,True,True
228,COBALT SOLUTIONS,SUP-00228,16,5,0.74,False,True,True
229,COBALT INDUSTRIES,SUP-00229,6,2,0.80,False,True,True
230,COBALT MANUFACTURING,SUP-00230,1,6,0.83,False,True,True
231,AETHER SEMICONDUCTORS,SUP-00231,16,5,0.84,False,True,True
232,AETHER COMPONENTS,SUP-00232,16,10,0.97,False,True,True
233,AETHER MATERIALS,SUP-00233,14,8,0.75,False,True,True
234,AETHER ELECTRONICS,SUP-00234,3,9,0.64,False,True,True
235,AETHER TECHNOLOGIES,SUP-00235,22,8,0.77,False,True,True
236,AETHER PRECISION,SUP-00236,19,3,0.87,False,True,True
237,AETHER SYSTEMS,SUP-00237,22,11,0.83,False,True,True
238,AETHER SOLUTIONS,SUP-00238,22,8,0.61,False,True,True
239,AETHER INDUSTRIES,SUP-00239,17,6,0.90,False,True,True
240,AETHER MANUFACTURING,SUP-00240,20,12,0.61,False,True,True
241,MATRIX SEMICONDUCTORS,SUP-00241,13,8,0.73,False,True,True
242,MATRIX COMPONENTS,SUP-00242,13,7,0.75,False,True,True
243,MATRIX MATERIALS,SUP-00243,18,2,0.61,False,True,True
244,MATRIX ELECTRONICS,SUP-00244,11,2,0.99,False,True,True
245,MATRIX TECHNOLOGIES,SUP-00245,16,2,0.88,False,True,True
246,MATRIX PRECISION,SUP-00246,10,1,0.73,False,True,True
247,MATRIX SYSTEMS,SUP-00247,2,7,0.82,False,True,True
248,MATRIX SOLUTIONS,SUP-00248,23,5,0.65,False,True,True
249,MATRIX INDUSTRIES,SUP-00249,8,2,0.99,False,True,True
250,MATRIX MANUFACTURING,SUP-00250,16,1,0.85,False,True,True
251,SYNTH SEMICONDUCTORS,SUP-00251,20,12,0.85,False,True,True
252,SYNTH COMPONENTS,SUP-00252,15,5,0.85,False,True,True
253,SYNTH MATERIALS,SUP-00253,7,7,0.78,False,True,True
254,SYNTH ELECTRONICS,SUP-00254,13,3,0.80,False,True,True
255,SYNTH TECHNOLOGIES,SUP-00255,7,10,0.82,False,True,True
256,SYNTH PRECISION,SUP-00256,16,8,0.82,False,True,True
257,SYNTH SYSTEMS,SUP-00257,3,10,0.77,False,True,True
258,SYNTH SOLUTIONS,SUP-00258,8,4,0.74,False,True,True
259,SYNTH INDUSTRIES,SUP-00259,3,5,0.64,False,True,True
260,SYNTH MANUFACTURING,SUP-00260,20,11,0.60,False,True,True
261,PULSE SEMICONDUCTORS,SUP-00261,19,12,0.87,False,True,True
262,PULSE COMPONENTS,SUP-00262,22,6,0.67,False,True,True
263,PULSE MATERIALS,SUP-00263,10,5,0.66,False,True,True
264,PULSE ELECTRONICS,SUP-00264,2,11,0.77,False,True,True
265,PULSE TECHNOLOGIES,SUP-00265,6,4,0.91,False,True,True
266,PULSE PRECISION,SUP-00266,19,8,0.69,False,True,True
267,PULSE SYSTEMS,SUP-00267,3,4,0.96,False,True,True
268,PULSE SOLUTIONS,SUP-00268,12,5,0.74,False,True,True
269,PULSE INDUSTRIES,SUP-00269,15,12,0.73,False,True,True
270,PULSE MANUFACTURING,SUP-00270,11,9,0.88,False,True,True
271,DRIFT SEMICONDUCTORS,SUP-00271,9,7,0.62,False,True,True
272,DRIFT COMPONENTS,SUP-00272,17,11,0.81,False,True,True
273,DRIFT MATERIALS,SUP-00273,4,12,0.87,False,True,True
274,DRIFT ELECTRONICS,SUP-00274,5,6,0.72,False,True,True
275,DRIFT TECHNOLOGIES,SUP-00275,15,5,0.77,False,True,True
276,DRIFT PRECISION,SUP-00276,15,5,0.99,False,True,True
277,DRIFT SYSTEMS,SUP-00277,8,8,0.95,False,True,True
278,DRIFT SOLUTIONS,SUP-00278,8,12,0.91,False,True,True
279,DRIFT INDUSTRIES,SUP-00279,24,5,0.84,False,True,True
280,DRIFT MANUFACTURING,SUP-00280,22,7,0.97,False,True,True
281,OMEGA SEMICONDUCTORS,SUP-00281,4,3,0.73,False,True,True
282,OMEGA COMPONENTS,SUP-00282,15,11,0.86,False,True,True
283,OMEGA MATERIALS,SUP-00283,4,10,0.73,False,True,True
284,OMEGA ELECTRONICS,SUP-00284,14,9,0.69,False,True,True
285,OMEGA TECHNOLOGIES,SUP-00285,6,8,0.84,False,True,True
286,OMEGA PRECISION,SUP-00286,15,3,0.65,False,True,True
287,OMEGA SYSTEMS,SUP-00287,24,11,0.60,False,True,True
288,OMEGA SOLUTIONS,SUP-00288,11,9,0.63,False,True,True
289,OMEGA INDUSTRIES,SUP-00289,4,3,0.60,False,True,True
290,OMEGA MANUFACTURING,SUP-00290,10,8,0.63,False,True,True
291,SIGMA SEMICONDUCTORS,SUP-00291,13,10,0.86,False,True,True
292,SIGMA COMPONENTS,SUP-00292,4,1,0.92,False,True,True
293,SIGMA MATERIALS,SUP-00293,6,7,0.72,False,True,True
294,SIGMA ELECTRONICS,SUP-00294,12,10,0.75,False,True,True
295,SIGMA TECHNOLOGIES,SUP-00295,14,4,0.84,False,True,True
296,SIGMA PRECISION,SUP-00296,17,12,0.85,False,True,True
297,SIGMA SYSTEMS,SUP-00297,11,8,0.96,False,True,True
298,SIGMA SOLUTIONS,SUP-00298,19,7,0.66,False,True,True
299,SIGMA INDUSTRIES,SUP-00299,10,1,0.75,False,True,True
300,SIGMA MANUFACTURING,SUP-00300,11,1,0.66,False,True,True
301,DELTA SEMICONDUCTORS,SUP-00301,7,2,0.94,False,True,True
302,DELTA COMPONENTS,SUP-00302,24,12,0.85,False,True,True
303,DELTA MATERIALS,SUP-00303,24,6,0.95,False,True,True
304,DELTA ELECTRONICS,SUP-00304,23,12,0.63,False,True,True
305,DELTA TECHNOLOGIES,SUP-00305,22,1,0.92,False,True,True
306,DELTA PRECISION,SUP-00306,8,1,0.66,False,True,True
307,DELTA SYSTEMS,SUP-00307,2,8,0.84,False,True,True
308,DELTA SOLUTIONS,SUP-00308,23,3,0.64,False,True,True
309,DELTA INDUSTRIES,SUP-00309,22,6,0.91,False,True,True
310,DELTA MANUFACTURING,SUP-00310,8,10,0.95,False,True,True
311,GAMMA SEMICONDUCTORS,SUP-00311,1,2,0.61,False,True,True
312,GAMMA COMPONENTS,SUP-00312,2,2,0.72,False,True,True
313,GAMMA MATERIALS,SUP-00313,10,5,0.61,False,True,True
314,GAMMA ELECTRONICS,SUP-00314,23,7,0.75,False,True,True
315,GAMMA TECHNOLOGIES,SUP-00315,19,5,0.95,False,True,True
316,GAMMA PRECISION,SUP-00316,20,7,0.73,False,True,True
317,GAMMA SYSTEMS,SUP-00317,15,8,0.65,False,True,True
318,GAMMA SOLUTIONS,SUP-00318,6,5,0.75,False,True,True
319,GAMMA INDUSTRIES,SUP-00319,22,6,0.95,False,True,True
320,GAMMA MANUFACTURING,SUP-00320,12,10,0.97,False,True,True
321,ZETA SEMICONDUCTORS,SUP-00321,15,4,0.99,False,True,True
322,ZETA COMPONENTS,SUP-00322,11,3,0.95,False,True,True
323,ZETA MATERIALS,SUP-00323,12,11,0.72,False,True,True
324,ZETA ELECTRONICS,SUP-00324,15,9,0.78,False,True,True
325,ZETA TECHNOLOGIES,SUP-00325,1,8,0.60,False,True,True
326,ZETA PRECISION,SUP-00326,21,8,0.74,False,True,True
327,ZETA SYSTEMS,SUP-00327,5,9,0.77,False,True,True
328,ZETA SOLUTIONS,SUP-00328,6,11,0.71,False,True,True
329,ZETA INDUSTRIES,SUP-00329,22,6,0.83,False,True,True
330,ZETA MANUFACTURING,SUP-00330,24,1,0.76,False,True,True
331,KAPPA SEMICONDUCTORS,SUP-00331,18,4,0.90,False,True,True
332,KAPPA COMPONENTS,SUP-00332,20,8,0.95,False,True,True
333,KAPPA MATERIALS,SUP-00333,24,9,0.96,False,True,True
334,KAPPA ELECTRONICS,SUP-00334,2,1,0.90,False,True,True
335,KAPPA TECHNOLOGIES,SUP-00335,3,11,0.73,False,True,True
336,KAPPA PRECISION,SUP-00336,20,9,0.92,False,True,True
337,KAPPA SYSTEMS,SUP-00337,23,1,0.99,False,True,True
338,KAPPA SOLUTIONS,SUP-00338,24,10,0.69,False,True,True
339,KAPPA INDUSTRIES,SUP-00339,10,5,0.82,False,True,True
340,KAPPA MANUFACTURING,SUP-00340,14,8,0.87,False,True,True
341,THETA SEMICONDUCTORS,SUP-00341,13,9,0.66,False,True,True
342,THETA COMPONENTS,SUP-00342,1,5,0.74,False,True,True
343,THETA MATERIALS,SUP-00343,24,4,0.94,False,True,True
344,THETA ELECTRONICS,SUP-00344,12,5,0.80,False,True,True
345,THETA TECHNOLOGIES,SUP-00345,12,11,0.95,False,True,True
346,THETA PRECISION,SUP-00346,21,11,0.80,False,True,True
347,THETA SYSTEMS,SUP-00347,15,5,0.62,False,True,True
348,THETA SOLUTIONS,SUP-00348,18,3,0.92,False,True,True
349,THETA INDUSTRIES,SUP-00349,14,9,0.84,False,True,True
350,THETA MANUFACTURING,SUP-00350,16,5,0.71,False,True,True
351,ALPHA SEMICONDUCTORS,SUP-00351,17,5,0.94,False,True,True
352,ALPHA COMPONENTS,SUP-00352,22,2,0.98,False,True,True
353,ALPHA MATERIALS,SUP-00353,12,2,0.75,False,True,True
354,ALPHA ELECTRONICS,SUP-00354,2,5,0.92,False,True,True
355,ALPHA TECHNOLOGIES,SUP-00355,2,7,0.83,False,True,True
356,ALPHA PRECISION,SUP-00356,16,2,0.81,False,True,True
357,ALPHA SYSTEMS,SUP-00357,5,6,0.75,False,True,True
358,ALPHA SOLUTIONS,SUP-00358,23,6,0.90,False,True,True
359,ALPHA INDUSTRIES,SUP-00359,23,12,0.64,False,True,True
360,ALPHA MANUFACTURING,SUP-00360,12,8,0.76,False,True,True
361,BETA SEMICONDUCTORS,SUP-00361,12,5,0.64,False,True,True
362,BETA COMPONENTS,SUP-00362,16,11,0.72,False,True,True
363,BETA MATERIALS,SUP-00363,18,6,0.92,False,True,True
364,BETA ELECTRONICS,SUP-00364,23,3,0.89,False,True,True
365,BETA TECHNOLOGIES,SUP-00365,23,9,0.96,False,True,True
366,BETA PRECISION,SUP-00366,12,12,0.87,False,True,True
367,BETA SYSTEMS,SUP-00367,7,11,0.73,False,True,True
368,BETA SOLUTIONS,SUP-00368,16,2,0.72,False,True,True
369,BETA INDUSTRIES,SUP-00369,10,2,0.85,False,True,True
370,BETA MANUFACTURING,SUP-00370,11,8,0.93,False,True,True
371,EPSILON SEMICONDUCTORS,SUP-00371,12,3,0.91,False,True,True
372,EPSILON COMPONENTS,SUP-00372,12,2,0.86,False,True,True
373,EPSILON MATERIALS,SUP-00373,16,12,0.83,False,True,True
374,EPSILON ELECTRONICS,SUP-00374,22,3,0.90,False,True,True
375,EPSILON TECHNOLOGIES,SUP-00375,3,5,0.85,False,True,True
376,EPSILON PRECISION,SUP-00376,10,1,0.86,False,True,True
377,EPSILON SYSTEMS,SUP-00377,16,2,0.74,False,True,True
378,EPSILON SOLUTIONS,SUP-00378,21,3,0.65,False,True,True
379,EPSILON INDUSTRIES,SUP-00379,13,10,0.69,False,True,True
