PRODUCT_ID,PRODUCT_NAME,PRODUCT_FAMILY_ID,UNIT_PRICE_USD,IS_SYNTHETIC
201,PROD-0201,21,1585.69,True
202,PROD-0202,22,147.21,True
203,PROD-0203,23,1454.40,True
204,PROD-0204,24,525.36,True
205,PROD-0205,25,2006.59,True
206,PROD-0206,26,893.71,True
207,PROD-0207,27,1108.17,True
208,PROD-0208,28,698.18,True
209,PROD-0209,29,958.58,True
210,PROD-0210,30,553.35,True
211,PROD-0211,31,1126.70,True
212,PROD-0212,32,493.77,True
213,PROD-0213,33,234.07,True
214,PROD-0214,34,634.46,True
215,PROD-0215,35,2015.93,True
216,PROD-0216,36,710.12,True
217,PROD-0217,37,653.98,True
218,PROD-0218,38,304.34,True
219,PROD-0219,39,353.38,True
220,PROD-0220,40,1202.27,True
221,PROD-0221,41,1306.35,True
222,PROD-0222,42,862.80,True
223,PROD-0223,43,969.35,True
224,PROD-0224,44,1203.51,True
225,PROD-0225,45,1281.53,True
226,PROD-0226,46,1919.76,True
227,PROD-0227,47,406.19,True
228,PROD-0228,48,1136.28,True
229,PROD-0229,49,1965.51,True
230,PROD-0230,50,1821.97,True
231,PROD-0231,51,1319.28,True
232,PROD-0232,52,91.19,True
233,PROD-0233,53,1622.47,True
234,PROD-0234,54,1276.29,True
235,PROD-0235,55,1334.66,True
236,PROD-0236,56,1799.09,True
237,PROD-0237,57,680.66,True
238,PROD-0238,58,1641.65,True
239,PROD-0239,59,1094.77,True
240,PROD-0240,60,314.08,True
241,PROD-0241,1,1007.15,True
242,PROD-0242,2,717.00,True
243,PROD-0243,3,588.84,True
244,PROD-0244,4,1152.65,True
245,PROD-0245,5,1288.58,True
246,PROD-0246,6,1289.75,True
247,PROD-0247,7,1218.09,True
248,PROD-0248,8,717.13,True
249,PROD-0249,9,1942.78,True
250,PROD-0250,10,997.59,True
251,PROD-0251,11,895.27,True
252,PROD-0252,12,398.99,True
253,PROD-0253,13,1717.66,True
254,PROD-0254,14,190.94,True
255,PROD-0255,15,1141.00,True
256,PROD-0256,16,2025.66,True
257,PROD-0257,17,1029.43,True
258,PROD-0258,18,1782.66,True
259,PROD-0259,19,428.95,True
260,PROD-0260,20,887.14,True
261,PROD-0261,21,1491.31,True
262,PROD-0262,22,1921.70,True
263,PROD-0263,23,1319.25,True
264,PROD-0264,24,177.53,True
265,PROD-0265,25,1702.73,True
266,PROD-0266,26,1871.73,True
267,PROD-0267,27,121.78,True
268,PROD-0268,28,1632.26,True
269,PROD-0269,29,659.47,True
270,PROD-0270,30,1238.22,True
271,PROD-0271,31,123.78,True
272,PROD-0272,32,1635.52,True
273,PROD-0273,33,778.08,True
274,PROD-0274,34,983.15,True
275,PROD-0275,35,198.60,True
276,PROD-0276,36,805.50,True
277,PROD-0277,37,675.58,True
278,PROD-0278,38,1204.39,True
279,PROD-0279,39,630.55,True
280,PROD-0280,40,945.59,True
281,PROD-0281,41,1799.17,True
282,PROD-0282,42,787.95,True
283,PROD-0283,43,80.38,True
284,PROD-0284,44,1633.55,True
285,PROD-0285,45,939.65,True
286,PROD-0286,46,310.61,True
287,PROD-0287,47,2042.54,True
288,PROD-0288,48,1120.79,True
289,PROD-0289,49,429.06,True
290,PROD-0290,50,89.71,True
291,PROD-0291,51,93.61,True
292,PROD-0292,52,95.80,True
293,PROD-0293,53,104.11,True
294,PROD-0294,54,818.05,True
295,PROD-0295,55,1110.59,True
296,PROD-0296,56,1177.65,True
297,PROD-0297,57,1876.32,True
298,PROD-0298,58,1042.42,True
299,PROD-0299,59,1288.34,True
300,PROD-0300,60,2046.17,True
301,PROD-0301,1,1174.82,True
302,PROD-0302,2,1342.46,True
303,PROD-0303,3,1890.55,True
304,PROD-0304,4,1459.83,True
305,PROD-0305,5,1033.02,True
306,PROD-0306,6,1248.37,True
307,PROD-0307,7,1544.47,True
308,PROD-0308,8,121.53,True
309,PROD-0309,9,266.78,True
310,PROD-0310,10,674.93,True
311,PROD-0311,11,1874.79,True
312,PROD-0312,12,1648.56,True
313,PROD-0313,13,1028.65,True
314,PROD-0314,14,326.97,True
315,PROD-0315,15,504.94,True
316,PROD-0316,16,1604.82,True
317,PROD-0317,17,1022.91,True
318,PROD-0318,18,597.90,True
319,PROD-0319,19,1891.33,True
320,PROD-0320,20,507.81,True
321,PROD-0321,21,415.07,True
322,PROD-0322,22,1111.58,True
323,PROD-0323,23,1521.70,True
324,PROD-0324,24,1821.07,True
325,PROD-0325,25,941.26,True
326,PROD-0326,26,112.24,True
327,PROD-0327,27,608.92,True
328,PROD-0328,28,993.08,True
329,PROD-0329,29,178.37,True
330,PROD-0330,30,463.01,True
331,PROD-0331,31,128.87,True
332,PROD-0332,32,585.85,True
333,PROD-0333,33,1964.03,True
334,PROD-0334,34,1139.51,True
335,PROD-0335,35,950.25,True
336,PROD-0336,36,1960.58,True
337,PROD-0337,37,1359.71,True
338,PROD-0338,38,54.86,True
339,PROD-0339,39,1495.99,True
340,PROD-0340,40,1939.69,True
341,PROD-0341,41,1461.25,True
342,PROD-0342,42,1671.64,True
343,PROD-0343,43,1496.24,True
344,PROD-0344,44,436.79,True
345,PROD-0345,45,1650.03,True
346,PROD-0346,46,1980.27,True
347,PROD-0347,47,1751.16,True
348,PROD-0348,48,1716.30,True
349,PROD-0349,49,553.37,True
350,PROD-0350,50,1641.25,True
351,PROD-0351,51,1654.23,True
352,PROD-0352,52,610.72,True
353,PROD-0353,53,236.85,True
354,PROD-0354,54,574.11,True
355,PROD-0355,55,825.77,True
356,PROD-0356,56,1066.17,True
357,PROD-0357,57,732.31,True
358,PROD-0358,58,1265.16,True
359,PROD-0359,59,779.42,True
360,PROD-0360,60,1618.94,True
361,PROD-0361,1,1872.27,True
362,PROD-0362,2,986.35,True
363,PROD-0363,3,1160.23,True
364,PROD-0364,4,302.41,True
365,PROD-0365,5,437.10,True
366,PROD-0366,6,912.54,True
367,PROD-0367,7,1793.71,True
368,PROD-0368,8,495.26,True
369,PROD-0369,9,162.07,True
370,PROD-0370,10,499.53,True
371,PROD-0371,11,1762.82,True
372,PROD-0372,12,1813.31,True
373,PROD-0373,13,281.87,True
374,PROD-0374,14,1758.63,True
375,PROD-0375,15,1678.93,True
376,PROD-0376,16,506.74,True
377,PROD-0377,17,1419.05,True
378,PROD-0378,18,1222.07,True
379,PROD-0379,19,1856.76,True
380,PROD-0380,20,105.88,True
381,PROD-0381,21,156.44,True
382,PROD-0382,22,1155.20,True
383,PROD-0383,23,614.62,True
384,PROD-0384,24,830.94,True
385,PROD-0385,25,1910.35,True
386,PROD-0386,26,645.23,True
387,PROD-0387,27,1246.20,True
388,PROD-0388,28,521.77,True
389,PROD-0389,29,1983.78,True
390,PROD-0390,30,1714.59,True
391,PROD-0391,31,1389.94,True
392,PROD-0392,32,2034.03,True
393,PROD-0393,33,932.05,True
394,PROD-0394,34,237.83,True
395,PROD-0395,35,1870.09,True
396,PROD-0396,36,219.70,True
397,PROD-0397,37,210.17,True
398,PROD-0398,38,651.55,True
399,PROD-0399,39,437.32,True
400,PROD-0400,40,1991.43,True
401,PROD-0401,41,117.46,True
402,PROD-0402,42,1527.56,True
403,PROD-0403,43,1205.41,True
404,PROD-0404,44,1264.49,True
405,PROD-0405,45,1924.34,True
406,PROD-0406,46,645.50,True
407,PROD-0407,47,1902.69,True
408,PROD-0408,48,1294.76,True
409,PROD-0409,49,580.36,True
410,PROD-0410,50,404.86,True
411,PROD-0411,51,356.69,True
412,PROD-0412,52,1322.52,True
413,PROD-0413,53,814.85,True
414,PROD-0414,54,236.24,True
415,PROD-0415,55,457.61,True
416,PROD-0416,56,635.63,True
417,PROD-0417,57,433.07,True
418,PROD-0418,58,1434.45,True
419,PROD-0419,59,1964.07,True
420,PROD-0420,60,52.81,True
421,PROD-0421,1,1860.45,True
422,PROD-0422,2,1650.99,True
423,PROD-0423,3,2046.52,True
424,PROD-0424,4,675.75,True
425,PROD-0425,5,417.33,True
426,PROD-0426,6,946.86,True
427,PROD-0427,7,1143.75,True
428,PROD-0428,8,1904.73,True
429,PROD-0429,9,75.05,True
430,PROD-0430,10,1763.09,True
431,PROD-0431,11,901.08,True
432,PROD-0432,12,1091.04,True
433,PROD-0433,13,1859.47,True
434,PROD-0434,14,1448.58,True
435,PROD-0435,15,1415.41,True
436,PROD-0436,16,1686.42,True
437,PROD-0437,17,1524.03,True
438,PROD-0438,18,799.58,True
439,PROD-0439,19,1782.43,True
440,PROD-0440,20,435.89,True
441,PROD-0441,21,1260.51,True
442,PROD-0442,22,98.28,True
443,PROD-0443,23,1826.48,True
444,PROD-0444,24,361.84,True
445,PROD-0445,25,212.01,True
446,PROD-0446,26,1304.95,True
447,PROD-0447,27,1722.82,True
448,PROD-0448,28,1507.25,True
449,PROD-0449,29,1170.73,True
450,PROD-0450,30,1032.52,True
451,PROD-0451,31,1664.34,True
452,PROD-0452,32,522.64,True
453,PROD-0453,33,852.02,True
454,PROD-0454,34,387.66,True
455,PROD-0455,35,1025.97,True
456,PROD-0456,36,1879.60,True
457,PROD-0457,37,1128.60,True
458,PROD-0458,38,620.58,True
459,PROD-0459,39,981.58,True
460,PROD-0460,40,1111.14,True
461,PROD-0461,41,1272.71,True
462,PROD-0462,42,672.36,True
463,PROD-0463,43,1547.40,True
464,PROD-0464,44,2034.07,True
465,PROD-0465,45,1265.53,True
466,PROD-0466,46,1022.11,True
467,PROD-0467,47,1937.90,True
468,PROD-0468,48,1797.97,True
469,PROD-0469,49,424.92,True
470,PROD-0470,50,846.33,True
471,PROD-0471,51,135.10,True
472,PROD-0472,52,1184.68,True
473,PROD-0473,53,1863.74,True
474,PROD-0474,54,1203.34,True
475,PROD-0475,55,1898.77,True
476,PROD-0476,56,367.90,True
477,PROD-0477,57,1091.99,True
478,PROD-0478,58,179.93,True
479,PROD-0479,59,1405.33,True
480,PROD-0480,60,1535.06,True
481,PROD-0481,1,1835.88,True
482,PROD-0482,2,910.36,True
483,PROD-0483,3,289.30,True
484,PROD-0484,4,1306.43,True
485,PROD-0485,5,1200.60,True
486,PROD-0486,6,499.85,True
487,PROD-0487,7,1206.68,True
488,PROD-0488,8,1334.74,True
489,PROD-0489,9,1620.97,True
490,PROD-0490,10,619.32,True
491,PROD-0491,11,592.40,True
492,PROD-0492,12,1268.81,True
493,PROD-0493,13,1295.05,True
494,PROD-0494,14,817.89,True
495,PROD-0495,15,380.26,True
496,PROD-0496,16,197.08,True
497,PROD-0497,17,82.06,True
498,PROD-0498,18,1693.03,True
499,PROD-0499,19,867.17,True
500,PROD-0500,20,1076.78,True
